"LawaSiteID","Measurement","nMeasures","nFirstYear","nLastYear","numMonths","numQuarters","numYears","Observations","KWstat","pvalue","nObs","S","VarS","D","tau","Z","p","MKProbability","AnalysisNote","prop.censored","prop.unique","no.censorlevels","Median","Sen_VarS","AnnualSenSlope","Intercept","Lci","Uci","AnalysisNoteSS","Sen_Probability","Probabilitymax","Probabilitymin","Percent.annual.change","standard","ConfCat","period","frequency","Agency","SWQAltitude","SWQLanduse","Region","TrendScore","CouncilSiteID"
"hrc-00033","MCI",7,0,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","rural","wanganui manawatu",NA,"Ongarue at Taringamotu"
"hrc-00034","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,40,405.333333333333,105,0.380952380952381,1.93712857220763,0.0527296287651755,0.0263648143825877,"ok",0,0.8,0,96,405.333333333333,1.75641172429586,95.1803411953286,0.550308418038883,2.89944454623909,"WARNING: Sen slope influenced by censored values",0.0263648143825877,0.0330467777140496,0.0208516665862419,1.82959554614152,NA,"Very likely improving",15,"yearly","hrc","lowland","rural","wanganui manawatu",2,"Oroua at Awahuri Bridge"
"hrc-00035","MCI",14,0,1,NA,NA,14,14,13,0.447811674319492,14,-14,332.666666666667,91,-0.153846153846154,-0.712752433923679,0.475998964131563,0.762000517934219,"ok",0,0.928571428571429,0,108.5,332.666666666667,-0.364066782955395,108.669031006372,-1.00275113673263,0.533750817477666,"WARNING: Sen slope influenced by censored values",0.794577253360712,0.794577253360712,0.794577253360712,-0.335545422078705,NA,"Likely degrading",15,"yearly","hrc","lowland","rural","wanganui manawatu",-1,"Oroua at Almadale Slackline"
"hrc-00036","MCI",14,0,1,NA,NA,14,14,13,0.447811674319492,14,4,325.333333333333,91,0.043956043956044,0.166324785964779,0.867901361330044,0.433950680665022,"ok",0,0.642857142857143,0,128,325.333333333333,0,128,-0.385462822354892,0.842484379196261,"WARNING: Sen slope influenced by censored values",0.433950680665022,0.566049319334978,0.308898724289609,0,NA,"Indeterminate",15,"yearly","hrc","upland","forest","wanganui manawatu",0,"Oroua at Apiti"
"hrc-00037","MCI",11,0,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","rural","wanganui manawatu",NA,"Oruakeretaki at S.H.2 Napier"
"hrc-00038","MCI",11,0,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Owahanga at Branscombe Bridge"
"hrc-00039","MCI",11,0,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Patiki Stream at Kawiu Road"
"hrc-00040","MCI",12,0,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Pohangina at Mais Reach"
"hrc-00041","MCI",11,0,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","forest","wanganui manawatu",NA,"Pohangina at Piripiri"
"hrc-00042","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Porewa at Onepuhi Road"
"hrc-00043","MCI",11,0,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Rangitikei at McKelvies"
"hrc-00044","MCI",11,0,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Rangitikei at Onepuhi"
"hrc-00045","MCI",27,1,0,NA,NA,14,14,13,0.447811674319492,14,1,333.666666666667,91,0.010989010989011,0,1,0.5,"ok",0,1,0,107.8915,333.666666666667,0.0234977746307911,107.880590318921,-0.795221298045425,0.605422293090684,"WARNING: Sen slope influenced by censored values",0.506749331104532,0.506749331104532,0.506749331104532,0.0217790786399216,NA,"Indeterminate",15,"yearly","hrc","upland","rural","wanganui manawatu",0,"Rangitikei at Mangaweka"
"hrc-00046","MCI",15,1,0,NA,NA,14,14,13,0.447811674319492,14,-35,329.666666666667,91,-0.384615384615385,-1.87258438935278,0.0611257986516748,0.969437100674163,"ok",0,0.714285714285714,0,118.5,329.666666666667,-0.648756660746004,118.801208449632,-1.56065857230659,-0.1560127351419,"WARNING: Sen slope influenced by censored values",0.976301559966954,0.984141710020889,0.965430346669503,-0.547473975313083,NA,"Very likely degrading",15,"yearly","hrc","upland","forest","wanganui manawatu",-2,"Rangitikei at Pukeokahu"
"hrc-00047","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Raparapawai at Jackson Rd"
"hrc-00048","MCI",11,0,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","rural","wanganui manawatu",NA,"Tamaki at Stephensons"
"hrc-00049","MCI",12,0,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","forest","wanganui manawatu",NA,"Tamaki at Tamaki Reserve"
"hrc-00050","MCI",11,0,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Tiraumea at Ngaturi"
"hrc-00054","MCI",11,0,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","forest","wanganui manawatu",NA,"Tokomaru River at Horseshoe bend"
"hrc-00055","MCI",9,0,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Turakina at ONeills Bridge"
"hrc-00056","MCI",11,0,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","forest","wanganui manawatu",NA,"Waikawa at North Manakau Road"
"hrc-00057","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Waikawa at Huritini"
"hrc-00060","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,7,403.666666666667,105,0.0666666666666667,0.298634381488085,0.765219029226027,0.382609514613013,"ok",0,0.8,0,99,403.666666666667,0.143235294117647,98.9331568627451,-0.716621809804109,0.624234558887358,"WARNING: Sen slope influenced by censored values",0.382609514613013,0.440651675541537,0.327094073694746,0.144682115270351,NA,"Indeterminate",15,"yearly","hrc","lowland","forest","wanganui manawatu",0,"Whanganui at Pipiriki"
"hrc-00061","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-9,404.333333333333,105,-0.0857142857142857,-0.397850780065442,0.690740183246072,0.654629908376964,"ok",0,0.733333333333333,0,106,404.333333333333,-0.196265448683503,106.091590542719,-0.833805513918221,0.668793058746022,"WARNING: Sen slope influenced by censored values",0.690515994604693,0.741024634925971,0.636124754527398,-0.185156083663683,NA,"Indeterminate",15,"yearly","hrc","lowland","rural","wanganui manawatu",0,"Whanganui at Wades Landing"
"hrc-00062","MCI",29,1,1,NA,NA,15,15,14,0.449711055848699,15,-13,408.333333333333,105,-0.123809523809524,-0.593845991166472,0.552615125062848,0.723692437468576,"ok",0,1,0,110.111,408.333333333333,-0.451743572395129,110.321813667118,-1.15280217825813,0.444855208999407,"WARNING: Sen slope influenced by censored values",0.764496247517348,0.764496247517348,0.764496247517348,-0.410261983267003,NA,"Likely degrading",15,"yearly","hrc","upland","forest","wanganui manawatu",-1,"Whanganui at Te Maire"
"hrc-00063","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-24,402.666666666667,105,-0.228571428571429,-1.14618572746929,0.251718312116306,0.874140843941847,"ok",0,0.733333333333333,0,110,402.666666666667,-0.553241441987277,110.258179339594,-1.46889415083121,0.251556335780772,"WARNING: Sen slope influenced by censored values",0.893591009223853,0.925797836018613,0.852338892922612,-0.502946765442979,NA,"Likely degrading",15,"yearly","hrc","upland","forest","wanganui manawatu",-1,"Whanganui at Cherry Grove"
"hrc-00064","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","rural","wanganui manawatu",NA,"Mangawhero at u/s Ohakune STP"
"hrc-00066","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","rural","wanganui manawatu",NA,"Makotuku at Above Sewage Plant"
"hrc-00075","MCI",8,0,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Mangatera at Dannevirke"
"hrc-00076","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Mangaatua at u/s Woodville STP"
"hrc-00079","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Oroua at U/S Feilding STP"
"hrc-00080","MCI",8,0,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Manawatu at u/s PNCC STP"
"hrc-00083","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Mangatainoka at u/s Pahiatua STP"
"hrc-00343","MCI",6,0,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Mangatainoka at Scarborough Konini Rd"
"hrc-00344","MCI",9,0,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Mangatainoka at u/s Tiraumea Confluence"
"hrc-00345","MCI",6,0,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Kahuterawa at Keebles Farm"
"hrc-00346","MCI",7,0,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Kiwitea at Kimbolton Rd"
"hrc-00347","MCI",6,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Koputaroa at Tavistock Rd"
"hrc-00348","MCI",6,0,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","forest","wanganui manawatu",NA,"Makakahi at end Kaiparoro Road"
"hrc-00349","MCI",11,0,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","Unstated",NA,"wanganui manawatu",NA,"Manganui o te Ao at Ashworth"
"hrc-00350","MCI",6,0,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","Unstated",NA,"wanganui manawatu",NA,"Mangatainoka at Hukanui"
"hrc-00351","MCI",6,0,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","upland","rural","wanganui manawatu",NA,"Mangatewainui at Hardys"
"hrc-00352","MCI",12,0,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","Unstated",NA,"wanganui manawatu",NA,"Tokiahuru at Karioi Domain Road"
"hrc-00353","MCI",6,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hrc","lowland","rural","wanganui manawatu",NA,"Turitea at No1 Dairy"
"lawa-100168","MCI",10,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","upland","forest","southland",NA,"Eglington River at McKay Creek Confluence"
"lawa-100169","MCI",14,1,1,NA,NA,13,13,12,0.445679641364612,13,9,265.666666666667,78,0.115384615384615,0.490819098756242,0.623554400655359,0.31177720032768,"ok",0,0.769230769230769,0,113,265.666666666667,0.211918849411976,112.902191300271,-0.53068081495446,0.831733001390029,"WARNING: Sen slope influenced by censored values",0.31177720032768,0.356393995308564,0.269765001120481,0.187538804789359,NA,"Likely improving",15,"yearly","es","upland","rural","southland",1,"Hamilton Burn at Goodall Road"
"lawa-100170","MCI",3,0,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Hedgehope Stream at Block Road"
"lawa-100171","MCI",14,1,1,NA,NA,13,13,12,0.445679641364611,13,5,265,78,0.0641025641025641,0.24571804673358,0.805900501153018,0.402950250576509,"ok",0,0.846153846153846,0,101,265,0.197774041878039,100.908719672979,-0.836317745594854,1.08595505021211,"WARNING: Sen slope influenced by censored values",0.402950250576509,0.451109367172802,0.356221494734915,0.195815883047563,NA,"Indeterminate",15,"yearly","es","upland","rural","southland",0,"Hillpoint Stream at Waikana Road"
"lawa-100172","MCI",14,1,1,NA,NA,14,14,13,0.447811674319492,14,-11,331.666666666667,91,-0.120879120879121,-0.549097020287346,0.5829388700001,0.70853056499995,"ok",0,0.857142857142857,0,106.5,331.666666666667,-0.166136001819422,106.577134572273,-0.916636992245455,0.288979551971441,"WARNING: Sen slope influenced by censored values",0.745025280837222,0.76233264895074,0.727080413563259,-0.155996245839833,NA,"Likely degrading",15,"yearly","es","upland","rural","southland",-1,"Home Creek at Manapouri"
"lawa-100173","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","forest","southland",NA,"Lill Burn at Hindley Road"
"lawa-100174","MCI",10,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Makarewa River at King Road"
"lawa-100175","MCI",8,1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Makarewa River at Winton - Hedgehope Hwy"
"lawa-100176","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Makarewa River u/s Hedgehope Confluence"
"lawa-100177","MCI",13,1,1,NA,NA,13,13,12,0.445679641364612,13,-7,267.666666666667,78,-0.0897435897435897,-0.366736473976828,0.713815597049498,0.643092201475251,"ok",0,0.923076923076923,0,104,267.666666666667,-0.536264334344185,104.247506615851,-1.55244414092487,0.935197053626576,"WARNING: Sen slope influenced by censored values",0.68757276752145,0.68757276752145,0.68757276752145,-0.515638783023255,NA,"Indeterminate",15,"yearly","es","upland","rural","southland",0,"Mararoa River at Kiwiburn"
"lawa-100178","MCI",3,0,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","upland","rural","southland",NA,"Mataura River at Keowns Road Bridge"
"lawa-100179","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Mataura River at Pyramid Bridge"
"lawa-100181","MCI",9,1,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","upland","forest","southland",NA,"McKay Creek at Milford Road"
"lawa-100184","MCI",10,0,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Mokoreta River at Egremont Road"
"lawa-100185","MCI",14,1,1,NA,NA,13,13,12,0.445679641364611,13,-29,263,78,-0.371794871794872,-1.72655396473898,0.0842477996483021,0.957876100175849,"ok",0,0.692307692307692,0,124,263,-0.70505743570179,124.32541112417,-2.12046349107978,0,"WARNING: Sen slope influenced by censored values",0.967834522249944,0.98198239100543,0.945557912297999,-0.568594706211121,NA,"Very likely degrading",15,"yearly","es","upland","rural","southland",-2,"North Etal Stream u/s Dunrobin Valley Rd"
"lawa-100186","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-29,403.666666666667,105,-0.276190476190476,-1.39362711361106,0.163430236471062,0.918284881764469,"ok",0,0.8,0,110,403.666666666667,-0.901604498080088,110.420748765771,-2.08077930750583,0.0026670564745288,"WARNING: Sen slope influenced by censored values",0.93230390316389,0.949755658187139,0.91050231415361,-0.81964045280008,NA,"Very likely degrading",15,"yearly","es","lowland","rural","southland",-2,"Oreti River at Benmore"
"lawa-100187","MCI",9,1,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","upland","rural","southland",NA,"Oreti River at McKellars Flat"
"lawa-100190","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,3,406.333333333333,105,0.0285714285714286,0.0992176120278317,0.920965491479231,0.460482745739615,"ok",0,0.866666666666667,0,89,406.333333333333,0.0903636813458684,88.9578302820386,-0.545173290448381,0.78616385098917,"WARNING: Sen slope influenced by censored values",0.460482745739615,0.480217064545022,0.44084530210009,0.101532226231313,NA,"Indeterminate",15,"yearly","es","lowland","rural","southland",0,"Otapiri Stream at Anderson Road"
"lawa-100191","MCI",11,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","upland","forest","southland",NA,"Pig Creek at Borland Lodge"
"lawa-100192","MCI",4,0,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","forest","southland",NA,"Pourakino River at Jubilee Hill Road"
"lawa-100193","MCI",11,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","forest","southland",NA,"Rowallan Burn East at Rowallan Road"
"lawa-100194","MCI",14,1,1,NA,NA,14,14,13,0.447811674319492,14,23,327,91,0.252747252747253,1.21660277994053,0.223755384534785,0.111877692267393,"ok",0,0.642857142857143,0,114,327,0.333155974460322,113.845320440429,-0.109658915262256,1.10067275688354,"WARNING: Sen slope influenced by censored values",0.111877692267393,0.173582583531761,0.0677050598122626,0.292242082859932,NA,"Likely improving",15,"yearly","es","lowland","rural","southland",1,"Silver Stream at Lora Gorge Road"
"lawa-100195","MCI",14,1,1,NA,NA,13,13,12,0.445679641364611,13,-24,259.333333333333,78,-0.307692307692308,-1.42823168931191,0.153225182291228,0.923387408854386,"ok",0,0.538461538461538,0,110,259.333333333333,-0.361493472629605,110.166843141214,-0.993952833833491,0,"WARNING: Sen slope influenced by censored values",0.939719806865019,0.97654461658933,0.868162370029564,-0.328630429663277,NA,"Very likely degrading",15,"yearly","es","upland","rural","southland",-2,"Taringatura Creek at Taromaunga"
"lawa-100196","MCI",12,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","forest","southland",NA,"Thicket Burn at Lake Hauroko Road"
"lawa-100198","MCI",9,1,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Trenders Creek at Hall Road"
"lawa-100199","MCI",11,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Waianiwa Creek 1 at Lornville Riverton Highway"
"lawa-100200","MCI",10,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","forest","southland",NA,"Waiau River 100m u/s Clifden Bridge"
"lawa-100201","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Waimatuku Stream at Rance Rd"
"lawa-100202","MCI",3,0,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","es","lowland","rural","southland",NA,"Winton Stream at Benmore - Otapiri Road"
"lawa-100228","MCI",2,0,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","hbrc","Unstated",NA,"hawkes bay",NA,"Makaroro River at Burnt Bridge"
"lawa-100268","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-37,408.333333333333,105,-0.352380952380952,-1.78153797349942,0.0748246071030847,0.962587696448458,"ok",0,1,0,127.2,408.333333333333,-0.442727272727279,127.406606060606,-0.773994940764369,-0.0795417666245297,"WARNING: Sen slope influenced by censored values",0.972063024171378,0.972063024171378,0.972063024171378,-0.348056032018301,NA,"Very likely degrading",15,"yearly","wrc","Unstated",NA,"waikato",-2,"14328"
"lawa-100269","MCI",10,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","wrc","Unstated",NA,"waikato",NA,"14371"
"lawa-100270","MCI",27,1,1,NA,NA,15,15,14,0.449711055848699,15,-1,408.333333333333,105,-0.00952380952380952,0,1,0.5,"ok",0,1,0,140.65,408.333333333333,-0.0362486043915152,140.666916015383,-0.588463393256,0.613429522250489,"WARNING: Sen slope influenced by censored values",0.536316605160975,0.536316605160975,0.536316605160975,-0.0257722036199895,NA,"Indeterminate",15,"yearly","wrc","Unstated",NA,"waikato",0,"14400"
