"SiteID","CouncilSiteID","LawaSiteID","Macro","Region","Agency","SWQLanduse","SWQAltitude","Lat","Long"
"Waimapu 100m d/s of SH29","DO688849","EBOP-00033",FALSE,"bay of plenty","boprc","rural","lowland",-37.7381884351537,176.141918776596
"Waimapu at Pukemapu Rd","DO712717","EBOP-00032",FALSE,"bay of plenty","boprc","rural","lowland",-37.7507801226566,176.14544731734
"Doctors Creek Upstream Taylor","Doctors Creek Upstream Taylor","MDC-00008",FALSE,"marlborough","mdc","rural","lowland",-41.51472761,173.94246076
"Wairoa at SH2","DP281304","EBOP-00037",FALSE,"bay of plenty","boprc","rural","lowland",-37.6992169435331,176.094403671783
"Kopurererua at SH2","DP784306","EBOP-00006",FALSE,"bay of plenty","boprc","urban","lowland",-37.6975746328178,176.151257931251
"Duck Ck @ Kokatahi-Kowhitirangi Rd Br","Duck Ck @ Kokatahi-Kowhitirangi Rd Br","WCRC-00013",FALSE,"west coast","wcrc","rural","lowland",-42.83256048,171.03231518
"Duncan Stream at Outlet","Duncan Stream at Outlet","MDC-00007",FALSE,"marlborough","mdc","rural","lowland",-41.28193721,173.90219322
"Dunstan Creek at Beattie Road","Dunstan Creek at Beattie Road","ORC-00012",FALSE,"otago","orc","rural","upland",-44.93943275,169.76486579
"Puarenga at FRI","EK598179","EBOP-00019",FALSE,"bay of plenty","boprc","urban","upland",-38.1564389941754,176.263799380814
"Ngongotaha at SH36","EL174017","EBOP-00010",FALSE,"bay of plenty","boprc","rural","upland",-38.0823576072631,176.212205642004
"Ellis Ck @ 50m d/s Ferry Rd Br","Ellis Ck @ 50m d/s Ferry Rd Br","WCRC-00020",FALSE,"west coast","wcrc","rural","lowland",-42.98688033,170.703026
"Enaki Stream upstream of Mangatarere Stream confluence","Enaki Stream D/S site for Riparian","LAWA-100394",FALSE,"wellington","gwrc","urban","lowland",-41.02534566,175.49726909
"Waitao at Waitao Rd","EO451883","EBOP-00039",FALSE,"bay of plenty","boprc","rural","lowland",-37.7336210997026,176.228499689903
"Rocky at Mangatawa Lane","EP623312","EBOP-00023",FALSE,"bay of plenty","boprc","rural","lowland",-37.6944799012024,176.246312200819
"176","Esk River at Berry Road","HBRC-00022",FALSE,"hawkes bay","hbrc","rural","upland",-39.2294717511904,176.796762558524
"182","Esk River at Waipunga Bridge","HBRC-00002",FALSE,"hawkes bay","hbrc","rural","lowland",-39.3853701410824,176.821159324812
"Rangitaiki at SH5","FC231176","EBOP-00104",FALSE,"bay of plenty","boprc","forest","upland",-38.8743772139806,176.369370465762
"Otamatea at Wairere Rd","FD445529","EBOP-00102",FALSE,"bay of plenty","boprc","forest","upland",-38.7519290511337,176.388310645361
"Ohau Channel at SH33","FL230406","EBOP-00012",FALSE,"bay of plenty","boprc","rural","upland",-38.0439971161231,176.330840055897
"Kaituna at Rotoiti Outlet","FL356693","EBOP-00007",FALSE,"bay of plenty","boprc","rural","upland",-38.0177585587837,176.343976823451
"Flaxbourne River at Quarry","Flaxbourne River at Quarry","MDC-00009",FALSE,"marlborough","mdc","rural","lowland",-41.83359628,174.17396926
"Kaituna at Maungarangi Rd","FN834668","EBOP-00003",FALSE,"bay of plenty","boprc","rural","lowland",-37.8384673935175,176.390192548793
"Kaituna at Te Matai","FO620177","EBOP-00057",FALSE,"bay of plenty","boprc","rural","lowland",-37.7934217549296,176.363800997398
"Ford Ck @ Blackball-Taylorville Rd","Ford Ck @ Blackball-Taylorville Rd","WCRC-00004",FALSE,"west coast","wcrc","forest","lowland",-42.37775303,171.41290187
"Fraser River at Marshall Road","Fraser at Marshall Road","ORC-00013",FALSE,"otago","orc","rural","lowland",-45.24738821,169.35625335
"Tarawera at Lake Outlet","GJ662805","EBOP-00051",FALSE,"bay of plenty","boprc","forest","upland",-38.1832613030459,176.500596760016
"Pongakawa at Pumphouse","GM781934","EBOP-00047",FALSE,"bay of plenty","boprc","forest","lowland",-37.9013550234117,176.500737085208
"Pongakawa at Old Coach Rd","GN849464","EBOP-00017",FALSE,"bay of plenty","boprc","rural","lowland",-37.8534811960477,176.506195407174
"Pongakawa at SH2","GN922883","EBOP-00016",FALSE,"bay of plenty","boprc","forest","lowland",-37.8155217087343,176.512698416166
"Graham River at Road Bridge","Graham River at Road Bridge","MDC-00010",FALSE,"marlborough","mdc","forest","lowland",-41.27076198,174.07392726
"Grey @ Dobson","Grey at Dobson","NRWQN-00051",FALSE,"west coast","niwa","forest","lowland",-42.4535168194064,171.297900391258
"Grey @ Waipuna","Grey at Waipuna","NRWQN-00052",FALSE,"west coast","niwa","forest","upland",-42.3544585375834,171.786160547587
"Groom at Maitai Confluence","Groom at Maitai Confluence","NCC-00018",FALSE,"nelson","ncc","forest","lowland",-41.2881737,173.32561357
"Haast @ Roaring Billy","Haast at Roaring Billy","NRWQN-00050",FALSE,"west coast","niwa","forest","lowland",-43.9424643223375,169.297934950188
"Hakatakamea above MH Br.","Hakatakamea above MH Br.","NRWQN-00004",FALSE,"otago","niwa","rural","upland",-44.7247992574589,170.490550497447
"Nottingham Stream at Candys Road","HALS03","CCC-00036",FALSE,"canterbury","ecan","rural","lowland",-43.5960820755419,172.560469911407
"Halswell River at Akaroa Highway (Tai Tapu Road)","HALS04","CCC-00038",FALSE,"canterbury","ecan","rural","lowland",-43.6083092292221,172.559316723578
"Knights Stream at Sabys Road","HALS05","CCC-00037",FALSE,"canterbury","ecan","rural","lowland",-43.5980955591596,172.550424215425
"Hamanatua Stream at Okitu Bridge","Hamanatua Stream at Okitu Bridge","GDC-00032",FALSE,"gisborne","gdc","rural","lowland",-38.67822058,178.08004372
"279","Hangaroa River at Doneraille Park","HBRC-00032",FALSE,"hawkes bay","hbrc","rural","lowland",-38.7334297771801,177.584339853078
"Harris Ck @ Mulvaney Rd","Harris Ck @ Mulvaney Rd","WCRC-00014",FALSE,"west coast","wcrc","rural","lowland",-42.8525437,171.0115477
"Hautapu at Alabasters","Hautapu at Alabasters","HRC-00003",FALSE,"horizons","hrc","rural","upland",-39.6568799999999,175.78086
"Hautapu at d/s Taihape STP","Hautapu at d/s Taihape STP","LAWA-101919",FALSE,"horizons","hrc","rural","upland",-39.68303099,175.816911
"Hautapu at Papakai Road Bridge","Hautapu at Papakai Road Bridge","LAWA-100545",FALSE,"horizons","hrc","rural","upland",-39.6721439099999,175.8026666
"Hautapu at US Rangitikei River Conf","Hautapu at US Rangitikei River Conf","HRC-00002",FALSE,"horizons","hrc","rural","upland",-39.7537599999999,175.83617
"Hawea River at Camphill Bridge","Hawea at Camphill Bridge","ORC-00015",FALSE,"otago","orc","rural","upland",-44.65045243,169.24640206
"Heathcote River at Ferrymead Bridge","HEATH01","CCC-00027",FALSE,"canterbury","ecan","urban","lowland",-43.559910251614,172.708799883464
"Heathcote River at Tunnel Road","HEATH02","CCC-00026",FALSE,"canterbury","ecan","urban","lowland",-43.5563186448341,172.691268649199
"Heathcote River at Opawa Road/Clarendon Terrace","HEATH03","CCC-00023",FALSE,"canterbury","ecan","urban","lowland",-43.5556017193212,172.666472146971
"Heathcote River at Bowenvale Avenue","HEATH04","CCC-00022",FALSE,"canterbury","ecan","urban","lowland",-43.5720568323126,172.643184667368
"Cashmere Stream at Worsleys Road","HEATH05","CCC-00020",FALSE,"canterbury","ecan","urban","lowland",-43.5775960140065,172.616312750997
"Heathcote River at Rose Street","HEATH06","CCC-00018",FALSE,"canterbury","ecan","urban","lowland",-43.5707152325921,172.612271040374
"Heathcote River at Ferniehurst Street","HEATH07","CCC-00021",FALSE,"canterbury","ecan","urban","lowland",-43.5734881315978,172.617910682521
"Heathcote River at Templetons Road","HEATH08","CCC-00014",FALSE,"canterbury","ecan","urban","lowland",-43.5617741065307,172.577833809996
"Haytons Stream at Retention Basin","HEATH09","CCC-00015",FALSE,"canterbury","ecan","urban","lowland",-43.5554877149543,172.579189062079
"Curletts Road Stream Upstream of Heathcote River","HEATH10","CCC-00016",FALSE,"canterbury","ecan","urban","lowland",-43.5544930878685,172.590432667221
"Heathcote River at Catherine Street","HEATH11","ECAN-10005",FALSE,"canterbury","ecan","urban","lowland",-43.5532364348419,172.683104461899
"Heathcote River at MacKenzie Avenue","HEATH12","CCC-00024",FALSE,"canterbury","ecan","urban","lowland",-43.5528995571183,172.672043169022
"Curletts Road Stream at Motorway","HEATH14","CCC-00017",FALSE,"canterbury","ecan","urban","lowland",-43.548646774227,172.58400022271
"Cashmere Stream at Sutherlands Road","HEATH16","CCC-00019",FALSE,"canterbury","ecan","rural","lowland",-43.5879724435027,172.579770063283
"310","Herehere Stream at Te Aute Road","HBRC-00067",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6722056259224,176.866223198764
"Heriot Burn at Park Hill Road","Heriot Burn at Park Hill Road","ORC-00017",FALSE,"otago","orc","rural","upland",-45.87150623,169.21244457
"Hikuwai River at No 4 Bridge","Hikuwai River at No 4 Bridge","GDC-00003",FALSE,"gisborne","gdc","rural","lowland",-38.20389326,178.25582994
"Hikuwai River at Willowflat","Hikuwai River at Willowflat","GDC-00004",FALSE,"gisborne","gdc","rural","lowland",-38.29225747,178.26918382
"Hillwood at Glen Rd","Hillwood at Glen Rd","NCC-00040",FALSE,"nelson","ncc","rural","lowland",-41.20348936,173.35949584
"Waitahanui at Otamarakau Marae","HN674689","EBOP-00038",FALSE,"bay of plenty","boprc","rural","lowland",-37.8304503881097,176.598798594433
"Hohonu Rv @ Mitchells-Kumara Rd Br","Hohonu Rv @ Mitchells-Kumara Rd Br","WCRC-00036",FALSE,"west coast","wcrc","forest","upland",-42.64485315,171.35324867
"Hohonu Rv @ Mouth","Hohonu Rv @ Mouth","WCRC-00040",FALSE,"west coast","wcrc","forest","lowland",-42.61157882,171.41325576
"Hokio at Lake Horowhenua","Hokio at Lake Horowhenua","HRC-00004",FALSE,"horizons","hrc","rural","lowland",-40.605,175.23608
"Horokiri Stream at Snodgrass","Horokiri Stream at Snodgrass","GW-00013",FALSE,"wellington","gwrc","rural","lowland",-41.07930266,174.92617299
"Hoteo @ Gubbs","Hoteo at Gubbs","NRWQN-00002",FALSE,"auckland","niwa","rural","lowland",-36.3852736887752,174.516971647545
"45703","Hoteo River @ Gubbs","ARC-00051",FALSE,"auckland","ac","rural","lowland",-36.38438,174.50989
"Huangarua River at Ponatahi Bridge","Huangarua River at Ponatahi Bridge","GW-00051",FALSE,"wellington","gwrc","rural","lowland",-41.20800072,175.46909416
"Hurunui River at Mandamus","Hurunui at Mandamus","NRWQN-00009",FALSE,"canterbury","niwa","forest","upland",-42.7903885901527,172.541553472042
"Hurunui River at SH1 Bridge","Hurunui at SH1 Br.","NRWQN-00059",FALSE,"canterbury","niwa","rural","lowland",-42.898431402399,173.09662217794
"Hutt River at Boulcott","Hutt River at Boulcott","GW-00022",FALSE,"wellington","gwrc","forest","lowland",-41.19670926,174.92047746
"Hutt River at Kaitoke","Hutt River at Kaitoke","NRWQN-00047",FALSE,"wellington","gwrc","forest","upland",-41.05101129,175.19123118
"Hutt River at Te Marua Intake Site","Hutt River at Te Marua Intake Site","GW-00020",FALSE,"wellington","gwrc","forest","lowland",-41.07991041,175.14363637
"Hutt River Opposite Manor Park Golf Club","Hutt River Opposite Manor Park Golf Club","GW-00021",FALSE,"wellington","gwrc","forest","lowland",-41.15364323,174.98644435
"Motueka at Woodmans Bend","HY Motueka at Woodmans Bend","TDC-00030",FALSE,"tasman","tdc","rural","lowland",-41.12398843,172.95682822
"Riwaka at Hickmotts","HY Riwaka at Hickmotts","TDC-00010",FALSE,"tasman","tdc","rural","lowland",-41.06758739,172.98950194
"Rangitaiki at Murupara","IG265664","EBOP-00048",FALSE,"bay of plenty","boprc","forest","upland",-38.4601551204011,176.69768552677
"Whirinaki at Galatea","IG619428","EBOP-00053",FALSE,"bay of plenty","boprc","forest","upland",-38.4798169932264,176.747577277343
"Ihungia River at Ihungia Rd Br","Ihungia River at Ihungia Rd Br","GDC-00005",FALSE,"gisborne","gdc","forest","lowland",-38.04691689,178.1766513
"Tarawera at Kawerau Bridge","IK564876","EBOP-00024",FALSE,"bay of plenty","boprc","urban","lowland",-38.0802784158219,176.712421137622
"Tarawera at SH30","IL818464","EBOP-00025",FALSE,"bay of plenty","boprc","rural","lowland",-38.0265092686686,176.738648828543
"Jenkins at Pascoe St","Jenkins at Pascoe St","NCC-00006",FALSE,"nelson","ncc","urban","lowland",-41.295048,173.24084684
"Rangitaiki at Inlet to Aniwhenua Canal","JI148319","LAWA-100396",FALSE,"bay of plenty","boprc","forest","lowland",-38.308112112467,176.79087706243
"Rangitaiki at Matahina Dam","JK491452","EBOP-00021",FALSE,"bay of plenty","boprc","forest","lowland",-38.1150203795324,176.819978908605
"Rangitaiki at Te Teko","JL350292","EBOP-00049",FALSE,"bay of plenty","boprc","forest","lowland",-38.0400378942047,176.800003428746
"Tarawera at Awakaponga","JM102399","EBOP-00050",FALSE,"bay of plenty","boprc","forest","lowland",-37.9414091255637,176.766690971962
"2003","Kahahakuri Stream U/S Tukituki Confl","LAWA-100648",FALSE,"hawkes bay","hbrc","rural","upland",-39.9767936527499,176.505357969403
"Kahuterawa at Johnstons Rata","Kahuterawa at Johnstons Rata","HRC-00005",FALSE,"horizons","hrc","forest","lowland",-40.4490699999999,175.62164
"Kahuterawa at Keebles Farm","Kahuterawa at Keebles Farm","HRC-00345",FALSE,"horizons","hrc","rural","lowland",-40.39313,175.59101
"Kaikorai Stream at Brighton Road","Kaikorai Stream at Brighton Road","ORC-00021",FALSE,"otago","orc","urban","lowland",-45.90427956,170.42170867
"Kaituna River at Higgins Bridge","Kaituna River at Higgins Bridge","MDC-00012",FALSE,"marlborough","mdc","rural","lowland",-41.31128476,173.77473321
"Kaiwharawhara Stream at Ngaio Gorge","Kaiwharawhara Stream at Ngaio Gorge","GW-00019",FALSE,"wellington","gwrc","urban","lowland",-41.25798289,174.77940709
"Kakanui River at Clifton Falls Br","Kakanui at Clifton Falls Bridge","ORC-00115",FALSE,"otago","orc","rural","lowland",-45.03179169,170.75220051
"Kakanui River at McCones","Kakanui at McCones","ORC-00025",FALSE,"otago","orc","rural","lowland",-45.17720505,170.881087
"Karakatuwhero River at SH35 Br","Karakatuwhero River at SH35 Br","GDC-00006",FALSE,"gisborne","gdc","rural","lowland",-37.62563187,178.33460144
"400","Karewarewa Stream at Paki Paki","HBRC-00014",FALSE,"hawkes bay","hbrc","rural","lowland",-39.693927637103,176.790917077682
"Karori Stream at Makara Peak Mountain Bike Park","Karori Stream at Makara Peak Mountain Bike Park","GW-00018",FALSE,"wellington","gwrc","urban","lowland",-41.29542655,174.72253616
"ARC-00057 *or* 45415","Kaukapakapa *or* Kaukapakapa @ Taylors","ARC-00057",FALSE,"auckland","ac","rural","lowland",-36.6305992482745,174.518987898735
"Kauru River at Ewings","Kauru at Ewings","ORC-00117",FALSE,"otago","orc","rural","lowland",-45.11102763,170.73635297
"Kawarau River at Chards","Kawarau at Chards","NRWQN-00030",FALSE,"otago","niwa","rural","upland",-45.0063638975341,168.868745379252
"Kenepuru Stream at Kenepuru Head","Kenepuru Stream at Kenepuru Head","MDC-00011",FALSE,"marlborough","mdc","rural","lowland",-41.16612951,174.12387854
"Kiwitea at Kimbolton Rd","Kiwitea at Kimbolton Rd","HRC-00346",FALSE,"horizons","hrc","rural","lowland",-40.2109,175.59674
"Whakatane at Pekatahi Bridge","KL998150","EBOP-00042",FALSE,"bay of plenty","boprc","rural","lowland",-38.0465484125758,176.987968121962
"Kopuaranga River at Stuarts","Kopuaranga River at Stuarts","GW-00038",FALSE,"wellington","gwrc","rural","lowland",-40.89357041,175.69179599
"Kopuawhakapata Stream at Hirini St","Kopuawhakapata Stream at Hirini St","GDC-00007",FALSE,"gisborne","gdc","urban","lowland",-38.67070898,178.03168577
"441","Kopuawhara Stream at Railway Bridge","HBRC-00029",FALSE,"hawkes bay","hbrc","forest","lowland",-39.0143637717938,177.858250354866
"Koputaroa at Tavistock Rd","Koputaroa at Tavistock Rd","HRC-00347",FALSE,"horizons","hrc","rural","lowland",-40.5966799999999,175.33744
"Kumeti at Te Rehunga","Kumeti at Te Rehunga","HRC-00006",FALSE,"horizons","hrc","rural","upland",-40.21971,176.01202
"45313","Kumeu River At Weza Lane","ARC-00003",FALSE,"auckland","ac","rural","lowland",-36.77658,174.56054
"Kye Burn at SH85 Bridge","Kye Burn at SH85 Bridge","ORC-00098",FALSE,"otago","orc","rural","upland",-45.15003543,170.26123708
"Domain Drain","L Horowhenua Inflow at culv d/s Queen St","LAWA-101921",FALSE,"horizons","hrc","urban","lowland",-40.61066464,175.266236
"L Horowhenua Inflow at Hokio Sand Rd","L Horowhenua Inflow at Hokio Sand Rd","LAWA-101922",FALSE,"horizons","hrc","rural","lowland",-40.61988321,175.23742
"Mangaroa at Lindsay Road","L Horowhenua Inflow at Lindsay Road","LAWA-101923",FALSE,"horizons","hrc","rural","lowland",-40.58654365,175.2684342
"La Fontaine Stm @ Airstrip Fishing Access","La Fontaine Stm @ Airstrip Fishing Access","WCRC-00022",FALSE,"west coast","wcrc","rural","lowland",-43.06857049,170.51941215
"La Fontaine Stm @ Herepo Fishing Access","La Fontaine Stm @ Herepo Fishing Access","WCRC-00023",FALSE,"west coast","wcrc","rural","lowland",-43.11252981,170.55326617
"Lake Hayes","Lake Hayes at Bendemeer Bay","ORC-00031",FALSE,"otago","orc","rural","upland",-44.98194765,168.81587539
"Water of Leith at Dundas Street Bridge","Leith at Dundas Street Bridge","ORC-00095",FALSE,"otago","orc","urban","lowland",-45.86223451,170.51746769
"Tauranga at Ranger Station","LI953392","EBOP-00103",FALSE,"bay of plenty","boprc","rural","lowland",-38.2908003479183,177.110507683301
"Lindis River at Ardgour Road","Lindis at Ardgour Road","ORC-00041",FALSE,"otago","orc","rural","upland",-44.88495626,169.38427631
"Lindis River at Lindis Peak","Lindis at Lindis Peak","ORC-00040",FALSE,"otago","orc","rural","upland",-44.74537543,169.50782299
"Lindsays Creek at North Rd Bridge","Lindsays Creek at North Road Bridge","ORC-00119",FALSE,"otago","orc","rural","lowland",-45.85174277,170.52383408
"Whakatane at Ruatoki","LK082095","EBOP-00041",FALSE,"bay of plenty","boprc","forest","lowland",-38.1410629954322,177.002809818585
"Tauranga at Taneatua Bridge","LK149881","EBOP-00031",FALSE,"bay of plenty","boprc","forest","lowland",-38.0701442364387,177.006514019474
"7830","Lucas @ Gills Road","ARC-00004",FALSE,"auckland","ac","urban","lowland",-36.72308,174.6962
"Lud at 4.7km","Lud at 4.7km","NCC-00030",FALSE,"nelson","ncc","rural","lowland",-41.25036732,173.3815591
"Lud at SH6","Lud at SH6","NCC-00029",FALSE,"nelson","ncc","rural","lowland",-41.21740564,173.39549217
"Luggate Creek at SH6 Bridge","Luggate Creek at SH6 Bridge","ORC-00043",FALSE,"otago","orc","rural","upland",-44.7484624,169.26871836
"496","Mahiaruhe Stream at Tutira Outlet S.H.2","LAWA-101795",FALSE,"hawkes bay","hbrc","rural","upland",-39.2093899407756,176.87985057161
"6804","Mahurangi @ Warkworth Water Treatment Plant","ARC-00006",FALSE,"auckland","ac","rural","lowland",-36.39951,174.66004
"Main Drain at Waipori Pump","Main Drain at Waipori Pump","ORC-00044",FALSE,"otago","orc","rural","lowland",-45.96822077,170.12896611
"Maitai at Groom Rd","Maitai at Groom Rd","NCC-00015",FALSE,"nelson","ncc","forest","lowland",-41.28842246,173.32683295
"Maitai at Riverside","Maitai at Riverside","NCC-00013",FALSE,"nelson","ncc","urban","lowland",-41.27159588,173.28985592
"Maitai South Branch at Intake","Maitai South Branch at Intake","NCC-00016",FALSE,"nelson","ncc","forest","upland",-41.29941726,173.36691412
"Makakahi at d/s Eketahuna STP","Makakahi at d/s Eketahuna STP","LAWA-101925",FALSE,"horizons","hrc","rural","upland",-40.6325591099999,175.714745
"Makakahi at end Kaiparoro Road","Makakahi at end Kaiparoro Road","HRC-00348",FALSE,"horizons","hrc","forest","upland",-40.71343,175.60673
"Makakahi at Hamua","Makakahi at Hamua","HRC-00008",FALSE,"horizons","hrc","rural","upland",-40.56517,175.74511
"Makakahi at u/s Eketahuna STP","Makakahi at u/s Eketahuna STP","HRC-00077",FALSE,"horizons","hrc","rural","upland",-40.6517499999999,175.7037
"Makara Stream at Kennels","Makara Stream at Kennels","GW-00017",FALSE,"wellington","gwrc","rural","lowland",-41.23595385,174.71271629
"45505","Makarau @ Railway","ARC-00033",FALSE,"auckland","ac","rural","lowland",-36.55704,174.52113
"528","Makaretu Stream at State Highway 50","HBRC-00008",FALSE,"hawkes bay","hbrc","rural","upland",-40.015430709631,176.323099487699
"Makaroro at Burnt Bridge","Makaroro at Burnt Br.","NRWQN-00013",FALSE,"hawkes bay","niwa","forest","upland",-39.8178641436364,176.304008554753
"Makomako Road Drain at L Horowhenua","Makomako Road Drain at L Horowhenua","LAWA-101927",FALSE,"horizons","hrc","urban","lowland",-40.61960763,175.2571286
"Makotuku at Above Sewage Plant","Makotuku at Above Sewage Plant","HRC-00066",FALSE,"horizons","hrc","rural","upland",-39.43825,175.28904
"Makotuku at d/s Raetihi STP","Makotuku at d/s Raetihi STP","LAWA-101929",FALSE,"horizons","hrc","rural","upland",-39.4377831799999,175.2854268
"Makotuku at Raetihi","Makotuku at Raetihi","HRC-00007",FALSE,"horizons","hrc","rural","upland",-39.4210199999999,175.2821
"Makotuku at SH49A","Makotuku at SH49A","HRC-00009",FALSE,"horizons","hrc","forest","upland",-39.3714899999999,175.32457
"Makuri at Tuscan Hills","Makuri at Tuscan Hills","HRC-00010",FALSE,"horizons","hrc","rural","lowland",-40.5236599999999,175.93115
"Manakau at S.H.1 Bridge","Manakau at S.H.1 Bridge","HRC-00011",FALSE,"horizons","hrc","rural","lowland",-40.7243799999999,175.21165
"Manawatu at d/s PNCC STP","Manawatu at d/s PNCC STP","LAWA-101931",FALSE,"horizons","hrc","rural","lowland",-40.39400746,175.5834723
"Manawatu at d/s Fonterra Longburn","Manawatu at ds Fonterra Longburn","LAWA-101932",FALSE,"horizons","hrc","rural","lowland",-40.4046547799999,175.5546929
"Manawatu at Hopelands","Manawatu at Hopelands","HRC-00016",FALSE,"horizons","hrc","rural","lowland",-40.3588599999999,175.96286
"Manawatu at Ngawapurua Bridge","Manawatu at Ngawapurua Bridge","HRC-00014",FALSE,"horizons","hrc","rural","lowland",-40.38685,175.88985
"Manawatu at Opiki Bridge","Manawatu at Opiki Br","HRC-00013",FALSE,"horizons","hrc","rural","lowland",-40.43535,175.46978
"Manawatu at Fitzherbert","Manawatu at Teachers Coll.","LAWA-00669",FALSE,"horizons","niwa","rural","lowland",-40.3724687695665,175.62416405335
"Manawatu at Teachers College","Manawatu at Teachers College","HRC-00015",FALSE,"horizons","hrc","rural","lowland",-40.3732899999999,175.62773
"Manawatu at u/s PNCC STP","Manawatu at u/s PNCC STP","HRC-00080",FALSE,"horizons","hrc","rural","lowland",-40.38783,175.58234
"Manawatu at u/s PPCS Shannon","Manawatu at u/s PPCS Shannon","HRC-00082",FALSE,"horizons","hrc","rural","lowland",-40.5260299999999,175.39992
"Manawatu at Upper Gorge","Manawatu at Upper Gorge","HRC-00017",FALSE,"horizons","hrc","rural","lowland",-40.33185,175.81803
"Manawatu at us Fonterra Longburn","Manawatu at us Fonterra Longburn","HRC-00081",FALSE,"horizons","hrc","rural","lowland",-40.39832,175.55681
"Manawatu at Weber Road","Manawatu at Weber Road","HRC-00018",FALSE,"horizons","hrc","rural","upland",-40.23947,176.11638
"Manawatu at Whirokino","Manawatu at Whirokino","HRC-00012",FALSE,"horizons","hrc","rural","lowland",-40.5115699999999,175.26837
"Mangaatua at d/s Woodville STP","Mangaatua at d/s Woodville STP","LAWA-101933",FALSE,"horizons","hrc","rural","lowland",-40.3445402999999,175.8515346
"Mangaatua at u/s Woodville STP","Mangaatua at u/s Woodville STP","HRC-00076",FALSE,"horizons","hrc","rural","lowland",-40.34449,175.85389
"34309 *or* Mangaehu River at Raupuha Rd Bridge","Mangaehu at Bridge *or* MGH000950","TRC-00001",FALSE,"taranaki","trc","rural","lowland",-39.388696695389,174.46659514071
"Mangaehuehu at d/s Rangataua STP","Mangaehuehu at d/s Rangataua STP","LAWA-101934",FALSE,"horizons","hrc","forest","upland",-39.43163636,175.4637507
"Mangaehuehu at u/s Rangataua STP","Mangaehuehu at u/s Rangataua STP","HRC-00065",FALSE,"horizons","hrc","forest","upland",-39.43074,175.46372
"Mangahao at Ballance","Mangahao at Ballance","HRC-00019",FALSE,"horizons","hrc","rural","lowland",-40.43611,175.79173
"Mangaheia River at Paroa Road Bridge","Mangaheia River at Paroa Road Bridge","GDC-00008",FALSE,"gisborne","gdc","rural","lowland",-38.34737089,178.24910813
"546","Mangakuri River at Kairakau","HBRC-00053",FALSE,"hawkes bay","hbrc","rural","lowland",-39.9648866087868,176.906039546711
"Manganui River @ SH3","Manganui at SH3","NRWQN-00035",FALSE,"taranaki","niwa","rural","upland",-39.281172115548,174.261795455862
"Manganui o te Ao at Ruatiti Domain","Manganui o te Ao at Ruatiti Domain","LAWA-100557",FALSE,"horizons","hrc","forest","upland",-39.3135450999999,175.1987531
"569","Mangaone River at Rissington","HBRC-00015",FALSE,"hawkes bay","hbrc","rural","lowland",-39.4403508062227,176.719099942797
"Mangaone Stream at Sims Road Bridge","Mangaone Stream at Sims Road Bridge","GW-00007",FALSE,"wellington","gwrc","rural","lowland",-40.79042456,175.0889146
"589","Mangaonuku Stream at Waipawa Tikokino Rd","HBRC-00020",FALSE,"hawkes bay","hbrc","rural","upland",-39.9070765525801,176.524815715528
"Mangaoporo River at Tutumatai Bridge","Mangaoporo River at Tutumatai Bridge","GDC-00009",FALSE,"gisborne","gdc","rural","lowland",-37.83774273,178.29385929
"39402 *or* Mangaoraka Stream at Corbett Rd. (Recorder site).","Mangaoraka at Corbett Rd *or* MRK000420","TRC-00003",FALSE,"taranaki","trc","forest","lowland",-39.0561874531992,174.185074587009
"623","Mangaorapa Stream at Mangaorapa Road","HBRC-00011",FALSE,"hawkes bay","hbrc","rural","lowland",-40.2945013051612,176.555849568314
"Mangaore at d/s Shannon STP","Mangaore at d/s Shannon STP","LAWA-101936",FALSE,"horizons","hrc","forest","lowland",-40.5368914599999,175.3982241
"Mangaore at u/s Shannon STP","Mangaore at u/s Shannon STP","HRC-00074",FALSE,"horizons","hrc","forest","lowland",-40.53773,175.40034
"Mangapapa at Troup Rd","Mangapapa at Troup Rd","HRC-00020",FALSE,"horizons","hrc","rural","lowland",-40.3419299999999,175.84788
"636","Mangapoike River at Suspension Bridge","HBRC-00083",FALSE,"hawkes bay","hbrc","rural","lowland",-38.8901018297015,177.522145182722
"Mangapouri Stream at Bennetts Rd","Mangapouri Stream at Bennetts Rd","GW-00002",FALSE,"wellington","gwrc","urban","lowland",-40.74299396,175.14078335
"Mangarangiora at d/s Ormondville STP","Mangarangiora at d/s Ormondville STP","LAWA-101937",FALSE,"horizons","hrc","rural","upland",-40.11587804,176.2708569
"Mangarangiora at u/s Ormondville STP","Mangarangiora at u/s Ormondville STP","LAWA-101938",FALSE,"horizons","hrc","rural","upland",-40.1155075899999,176.2708977
"Mangarangiora trib at ds Norsewood STP","Mangarangiora trib at ds Norsewood STP","LAWA-101939",FALSE,"horizons","hrc","rural","upland",-40.0842257699999,176.2230681
"Mangarangiora Trib at US Norsewood STP","Mangarangiora Trib at us Norsewood STP","HRC-00086",FALSE,"horizons","hrc","rural","upland",-40.08064,176.2229
"Mangaroa River at Te Marua","Mangaroa River at Te Marua","GW-00024",FALSE,"wellington","gwrc","rural","lowland",-41.09432204,175.1280911
"Mangatainoka at Brewery - S.H.2 Bridge","Mangatainoka at Brewery - S.H.2 Bridge","HRC-00024",FALSE,"horizons","hrc","rural","lowland",-40.42268,175.86191
