"LAWAID","BandingRule","Year","NOFMedian"
"lawa-101984","AmmoniacalMed_Band","2015to2019",NA
"lawa-101985","AmmoniacalMed_Band","2015to2019",NA
"trc-00051","AmmoniacalMed_Band","2015to2019",NA
"trc-00053","AmmoniacalMed_Band","2015to2019",NA
"ebop-00087","AmmoniacalMax_Band","2015to2019","A"
"ebop-00088","AmmoniacalMax_Band","2015to2019","C"
"ebop-00089","AmmoniacalMax_Band","2015to2019","A"
"ebop-00090","AmmoniacalMax_Band","2015to2019","B"
"ebop-00091","AmmoniacalMax_Band","2015to2019","B"
"ebop-00092","AmmoniacalMax_Band","2015to2019","B"
"ebop-00094","AmmoniacalMax_Band","2015to2019","A"
"ebop-00095","AmmoniacalMax_Band","2015to2019","A"
"ebop-00096","AmmoniacalMax_Band","2015to2019","A"
"ebop-00097","AmmoniacalMax_Band","2015to2019","B"
"ebop-00098","AmmoniacalMax_Band","2015to2019","B"
"ebop-00100","AmmoniacalMax_Band","2015to2019","A"
"ecan-00325","AmmoniacalMax_Band","2015to2019","B"
"ecan-00331","AmmoniacalMax_Band","2015to2019",NA
"ecan-00334","AmmoniacalMax_Band","2015to2019","A"
"ecan-00347","AmmoniacalMax_Band","2015to2019","C"
"ecan-00348","AmmoniacalMax_Band","2015to2019","B"
"ecan-00363","AmmoniacalMax_Band","2015to2019",NA
"ecan-00369","AmmoniacalMax_Band","2015to2019","B"
"ecan-00370","AmmoniacalMax_Band","2015to2019","A"
"ecan-00371","AmmoniacalMax_Band","2015to2019","B"
"ecan-00372","AmmoniacalMax_Band","2015to2019","B"
"es-000142","AmmoniacalMax_Band","2015to2019",NA
"es-000157","AmmoniacalMax_Band","2015to2019",NA
"es-000158","AmmoniacalMax_Band","2015to2019",NA
"es-000159","AmmoniacalMax_Band","2015to2019",NA
"es-00144","AmmoniacalMax_Band","2015to2019","A"
"ew-00142","AmmoniacalMax_Band","2015to2019","C"
"ew-00144","AmmoniacalMax_Band","2015to2019","B"
"ew-00146","AmmoniacalMax_Band","2015to2019","B"
"ew-00147","AmmoniacalMax_Band","2015to2019","C"
"ew-00151","AmmoniacalMax_Band","2015to2019","C"
"gw-00257","AmmoniacalMax_Band","2015to2019","B"
"gw-00258","AmmoniacalMax_Band","2015to2019","B"
"gw-00262","AmmoniacalMax_Band","2015to2019","B"
"gw-00263","AmmoniacalMax_Band","2015to2019","B"
"hbrc-00176","AmmoniacalMax_Band","2015to2019","C"
"hrc-00331","AmmoniacalMax_Band","2015to2019",NA
"hrc-00333","AmmoniacalMax_Band","2015to2019","D"
"hrc-00335","AmmoniacalMax_Band","2015to2019",NA
"hrc-00337","AmmoniacalMax_Band","2015to2019",NA
"lawa-100207","AmmoniacalMax_Band","2015to2019","A"
"lawa-100208","AmmoniacalMax_Band","2015to2019","A"
"lawa-100209","AmmoniacalMax_Band","2015to2019","B"
"lawa-100210","AmmoniacalMax_Band","2015to2019","B"
"lawa-100215","AmmoniacalMax_Band","2015to2019","A"
"lawa-100243","AmmoniacalMax_Band","2015to2019","D"
"lawa-102689","AmmoniacalMax_Band","2015to2019",NA
"lawa-102706","AmmoniacalMax_Band","2015to2019","C"
"orc-00027","AmmoniacalMax_Band","2015to2019","A"
"orc-00028","AmmoniacalMax_Band","2015to2019","A"
"orc-00031","AmmoniacalMax_Band","2015to2019","B"
"orc-00033","AmmoniacalMax_Band","2015to2019","C"
"orc-00034","AmmoniacalMax_Band","2015to2019","A"
"orc-00035","AmmoniacalMax_Band","2015to2019","B"
"orc-00036","AmmoniacalMax_Band","2015to2019","A"
"orc-00037","AmmoniacalMax_Band","2015to2019","A"
"orc-00038","AmmoniacalMax_Band","2015to2019","A"
"trc-00051","AmmoniacalMax_Band","2015to2019",NA
"trc-00051","AmmoniacalMax_Band","2015to2019",NA
"trc-00053","AmmoniacalMax_Band","2015to2019",NA
"trc-00053","AmmoniacalMax_Band","2015to2019",NA
"wcrc-00064","AmmoniacalMax_Band","2015to2019","A"
"lawa-102686","AmmoniacalMax_Band","2015to2019","B"
"lawa-102687","AmmoniacalMax_Band","2015to2019","A"
"lawa-102688","AmmoniacalMax_Band","2015to2019","A"
"lawa-102765","AmmoniacalMax_Band","2015to2019","A"
"nrc-00075","AmmoniacalMax_Band","2015to2019",NA
"nrc-00087","AmmoniacalMax_Band","2015to2019",NA
"nrc-00090","AmmoniacalMax_Band","2015to2019",NA
"nrc-00095","AmmoniacalMax_Band","2015to2019","B"
"ew-00145","AmmoniacalMax_Band","2015to2019","B"
"ew-00149","AmmoniacalMax_Band","2015to2019","B"
"hbrc-00171","AmmoniacalMax_Band","2015to2019","B"
"lawa-102219","AmmoniacalMax_Band","2015to2019","B"
"lawa-102220","AmmoniacalMax_Band","2015to2019","B"
"lawa-102221","AmmoniacalMax_Band","2015to2019","B"
"arc-00099","AmmoniacalMax_Band","2015to2019",NA
"ew-00143","AmmoniacalMax_Band","2015to2019","C"
"ew-00150","AmmoniacalMax_Band","2015to2019","B"
"lawa-100211","AmmoniacalMax_Band","2015to2019","A"
"lawa-100213","AmmoniacalMax_Band","2015to2019","A"
"lawa-100263","AmmoniacalMax_Band","2015to2019","A"
"lawa-100264","AmmoniacalMax_Band","2015to2019","A"
"lawa-100266","AmmoniacalMax_Band","2015to2019","B"
"lawa-102303","AmmoniacalMax_Band","2015to2019","C"
"lawa-102304","AmmoniacalMax_Band","2015to2019","C"
"lawa-102305","AmmoniacalMax_Band","2015to2019","C"
"lawa-102705","AmmoniacalMax_Band","2015to2019",NA
"lawa-102707","AmmoniacalMax_Band","2015to2019",NA
"hbrc-00170","AmmoniacalMax_Band","2015to2019",NA
"arc-00098","AmmoniacalMax_Band","2015to2019",NA
"arc-00100","AmmoniacalMax_Band","2015to2019",NA
"arc-10002","AmmoniacalMax_Band","2015to2019",NA
"nrc-00071","AmmoniacalMax_Band","2015to2019",NA
"nrc-00072","AmmoniacalMax_Band","2015to2019",NA
"nrc-00073","AmmoniacalMax_Band","2015to2019",NA
"nrc-00074","AmmoniacalMax_Band","2015to2019",NA
"nrc-00076","AmmoniacalMax_Band","2015to2019",NA
"nrc-00077","AmmoniacalMax_Band","2015to2019",NA
"nrc-00078","AmmoniacalMax_Band","2015to2019",NA
"nrc-00079","AmmoniacalMax_Band","2015to2019",NA
"nrc-00080","AmmoniacalMax_Band","2015to2019",NA
"nrc-00081","AmmoniacalMax_Band","2015to2019",NA
"nrc-00082","AmmoniacalMax_Band","2015to2019",NA
"nrc-00083","AmmoniacalMax_Band","2015to2019",NA
"nrc-00084","AmmoniacalMax_Band","2015to2019",NA
"nrc-00085","AmmoniacalMax_Band","2015to2019",NA
"nrc-00086","AmmoniacalMax_Band","2015to2019",NA
"nrc-00088","AmmoniacalMax_Band","2015to2019",NA
"nrc-00089","AmmoniacalMax_Band","2015to2019",NA
"nrc-00091","AmmoniacalMax_Band","2015to2019",NA
"nrc-00092","AmmoniacalMax_Band","2015to2019",NA
"nrc-00093","AmmoniacalMax_Band","2015to2019",NA
"nrc-00094","AmmoniacalMax_Band","2015to2019",NA
"nrc-00096","AmmoniacalMax_Band","2015to2019",NA
"wcrc-00065","AmmoniacalMax_Band","2015to2019","B"
"wcrc-00067","AmmoniacalMax_Band","2015to2019","A"
"hrc-00329","AmmoniacalMax_Band","2015to2019",NA
"hrc-00332","AmmoniacalMax_Band","2015to2019",NA
"hrc-00339","AmmoniacalMax_Band","2015to2019",NA
"hrc-00341","AmmoniacalMax_Band","2015to2019",NA
"hrc-00342","AmmoniacalMax_Band","2015to2019",NA
"lawa-100250","AmmoniacalMax_Band","2015to2019",NA
"lawa-102308","AmmoniacalMax_Band","2015to2019",NA
"lawa-102708","AmmoniacalMax_Band","2015to2019",NA
"lawa-102709","AmmoniacalMax_Band","2015to2019",NA
"lawa-102711","AmmoniacalMax_Band","2015to2019",NA
"ecan-00326","AmmoniacalMax_Band","2015to2019",NA
"ecan-00327","AmmoniacalMax_Band","2015to2019",NA
"ecan-00328","AmmoniacalMax_Band","2015to2019",NA
"ecan-00329","AmmoniacalMax_Band","2015to2019",NA
"ecan-00330","AmmoniacalMax_Band","2015to2019",NA
"ecan-00332","AmmoniacalMax_Band","2015to2019",NA
"ecan-00333","AmmoniacalMax_Band","2015to2019",NA
"ecan-00335","AmmoniacalMax_Band","2015to2019",NA
"ecan-00336","AmmoniacalMax_Band","2015to2019",NA
"ecan-00337","AmmoniacalMax_Band","2015to2019",NA
"ecan-00338","AmmoniacalMax_Band","2015to2019",NA
"ecan-00339","AmmoniacalMax_Band","2015to2019",NA
"ecan-00340","AmmoniacalMax_Band","2015to2019",NA
"ecan-00341","AmmoniacalMax_Band","2015to2019",NA
"ecan-00342","AmmoniacalMax_Band","2015to2019",NA
"ecan-00343","AmmoniacalMax_Band","2015to2019",NA
"ecan-00344","AmmoniacalMax_Band","2015to2019",NA
"ecan-00345","AmmoniacalMax_Band","2015to2019",NA
"ecan-00346","AmmoniacalMax_Band","2015to2019",NA
"ecan-00349","AmmoniacalMax_Band","2015to2019",NA
"ecan-00351","AmmoniacalMax_Band","2015to2019",NA
"ecan-00354","AmmoniacalMax_Band","2015to2019",NA
"ecan-00355","AmmoniacalMax_Band","2015to2019",NA
"ecan-00357","AmmoniacalMax_Band","2015to2019",NA
"ecan-00358","AmmoniacalMax_Band","2015to2019",NA
"ecan-00359","AmmoniacalMax_Band","2015to2019",NA
"ecan-00367","AmmoniacalMax_Band","2015to2019",NA
"ecan-00368","AmmoniacalMax_Band","2015to2019",NA
"lawa-101983","AmmoniacalMax_Band","2015to2019",NA
"trc-00051","AmmoniacalMax_Band","2015to2019",NA
"trc-00053","AmmoniacalMax_Band","2015to2019",NA
"lawa-101984","AmmoniacalMax_Band","2015to2019",NA
"lawa-101985","AmmoniacalMax_Band","2015to2019",NA
"trc-00051","AmmoniacalMax_Band","2015to2019",NA
"trc-00053","AmmoniacalMax_Band","2015to2019",NA
"ebop-00087","Ammonia_Toxicity_Band","2015to2019","A"
"ebop-00088","Ammonia_Toxicity_Band","2015to2019","C"
"ebop-00089","Ammonia_Toxicity_Band","2015to2019","A"
"ebop-00090","Ammonia_Toxicity_Band","2015to2019","B"
"ebop-00091","Ammonia_Toxicity_Band","2015to2019","B"
"ebop-00092","Ammonia_Toxicity_Band","2015to2019","B"
"ebop-00094","Ammonia_Toxicity_Band","2015to2019","A"
"ebop-00095","Ammonia_Toxicity_Band","2015to2019","A"
"ebop-00096","Ammonia_Toxicity_Band","2015to2019","A"
"ebop-00097","Ammonia_Toxicity_Band","2015to2019","B"
"ebop-00098","Ammonia_Toxicity_Band","2015to2019","B"
"ebop-00100","Ammonia_Toxicity_Band","2015to2019","A"
"ecan-00325","Ammonia_Toxicity_Band","2015to2019","B"
"ecan-00331","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00334","Ammonia_Toxicity_Band","2015to2019","A"
"ecan-00347","Ammonia_Toxicity_Band","2015to2019","C"
"ecan-00348","Ammonia_Toxicity_Band","2015to2019","B"
"ecan-00363","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00369","Ammonia_Toxicity_Band","2015to2019","B"
"ecan-00370","Ammonia_Toxicity_Band","2015to2019","A"
"ecan-00371","Ammonia_Toxicity_Band","2015to2019","B"
"ecan-00372","Ammonia_Toxicity_Band","2015to2019","B"
"es-000142","Ammonia_Toxicity_Band","2015to2019",NA
"es-000157","Ammonia_Toxicity_Band","2015to2019",NA
"es-000158","Ammonia_Toxicity_Band","2015to2019",NA
"es-000159","Ammonia_Toxicity_Band","2015to2019",NA
"es-00144","Ammonia_Toxicity_Band","2015to2019","A"
"ew-00142","Ammonia_Toxicity_Band","2015to2019","C"
"ew-00144","Ammonia_Toxicity_Band","2015to2019","B"
"ew-00146","Ammonia_Toxicity_Band","2015to2019","B"
"ew-00147","Ammonia_Toxicity_Band","2015to2019","C"
"ew-00151","Ammonia_Toxicity_Band","2015to2019","C"
"gw-00257","Ammonia_Toxicity_Band","2015to2019","B"
"gw-00258","Ammonia_Toxicity_Band","2015to2019","B"
"gw-00262","Ammonia_Toxicity_Band","2015to2019","B"
"gw-00263","Ammonia_Toxicity_Band","2015to2019","B"
"hbrc-00176","Ammonia_Toxicity_Band","2015to2019","C"
"hrc-00331","Ammonia_Toxicity_Band","2015to2019",NA
"hrc-00333","Ammonia_Toxicity_Band","2015to2019","D"
"hrc-00335","Ammonia_Toxicity_Band","2015to2019",NA
"hrc-00337","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-100207","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-100208","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-100209","Ammonia_Toxicity_Band","2015to2019","B"
"lawa-100210","Ammonia_Toxicity_Band","2015to2019","B"
"lawa-100215","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-100243","Ammonia_Toxicity_Band","2015to2019","D"
"lawa-102689","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-102706","Ammonia_Toxicity_Band","2015to2019","C"
"orc-00027","Ammonia_Toxicity_Band","2015to2019","A"
"orc-00028","Ammonia_Toxicity_Band","2015to2019","A"
"orc-00031","Ammonia_Toxicity_Band","2015to2019","B"
"orc-00033","Ammonia_Toxicity_Band","2015to2019","C"
"orc-00034","Ammonia_Toxicity_Band","2015to2019","A"
"orc-00035","Ammonia_Toxicity_Band","2015to2019","B"
"orc-00036","Ammonia_Toxicity_Band","2015to2019","A"
"orc-00037","Ammonia_Toxicity_Band","2015to2019","A"
"orc-00038","Ammonia_Toxicity_Band","2015to2019","A"
"trc-00051","Ammonia_Toxicity_Band","2015to2019",NA
"trc-00051","Ammonia_Toxicity_Band","2015to2019",NA
"trc-00053","Ammonia_Toxicity_Band","2015to2019",NA
"trc-00053","Ammonia_Toxicity_Band","2015to2019",NA
"wcrc-00064","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-102686","Ammonia_Toxicity_Band","2015to2019","B"
"lawa-102687","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-102688","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-102765","Ammonia_Toxicity_Band","2015to2019","A"
"nrc-00075","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00087","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00090","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00095","Ammonia_Toxicity_Band","2015to2019","B"
"ew-00145","Ammonia_Toxicity_Band","2015to2019","B"
"ew-00149","Ammonia_Toxicity_Band","2015to2019","B"
"hbrc-00171","Ammonia_Toxicity_Band","2015to2019","B"
"lawa-102219","Ammonia_Toxicity_Band","2015to2019","B"
"lawa-102220","Ammonia_Toxicity_Band","2015to2019","B"
"lawa-102221","Ammonia_Toxicity_Band","2015to2019","B"
"arc-00099","Ammonia_Toxicity_Band","2015to2019",NA
"ew-00143","Ammonia_Toxicity_Band","2015to2019","C"
"ew-00150","Ammonia_Toxicity_Band","2015to2019","B"
"lawa-100211","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-100213","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-100263","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-100264","Ammonia_Toxicity_Band","2015to2019","A"
"lawa-100266","Ammonia_Toxicity_Band","2015to2019","B"
"lawa-102303","Ammonia_Toxicity_Band","2015to2019","C"
"lawa-102304","Ammonia_Toxicity_Band","2015to2019","C"
"lawa-102305","Ammonia_Toxicity_Band","2015to2019","C"
"lawa-102705","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-102707","Ammonia_Toxicity_Band","2015to2019",NA
"hbrc-00170","Ammonia_Toxicity_Band","2015to2019",NA
"arc-00098","Ammonia_Toxicity_Band","2015to2019",NA
"arc-00100","Ammonia_Toxicity_Band","2015to2019",NA
"arc-10002","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00071","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00072","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00073","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00074","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00076","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00077","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00078","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00079","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00080","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00081","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00082","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00083","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00084","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00085","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00086","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00088","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00089","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00091","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00092","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00093","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00094","Ammonia_Toxicity_Band","2015to2019",NA
"nrc-00096","Ammonia_Toxicity_Band","2015to2019",NA
"wcrc-00065","Ammonia_Toxicity_Band","2015to2019","B"
"wcrc-00067","Ammonia_Toxicity_Band","2015to2019","A"
"hrc-00329","Ammonia_Toxicity_Band","2015to2019",NA
"hrc-00332","Ammonia_Toxicity_Band","2015to2019",NA
"hrc-00339","Ammonia_Toxicity_Band","2015to2019",NA
"hrc-00341","Ammonia_Toxicity_Band","2015to2019",NA
"hrc-00342","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-100250","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-102308","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-102708","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-102709","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-102711","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00326","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00327","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00328","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00329","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00330","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00332","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00333","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00335","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00336","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00337","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00338","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00339","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00340","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00341","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00342","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00343","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00344","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00345","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00346","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00349","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00351","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00354","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00355","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00357","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00358","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00359","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00367","Ammonia_Toxicity_Band","2015to2019",NA
"ecan-00368","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-101983","Ammonia_Toxicity_Band","2015to2019",NA
"trc-00051","Ammonia_Toxicity_Band","2015to2019",NA
"trc-00053","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-101984","Ammonia_Toxicity_Band","2015to2019",NA
"lawa-101985","Ammonia_Toxicity_Band","2015to2019",NA
"trc-00051","Ammonia_Toxicity_Band","2015to2019",NA
"trc-00053","Ammonia_Toxicity_Band","2015to2019",NA
"ebop-00087","ClarityMedian_Band","2015to2019","B"
"ebop-00088","ClarityMedian_Band","2015to2019","C"
"ebop-00089","ClarityMedian_Band","2015to2019","A"
"ebop-00090","ClarityMedian_Band","2015to2019","B"
"ebop-00091","ClarityMedian_Band","2015to2019","C"
"ebop-00092","ClarityMedian_Band","2015to2019","B"
"ebop-00094","ClarityMedian_Band","2015to2019","B"
"ebop-00095","ClarityMedian_Band","2015to2019","A"
"ebop-00096","ClarityMedian_Band","2015to2019","B"
"ebop-00097","ClarityMedian_Band","2015to2019","B"
"ebop-00098","ClarityMedian_Band","2015to2019","C"
"ebop-00100","ClarityMedian_Band","2015to2019","A"
"ecan-00325","ClarityMedian_Band","2015to2019",NA
"ecan-00331","ClarityMedian_Band","2015to2019",NA
"ecan-00334","ClarityMedian_Band","2015to2019","D"
"ecan-00347","ClarityMedian_Band","2015to2019",NA
"ecan-00348","ClarityMedian_Band","2015to2019",NA
"ecan-00363","ClarityMedian_Band","2015to2019",NA
"ecan-00369","ClarityMedian_Band","2015to2019","D"
"ecan-00370","ClarityMedian_Band","2015to2019","D"
"ecan-00371","ClarityMedian_Band","2015to2019","D"
"ecan-00372","ClarityMedian_Band","2015to2019","D"
"es-000142","ClarityMedian_Band","2015to2019","C"
"es-000157","ClarityMedian_Band","2015to2019","C"
"es-000158","ClarityMedian_Band","2015to2019","C"
"es-000159","ClarityMedian_Band","2015to2019","C"
"es-00144","ClarityMedian_Band","2015to2019",NA
"ew-00142","ClarityMedian_Band","2015to2019","D"
"ew-00144","ClarityMedian_Band","2015to2019","B"
"ew-00146","ClarityMedian_Band","2015to2019","D"
"ew-00147","ClarityMedian_Band","2015to2019","D"
"ew-00151","ClarityMedian_Band","2015to2019","D"
"gw-00257","ClarityMedian_Band","2015to2019","D"
"gw-00258","ClarityMedian_Band","2015to2019","D"
"gw-00262","ClarityMedian_Band","2015to2019","D"
"gw-00263","ClarityMedian_Band","2015to2019","D"
"hbrc-00176","ClarityMedian_Band","2015to2019","B"
"hrc-00331","ClarityMedian_Band","2015to2019",NA
"hrc-00333","ClarityMedian_Band","2015to2019",NA
"hrc-00335","ClarityMedian_Band","2015to2019",NA
"hrc-00337","ClarityMedian_Band","2015to2019",NA
"lawa-100207","ClarityMedian_Band","2015to2019","C"
"lawa-100208","ClarityMedian_Band","2015to2019","C"
"lawa-100209","ClarityMedian_Band","2015to2019","C"
"lawa-100210","ClarityMedian_Band","2015to2019",NA
"lawa-100215","ClarityMedian_Band","2015to2019",NA
"lawa-100243","ClarityMedian_Band","2015to2019","D"
"lawa-102689","ClarityMedian_Band","2015to2019",NA
"lawa-102706","ClarityMedian_Band","2015to2019","D"
"orc-00027","ClarityMedian_Band","2015to2019",NA
"orc-00028","ClarityMedian_Band","2015to2019",NA
"orc-00031","ClarityMedian_Band","2015to2019",NA
"orc-00033","ClarityMedian_Band","2015to2019",NA
"orc-00034","ClarityMedian_Band","2015to2019",NA
"orc-00035","ClarityMedian_Band","2015to2019",NA
"orc-00036","ClarityMedian_Band","2015to2019",NA
"orc-00037","ClarityMedian_Band","2015to2019",NA
"orc-00038","ClarityMedian_Band","2015to2019",NA
"trc-00051","ClarityMedian_Band","2015to2019",NA
"trc-00051","ClarityMedian_Band","2015to2019",NA
"trc-00053","ClarityMedian_Band","2015to2019",NA
"trc-00053","ClarityMedian_Band","2015to2019",NA
"wcrc-00064","ClarityMedian_Band","2015to2019","B"
"lawa-102686","ClarityMedian_Band","2015to2019","B"
"lawa-102687","ClarityMedian_Band","2015to2019","A"
"lawa-102688","ClarityMedian_Band","2015to2019","A"
"lawa-102765","ClarityMedian_Band","2015to2019","A"
"nrc-00075","ClarityMedian_Band","2015to2019",NA
"nrc-00087","ClarityMedian_Band","2015to2019",NA
"nrc-00090","ClarityMedian_Band","2015to2019",NA
"nrc-00095","ClarityMedian_Band","2015to2019","C"
"ew-00145","ClarityMedian_Band","2015to2019","C"
"ew-00149","ClarityMedian_Band","2015to2019","C"
"hbrc-00171","ClarityMedian_Band","2015to2019","C"
"lawa-102219","ClarityMedian_Band","2015to2019",NA
"lawa-102220","ClarityMedian_Band","2015to2019",NA
"lawa-102221","ClarityMedian_Band","2015to2019","C"
"arc-00099","ClarityMedian_Band","2015to2019",NA
"ew-00143","ClarityMedian_Band","2015to2019","D"
"ew-00150","ClarityMedian_Band","2015to2019","D"
"lawa-100211","ClarityMedian_Band","2015to2019","A"
"lawa-100213","ClarityMedian_Band","2015to2019","A"
"lawa-100263","ClarityMedian_Band","2015to2019","A"
"lawa-100264","ClarityMedian_Band","2015to2019","A"
"lawa-100266","ClarityMedian_Band","2015to2019","A"
"lawa-102303","ClarityMedian_Band","2015to2019","D"
"lawa-102304","ClarityMedian_Band","2015to2019","D"
"lawa-102305","ClarityMedian_Band","2015to2019","D"
"lawa-102705","ClarityMedian_Band","2015to2019",NA
"lawa-102707","ClarityMedian_Band","2015to2019",NA
"hbrc-00170","ClarityMedian_Band","2015to2019",NA
"arc-00098","ClarityMedian_Band","2015to2019",NA
"arc-00100","ClarityMedian_Band","2015to2019",NA
"arc-10002","ClarityMedian_Band","2015to2019",NA
"nrc-00071","ClarityMedian_Band","2015to2019",NA
"nrc-00072","ClarityMedian_Band","2015to2019",NA
"nrc-00073","ClarityMedian_Band","2015to2019",NA
"nrc-00074","ClarityMedian_Band","2015to2019",NA
"nrc-00076","ClarityMedian_Band","2015to2019",NA
"nrc-00077","ClarityMedian_Band","2015to2019",NA
"nrc-00078","ClarityMedian_Band","2015to2019",NA
"nrc-00079","ClarityMedian_Band","2015to2019",NA
"nrc-00080","ClarityMedian_Band","2015to2019",NA
"nrc-00081","ClarityMedian_Band","2015to2019",NA
"nrc-00082","ClarityMedian_Band","2015to2019",NA
"nrc-00083","ClarityMedian_Band","2015to2019",NA
"nrc-00084","ClarityMedian_Band","2015to2019",NA
"nrc-00085","ClarityMedian_Band","2015to2019",NA
"nrc-00086","ClarityMedian_Band","2015to2019",NA
"nrc-00088","ClarityMedian_Band","2015to2019",NA
"nrc-00089","ClarityMedian_Band","2015to2019",NA
"nrc-00091","ClarityMedian_Band","2015to2019",NA
"nrc-00092","ClarityMedian_Band","2015to2019",NA
"nrc-00093","ClarityMedian_Band","2015to2019",NA
"nrc-00094","ClarityMedian_Band","2015to2019",NA
"nrc-00096","ClarityMedian_Band","2015to2019",NA
"wcrc-00065","ClarityMedian_Band","2015to2019","B"
"wcrc-00067","ClarityMedian_Band","2015to2019","C"
"hrc-00329","ClarityMedian_Band","2015to2019",NA
"hrc-00332","ClarityMedian_Band","2015to2019",NA
"hrc-00339","ClarityMedian_Band","2015to2019",NA
"hrc-00341","ClarityMedian_Band","2015to2019",NA
"hrc-00342","ClarityMedian_Band","2015to2019",NA
"lawa-100250","ClarityMedian_Band","2015to2019",NA
"lawa-102308","ClarityMedian_Band","2015to2019",NA
"lawa-102708","ClarityMedian_Band","2015to2019",NA
"lawa-102709","ClarityMedian_Band","2015to2019",NA
"lawa-102711","ClarityMedian_Band","2015to2019",NA
"ecan-00326","ClarityMedian_Band","2015to2019",NA
"ecan-00327","ClarityMedian_Band","2015to2019",NA
"ecan-00328","ClarityMedian_Band","2015to2019",NA
"ecan-00329","ClarityMedian_Band","2015to2019",NA
"ecan-00330","ClarityMedian_Band","2015to2019",NA
"ecan-00332","ClarityMedian_Band","2015to2019",NA
"ecan-00333","ClarityMedian_Band","2015to2019",NA
"ecan-00335","ClarityMedian_Band","2015to2019",NA
"ecan-00336","ClarityMedian_Band","2015to2019",NA
