"LawaSiteID","CouncilSiteID","Year","NitrogenMed","NitrogenMed_Band","NitrateAnalysisNote","PhosphorusMed","PhosphorusMed_Band","PhosphorusAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","AmmoniacalMax","AmmoniacalMax_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","ClarityMedian","ClarityMedian_Band","ClarityAnalysisNote","ChlAMed","ChlAMed_Band","ChlAMax","ChlAMax_Band","ChlASummaryBand","ChlAAnalysisNote","EcoliPeriod","EcoliMedian","EcoliBand","Ecoli95","Ecoli95_Band","EcoliRecHealth540","EcoliRecHealth540_Band","EcoliRecHealth260","EcoliRecHealth260_Band","EcoliSummaryBand","EcoliAnalysisNote","Agency","Region","SiteID"
"ew-00146","37415","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2011to2015",NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have6",NA,NA,NA,NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have6",NA,NA,NA,NA,NA,"Need 30 values for max, have 6",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2012to2016",NA,NA,"Need 30 values for median, have 11",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for median, have 11",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for max, have 11",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2013to2017",NA,NA,"Need 30 values for median, have 17",NA,NA,"Need 30 values for median, have17",NA,NA,NA,NA,NA,"Need 30 values for median, have 17",NA,NA,"Need 30 values for median, have17",NA,NA,NA,NA,NA,"Need 30 values for max, have 17",NA,5,"ABC",5,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 5","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2014to2018",NA,NA,"Need 30 values for median, have 26",NA,NA,"Need 30 values for median, have26",NA,NA,NA,NA,NA,"Need 30 values for median, have 26",NA,NA,"Need 30 values for median, have26",NA,NA,NA,NA,NA,"Need 30 values for max, have 26",NA,14,"ABC",14,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 14","wrc","waikato","lake waahi at centre (surface)"
"ew-00146","37415","2015to2019",1135,"D","",50.5,"D","",0.0105,"A",0.3,"B","B","",0.39,"D","",27,"D",96.2,"D","D","",NA,26,"ABC",26,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 26","wrc","waikato","lake waahi at centre (surface)"
"ew-00147","37499","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2011to2015",NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have6",NA,NA,NA,NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have6",NA,NA,NA,NA,NA,"Need 30 values for max, have 6",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2012to2016",NA,NA,"Need 30 values for median, have 11",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for median, have 11",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for max, have 11",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2013to2017",NA,NA,"Need 30 values for median, have 17",NA,NA,"Need 30 values for median, have17",NA,NA,NA,NA,NA,"Need 30 values for median, have 17",NA,NA,"Need 30 values for median, have16",NA,NA,NA,NA,NA,"Need 30 values for max, have 17",NA,5,"ABC",5,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 5","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2014to2018",NA,NA,"Need 30 values for median, have 26",NA,NA,"Need 30 values for median, have26",NA,NA,NA,NA,NA,"Need 30 values for median, have 26",NA,NA,"Need 30 values for median, have25",NA,NA,NA,NA,NA,"Need 30 values for max, have 26",NA,14,"ABC",14,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 14","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00147","37499","2015to2019",1894,"D","",111.5,"D","",0.01,"A",1.79,"C","C","",0.19,"D","",63,"D",362,"D","D","",NA,26,"ABC",26,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 26","wrc","waikato","lake whangape at centre - buoy (surface)"
"ew-00151","37477","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2011to2015",NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have6",NA,NA,NA,NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have6",NA,NA,NA,NA,NA,"Need 30 values for max, have 6",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2012to2016",NA,NA,"Need 30 values for median, have 11",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for median, have 11",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for max, have 11",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2013to2017",NA,NA,"Need 30 values for median, have 17",NA,NA,"Need 30 values for median, have17",NA,NA,NA,NA,NA,"Need 30 values for median, have 17",NA,NA,"Need 30 values for median, have17",NA,NA,NA,NA,NA,"Need 30 values for max, have 17",NA,5,"ABC",5,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 5","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2014to2018",NA,NA,"Need 30 values for median, have 26",NA,NA,"Need 30 values for median, have26",NA,NA,NA,NA,NA,"Need 30 values for median, have 26",NA,NA,"Need 30 values for median, have26",NA,NA,NA,NA,NA,"Need 30 values for max, have 26",NA,14,"ABC",14,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 14","wrc","waikato","lake waikare at epilimnion"
"ew-00151","37477","2015to2019",2906.5,"D","",136.5,"D","",0.01,"A",1.7,"C","C","",0.16,"D","",118.5,"D",462,"D","D","",NA,26,"ABC",26,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 26","wrc","waikato","lake waikare at epilimnion"
"gw-00257","Lake Onoke 1","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
