LAWAID,ORC,Site Name,Date Time,Measurement,ReportedLabValue,RawValue,Depthfrom,Depthto,Samplelevel,Method,DetectionLimit,QualityCode,SampleFrequency,Laketype
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,Dissolved oxygen (g/m3 O2),10.64,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,Nitrate/nitrite (mg/m3 N),0.009,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,pH,7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,Temperature (deg C),16.2,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,2/03/2006,Turbidity (NTU),0.8,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Conductivity (uS/cm @ 25 deg C),0.037,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Dissolved oxygen (% saturation),107.5,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Dissolved oxygen (g/m3 O2),11.12,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Temperature (deg C),14.05,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Total phosphorus (mg/m3 P),<0.05000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,12/04/2006,Turbidity (NTU),0.62,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Ammoniacal nitrogen (mg/m3 N),0.01,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Conductivity (uS/cm @ 25 deg C),0.036,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Dissolved oxygen (% saturation),119.6,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Dissolved oxygen (g/m3 O2),13.31,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Temperature (deg C),10.64,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Total nitrogen (mg/m3 N),0.11,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Total phosphorus (mg/m3 P),0.007,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/06/2006,Turbidity (NTU),0.38,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Conductivity (uS/cm @ 25 deg C),0.035,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Dissolved oxygen (% saturation),102.5,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Dissolved oxygen (g/m3 O2),11.84,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Dissolved reactive phosphorus (mg/m3 P),,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Nitrate/nitrite (mg/m3 N),0.016,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Suspended Solids  (mg/m3),11,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Temperature (deg C),8.63,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Total phosphorus (mg/m3 P),,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,16/08/2006,Turbidity (NTU),0.37,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Conductivity (uS/cm @ 25 deg C),0.03,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Dissolved oxygen (% saturation),107,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Dissolved oxygen (g/m3 O2),12.1,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Nitrate/nitrite (mg/m3 N),0.011,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,pH,7.7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Temperature (deg C),9.61,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,18/10/2006,Turbidity (NTU),0.49,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Chlorophyll a (mg/m3),,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Conductivity (uS/cm @ 25 deg C),0.029,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Dissolved oxygen (% saturation),130.5,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Dissolved oxygen (g/m3 O2),14.18,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Nitrate/nitrite (mg/m3 N),0.01,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Temperature (deg C),11.32,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Total nitrogen (mg/m3 N),0.05,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Total phosphorus (mg/m3 P),0.05,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,5/12/2006,Turbidity (NTU),0.67,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Conductivity (uS/cm @ 25 deg C),0.035,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Dissolved oxygen (% saturation),113.3,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Dissolved oxygen (g/m3 O2),11.14,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Nitrate/nitrite (mg/m3 N),0.007,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Temperature (deg C),15.4,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,14/02/2007,Turbidity (NTU),0.74,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Chlorophyll a (mg/m3),<2.600,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Conductivity (uS/cm @ 25 deg C),0.036,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Dissolved oxygen (% saturation),113.3,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Dissolved oxygen (g/m3 O2),11.2,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Temperature (deg C),15.03,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Total nitrogen (mg/m3 N),,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Total phosphorus (mg/m3 P),0.007,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,10/04/2007,Turbidity (NTU),0.21,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Conductivity (uS/cm @ 25 deg C),0.036,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Dissolved oxygen (% saturation),113.2,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Dissolved oxygen (g/m3 O2),12.33,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Nitrate/nitrite (mg/m3 N),0.008,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,APHA 2540 D,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Temperature (deg C),10.32,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Total phosphorus (mg/m3 P),0.005,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,19/06/2007,Turbidity (NTU),0.31,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Conductivity (uS/cm @ 25 deg C),0.052,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Dissolved oxygen (% saturation),99.8,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Dissolved oxygen (g/m3 O2),11.58,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Nitrate/nitrite (mg/m3 N),0.021,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,pH,7.6,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Temperature (deg C),8.9,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,21/08/2007,Turbidity (NTU),0.83,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Chlorophyll a (mg/m3),<2.000,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Conductivity (uS/cm @ 25 deg C),0.051,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Dissolved oxygen (% saturation),99.4,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Dissolved oxygen (g/m3 O2),11.36,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Nitrate/nitrite (mg/m3 N),0.017,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,pH,7.7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Temperature (deg C),9.5,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,15/10/2007,Turbidity (NTU),0.48,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Chlorophyll a (mg/m3),<2.000,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Conductivity (uS/cm @ 25 deg C),0.052,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Dissolved oxygen (% saturation),103.7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Dissolved oxygen (g/m3 O2),10.32,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Nitrate/nitrite (mg/m3 N),0.007,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,,3,,Bimonthly,
ORC-00028,OTA7529115,Lake Hawea Outflow at Dam,11/12/2007,Temperature (deg C),15.58,,0.1,0.1,Epilimnion,,,,Bimonthly,
