"LawaSiteID","CouncilSiteID","SiteID","Year","NitrateMed","NitrateMed_Band","Nitrate95","Nitrate95_Band","Nitrate_Toxicity_Band","NitrateAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","Ammoniacal95","Ammoniacal95_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","E_coli_Period","E_coli_Median","E_coli_Median_Band","E_coli95","E_coli95_Band","E_coliRecHealth540","E_coliRecHealth540_Band","E_coliRecHealth260","E_coliRecHealth260_Band","E_coliSummaryband","E_coliAnalysisNote","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Landcover","Altitude","AltitudeCl"
"ecan-00084","SQ30782","kaituna stream off kaituna valley road","Overall",0.027,"A",0.3355,"A","A","",0.00314473369841252,"A",0.0103311428033491,"A","A","",6,291,"DE",2246.4,"DE",45.7142857142857,"E",58.5714285714286,"DE","E","",53639,"canterbury","ecan","lowland","Rural",-43.7564555430136,172.682471130228,"23-Jun-2020","Rural",16,"Lowland"
"ecan-00085","SQ30878","lii stream u/s pannetts rd","Overall",3.4,"C",4.1,"C","C","",0.00268096514745308,"A",0.0109398778564078,"A","A","",6,144,"D",1608.45,"DE",6.55737704918033,"B",29.5081967213115,"BC","D","",51426,"canterbury","ecan","lowland","Rural",-43.6949731028679,172.450465203507,"23-Jun-2020","Rural",9.04349708557,"Lowland"
"ecan-00086","SQ30916","selwyn river u/s coes ford bridge","Overall",5.9,"C",7.5,"C","C","",0.00277008310249308,"A",0.00660800787250606,"A","A","",6,162,"D",908.299999999995,"BC",8.33333333333333,"B",20,"BC","D","",51729,"canterbury","ecan","lowland","Rural",-43.6961298123559,172.412879789812,"23-Jun-2020","Rural",5,"Lowland"
"ecan-00088","SQ30928","selwyn river u/s whitecliffs rd","Overall",0.32,"A",0.58,"A","A","",0.002994080684558,"A",0.0055005500550055,"A","A","",6,56.5,"ABC",727,"BC",6.45161290322581,"B",12.9032258064516,"A","B","",43804,"canterbury","ecan","upland","Rural",-43.4613290495938,171.892979434991,"23-Jun-2020","Rural",299,"Upland"
"ecan-00091","SQ30976","boggy creek u/s lake road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 15 Need 30 values for overall 95%ile, have 15",NA,NA,NA,NA,NA," Need 30 values for overall median, have 15 Need 30 values for overall 95%ile, have 15",NA,921,NA,2493,NA,73.6842105263158,NA,89.4736842105263,NA,NA," Need 60 values, have only 19",54187,"canterbury","ecan","lowland","Rural",-43.7655479551051,172.357850515526,"23-Jun-2020","Rural",7,"Lowland"
"ecan-00092","SQ30977","doyleston drain at drain rd recorder","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 15 Need 30 values for overall 95%ile, have 15",NA,NA,NA,NA,NA," Need 30 values for overall median, have 15 Need 30 values for overall 95%ile, have 15",NA,345,NA,2350,NA,47.3684210526316,NA,63.1578947368421,NA,NA," Need 60 values, have only 19",54170,"canterbury","ecan","lowland","Rural",-43.7709325765678,172.353396823308,"23-Jun-2020","Rural",16.5900001526,"Lowland"
"ecan-00093","SQ30992","harts creek d/s lower lake rd","Overall",7.1,"D",8.3,"C","D","",0.00287026406429392,"A",0.00720444791260242,"A","A","",6,326,"DE",1779.45,"DE",32.7868852459016,"E",57.3770491803279,"DE","E","",55397,"canterbury","ecan","lowland","Rural",-43.7972389587475,172.338616217212,"23-Jun-2020","Rural",6,"Lowland"
"ecan-00094","SQ31018","rakaia river north bank d/s sh1","Overall",0.0485,"A",0.107,"A","A","",0.00419815281276238,"A",0.00932807987299887,"A","A","",6,108,"ABC",1986,"DE",8.06451612903226,"B",22.5806451612903,"BC","D","",53267,"canterbury","ecan","lowland","Rural",-43.7397115223236,172.043162753025,"23-Jun-2020","Rural",102,"Lowland"
"ecan-00095","SQ31020","rakaia river gorge 50m d/s recorder","Overall",0.0565,"A",0.091,"A","A","",0.00359759897797131,"A",0.0055005500550055,"A","A","",6,15.5,"ABC",64,"ABC",3.2258064516129,"A",4.83870967741935,"A","A","",46130,"canterbury","ecan","upland","Rural",-43.5180350275828,171.657604831457,"23-Jun-2020","Forest",288,"Upland"
"ecan-00097","SQ32872","halswell river u/s mccartneys bridge","Overall",2.9,"C",3.7,"C","C","",0.0185,"A",0.0482262069821823,"A","A","",6,488,"DE",2019.8,"DE",45.9016393442623,"E",83.6065573770492,"DE","E","",51076,"canterbury","ecan","lowland","Rural",-43.6843103268173,172.526588768498,"23-Jun-2020","Rural",3.99999642372,"Lowland"
"ecan-00100","SQ33055","okuti river u/s kinloch road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,461,NA,2391.6,NA,45.4545454545455,NA,68.1818181818182,NA,NA," Need 60 values, have only 22",54952,"canterbury","ecan","lowland","Rural",-43.7874056111727,172.795547156479,"23-Jun-2020","Rural",17.297990799,"Lowland"
"ecan-00101","SQ33056","okana river u/s sh75","Overall",0.162,"A",0.4595,"A","A","",0.0033288948069241,"A",0.0156929388299595,"A","A","",6,387,"DE",1733,"DE",36.5079365079365,"E",65.0793650793651,"DE","E","",54065,"canterbury","ecan","lowland","Rural",-43.7649802686936,172.796801013942,"23-Jun-2020","Rural",56,"Lowland"
"ecan-00102","SQ33270","kowhai river 100m u/s sh1","Overall",0.099,"A",0.2985,"A","A","",0.00513347022587269,"A",0.0150354799839336,"A","A","",6,34,"ABC",524,"ABC",4.6875,"A",9.375,"A","A","",9676,"canterbury","ecan","lowland","Rural",-42.4154852651802,173.631868766433,"23-Jun-2020","Forest",2,"Lowland"
"ecan-00103","SQ33273","lyell creek u/s sh1","Overall",0.49,"A",1.147,"A","A","",0.0223649796029903,"A",0.0547377352355404,"B","B","",6,596,"DE",2662,"DE",51.5625,"E",68.75,"DE","E","",9368,"canterbury","ecan","lowland","Urban",-42.3991108957209,173.679833150177,"23-Jun-2020","Rural",1,"Lowland"
"ecan-00104","SQ33962","waipara river at laidmore rd","Overall",0.012,"A",0.58,"A","A","",0.00527525360726071,"A",0.0140449438202247,"A","A","",6,55.5,"ABC",816,"BC",8.06451612903226,"B",14.5161290322581,"A","B","",29881,"canterbury","ecan","upland","Rural",-43.0594437966749,172.589733664695,"23-Jun-2020","Rural",214,"Upland"
"ecan-00106","SQ34191","taranaki creek u/s preeces rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,308,NA,2033.4,NA,23.8095238095238,NA,61.9047619047619,NA,NA," Need 60 values, have only 21",38534,"canterbury","ecan","lowland","Rural",-43.3048006696495,172.688770481981,"23-Jun-2020","Rural",6,"Lowland"
"ecan-00107","SQ34412","warren creek u/s rorrisons road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,366,NA,2218.4,NA,31.8181818181818,NA,72.7272727272727,NA,NA," Need 60 values, have only 22",9200,"canterbury","ecan","lowland","Rural",-42.3919663301672,173.672956353846,"23-Jun-2020","Rural",6,"Lowland"
"ecan-00109","SQ34538","lee river u/s brooklands farm bridge","Overall",2.75,"C",4.9,"C","C","",0.00202101859337106,"A",0.00222915737851092,"A","A","",6,142,"D",823.749999999994,"BC",8.19672131147541,"B",22.9508196721311,"BC","D","",57809,"canterbury","ecan","lowland","Rural",-43.8555454576627,172.281227061587,"23-Jun-2020","Rural",9,"Lowland"
"ecan-00110","SQ34540","waikekewai creek u/s gullivers rd","Overall",4,"C",7,"C","C","",0.00212765957446809,"A",0.00778355916021497,"A","A","",6,105,"ABC",2662,"DE",11.4754098360656,"C",31.1475409836066,"C","D","",57433,"canterbury","ecan","lowland","Rural",-43.8537083711891,172.356385515877,"23-Jun-2020","Rural",1,"Lowland"
"ecan-00111","SQ34557","middle creek u/s beach rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 19 Need 30 values for overall 95%ile, have 19",NA,NA,NA,NA,NA," Need 30 values for overall median, have 19 Need 30 values for overall 95%ile, have 19",NA,225,NA,1831.3,NA,26.0869565217391,NA,43.4782608695652,NA,NA," Need 60 values, have only 23",8543,"canterbury","ecan","lowland","Rural",-42.3669867738309,173.684799562882,"23-Jun-2020","Rural",12.0100002289,"Lowland"
"ecan-00112","SQ34580","hawkins river u/s deans road","Overall",2.3,"B",3.325,"B","B","",0.00205086136177194,"A",0.0103465631517523,"A","A","",NA,112,NA,1356.25,NA,8.7719298245614,NA,19.2982456140351,NA,NA," Need 60 values, have only 57",42108,"canterbury","ecan","upland","Rural",-43.4143966925868,172.033991084003,"23-Jun-2020","Rural",269,"Upland"
"ecan-00113","SQ34646","saltwater creek u/s factory rd","Overall",0.32,"A",0.8275,"A","A","",0.00381679389312977,"A",0.0357315926202713,"A","A","",6,118,"ABC",2649.9,"DE",14.2857142857143,"C",23.8095238095238,"BC","D","",36924,"canterbury","ecan","lowland","Rural",-43.2549060346199,172.688681951739,"23-Jun-2020","Rural",10,"Lowland"
"ecan-00114","SQ34704","waiau river u/s leslie hills road","Overall",0.039,"A",0.1272,"A","A","",0.00338304904734438,"A",0.00591462905783194,"A","A","",6,33.5,"ABC",131.6,"ABC",0,"A",1.5625,"A","A","",17244,"canterbury","ecan","upland","Rural",-42.6882154542009,172.799009745481,"23-Jun-2020","Forest",238,"Upland"
"ecan-00115","SQ34705","waiau river u/s waiau bridge","Overall",0.08,"A",0.348,"A","A","",0.00374826073958186,"A",0.0101478751691001,"A","A","",NA,117,NA,397.6,NA,0,NA,21.0526315789474,NA,NA," Need 60 values, have only 38",15966,"canterbury","ecan","lowland","Rural",-42.6543597722288,173.03486350283,"23-Jun-2020","Rural",134,"Lowland"
"ecan-00116","SQ34706","waiau river u/s sh1","Overall",0.275,"A",1.026,"A","A","",0.00422854829735223,"A",0.00992288456759443,"A","A","",6,87.5,"ABC",736.499999999999,"BC",6.25,"B",17.1875,"A","B","",17847,"canterbury","ecan","lowland","Rural",-42.7191671647482,173.284200534323,"23-Jun-2020","Rural",26,"Lowland"
"ecan-00117","SQ10005","omarama stream sh8","Overall",0.23,"A",0.449,"A","A","",0.00205846027171676,"A",0.00265349929798034,"A","A","",6,79,"ABC",685.1,"BC",7.93650793650794,"B",17.4603174603175,"A","B","",16886,"canterbury","ecan","upland","Forest",-44.4898317092287,169.957668950886,"23-Jun-2020","Forest",424,"Upland"
"ecan-00118","SQ10160","maerewhenua river sh83","Overall",0.157,"A",0.36,"A","A","",0.00336473755047106,"A",0.00898400126459063,"A","A","",6,123,"ABC",2662,"DE",17.741935483871,"C",29.0322580645161,"BC","D","",22896,"canterbury","ecan","lowland","Rural",-44.8564982075111,170.689990017747,"23-Jun-2020","Rural",140,"Lowland"
"ecan-00119","SQ10167","otiake river mt bell station","Overall",0.0085,"A",0.0574,"A","A","",0.00340176354827542,"A",0.005,"A","A","",NA,13.5,NA,379,NA,2.08333333333333,NA,4.16666666666667,NA,NA," Need 60 values, have only 48",22285,"canterbury","ecan","upland","Rural",-44.8177079794271,170.509193269944,"23-Jun-2020","Forest",269,"Upland"
"ecan-00121","SQ10174","penticotico stream sh83","Overall",1.695,"B",3.4,"B","B","",0.00204331834899877,"A",0.00685714285714286,"A","A","",6,113,"ABC",1733,"DE",14.5161290322581,"C",24.1935483870968,"BC","D","",22215,"canterbury","ecan","lowland","Rural",-44.8159015795211,170.636526011416,"23-Jun-2020","Forest",122,"Lowland"
"ecan-00123","SQ10275","mary burn d/s sh8","Overall",0.023,"A",0.12085,"A","A","",0.00289687137891078,"A",0.0121777829152699,"A","A","",6,68,"ABC",548,"BC",6.34920634920635,"B",12.6984126984127,"A","B","",10147,"canterbury","ecan","upland","Rural",-44.1748838871789,170.323268662045,"23-Jun-2020","Forest",517,"Upland"
"ecan-00124","SQ10301","otematata river sh83","Overall",0.001,"A",0.01285,"A","A","",0.00248152709359606,"A",0.0043859649122807,"A","A","",6,9,"ABC",93.6999999999998,"ABC",0,"A",1.58730158730159,"A","A","",19343,"canterbury","ecan","upland","Rural",-44.6045386487108,170.202876326489,"23-Jun-2020","Forest",267,"Upland"
"ecan-00127","SQ22030","taitarakihi creek sh1","Overall",0.031,"A",0.469,"A","A","",0.0404079117801876,"B",0.8171589404859,"C","C","",6,116,"ABC",2649.9,"DE",26.984126984127,"D",38.0952380952381,"D","D","",65906,"canterbury","ecan","lowland","Urban",-44.3733473973493,171.24138452967,"23-Jun-2020","Urban",13,"Lowland"
"ecan-00128","SQ26368","forks stream u/s sh8","Overall",0.001,"A",0.006,"A","A","",0.0027027027027027,"A",0.00329208988015178,"A","A","",6,1,"ABC",55.6499999999999,"ABC",1.58730158730159,"A",1.58730158730159,"A","A","",7097,"canterbury","ecan","upland","Rural",-44.000725375594,170.411869590627,"23-Jun-2020","Forest",781,"Upland"
"ecan-00129","SQ26369","irishman creek u/s sh8","Overall",0.001,"A",0.00884999999999999,"A","A","",0.00236518448438978,"A",0.00292397660818713,"A","A","",6,25,"ABC",320.65,"ABC",4.76190476190476,"A",9.52380952380952,"A","A","",8583,"canterbury","ecan","upland","Rural",-44.0873506144388,170.348796015335,"23-Jun-2020","Forest",642,"Upland"
"ecan-00130","SQ30011","leader river u/s sh1","Overall",0.01,"A",1.056,"A","A","",0.0115207373271889,"A",0.025,"A","A","",6,55,"ABC",939.899999999999,"BC",9.375,"B",15.625,"A","B","",17313,"canterbury","ecan","lowland","Rural",-42.6875872916473,173.302487731526,"23-Jun-2020","Rural",50,"Lowland"
"ecan-00134","SQ30184","ashley river u/s ashley gorge rd","Overall",0.021,"A",0.11875,"A","A","",0.00474820143884892,"A",0.0113636363636364,"A","A","",6,19,"ABC",169.45,"ABC",1.58730158730159,"A",3.17460317460317,"A","A","",36021,"canterbury","ecan","upland","Forest",-43.2279572476556,172.228581147845,"23-Jun-2020","Forest",245,"Upland"
"ecan-00135","SQ34626","living springs stream at allendale","Overall",0.199,"A",0.54,"A","A","",0.0140816326530612,"A",0.0244274809160305,"A","A","",6,1483.5,"DE",2662,"DE",79.0322580645161,"E",88.7096774193548,"DE","E","",49920,"canterbury","ecan","lowland","Rural",-43.6409773453805,172.649371923523,"23-Jun-2020","Rural",0,"Lowland"
"ecan-00136","SQ34711","conway river u/s sh1","Overall",0.176,"A",0.743,"A","A","",0.00558505996459471,"A",0.0151623551539419,"A","A","",6,36.5,"ABC",176.5,"ABC",3.17460317460317,"A",4.76190476190476,"A","A","",14759,"canterbury","ecan","lowland","Rural",-42.5991126280267,173.417846725885,"23-Jun-2020","Forest",32,"Lowland"
"ecan-00137","SQ34865","waitohi river 1.6km u/s hurunui confluence","Overall",1.645,"B",3,"B","B","",0.00237193572459261,"A",0.0120397249809014,"A","A","",6,108,"ABC",796.649999999999,"BC",9.23076923076923,"B",21.5384615384615,"BC","B","",23215,"canterbury","ecan","upland","Forest",-42.8762436099963,172.749083166737,"23-Jun-2020","Forest",200,"Upland"
"ecan-00138","SQ34866","st leonards drain at recorder","Overall",5.7,"C",9,"C","C","",0.00248138957816377,"A",0.0444036445077878,"A","A","",6,116,"ABC",2662,"DE",20,"CD",26.1538461538462,"BC","D","",21717,"canterbury","ecan","lowland","Rural",-42.8325038265467,172.903096631837,"23-Jun-2020","Rural",283,"Upland"
"ecan-00139","SQ34869","mason river d/s sh70","Overall",0.0315,"A",0.3,"A","A","",0.00735186081485195,"A",0.0147599399849963,"A","A","",6,78.5,"ABC",536.7,"ABC",6.25,"B",14.0625,"A","B","",15738,"canterbury","ecan","upland","Rural",-42.6347062112004,173.064848844442,"23-Jun-2020","Rural",163,"Upland"
"ecan-00140","SQ34884","zephyr stream u/s governors bay road","Overall",0.076,"A",0.5275,"A","A","",0.00253821822234534,"A",0.00351072917475609,"A","A","",NA,27,NA,2168.5,NA,8.88888888888889,NA,15.5555555555556,NA,NA," Need 60 values, have only 45",49190,"canterbury","ecan","lowland","Forest",-43.6193323981988,172.649768621716,"23-Jun-2020","Rural",64,"Lowland"
"ecan-00141","SQ34903","north brook u/s marsh rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,272,NA,1999.8,NA,19.047619047619,NA,57.1428571428571,NA,NA," Need 60 values, have only 21",39122,"canterbury","ecan","lowland","Rural",-43.3224069854104,172.623152639909,"23-Jun-2020","Rural",11,"Lowland"
"ecan-00145","SQ26931","bush stream rangitata gorge road, at bridge","Overall",0.01,"A",0.06465,"A","A","",0.00274725274725275,"A",0.00425295023522908,"A","A","",6,0.5,"ABC",215.249999999999,"ABC",1.58730158730159,"A",3.17460317460317,"A","A","",49836,"canterbury","ecan","upland","Rural",-43.6217877106542,170.878482539016,"23-Jun-2020","Forest",605,"Upland"
"ecan-00146","SQ26932","deep stream access road near tui house","Overall",0.07,"A",0.1917,"A","A","",0.00244498777506112,"A",0.0045648235514286,"A","A","",6,41,"ABC",556.749999999998,"BC",4.61538461538462,"A",4.61538461538462,"A","B","",51134,"canterbury","ecan","upland","Rural",-43.6625053791851,170.928847143554,"23-Jun-2020","Forest",452,"Upland"
"ecan-00148","SQ30390","south brook u/s marsh rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,128,NA,2225.2,NA,19.047619047619,NA,38.0952380952381,NA,NA," Need 60 values, have only 21",39145,"canterbury","ecan","lowland","Urban",-43.3250996233005,172.602311594076,"23-Jun-2020","Rural",17,"Lowland"
"ecan-00149","SQ30707","aylmers valley stream opposite aubrey st","Overall",0.335,"A",0.698,"A","A","",0.099866844207723,"B",0.138376383763838,"B","B","",6,148,"D",1899.4,"DE",17.1875,"C",35.9375,"D","D","",55880,"canterbury","ecan","lowland","Urban",-43.8103151997242,172.961527112424,"23-Jun-2020","Rural",59,"Lowland"
"ecan-00151","SQ30945","waireka/waianiwaniwa river u/s auchenflower rd","Overall",0.8,"A",2.325,"B","B","",0.00678733031674208,"A",0.0222081405287512,"A","A","",6,579,"DE",2662,"DE",54.0983606557377,"E",75.4098360655738,"DE","E","",43114,"canterbury","ecan","upland","Rural",-43.4349392519096,171.985995621527,"23-Jun-2020","Rural",255,"Upland"
"ecan-00152","SQ32732","french farm stream at recorder","Overall",0.169,"A",0.339,"A","A","",0.00359759897797131,"A",0.0116918844566713,"A","A","",6,365,"DE",2662,"DE",38.0952380952381,"E",53.968253968254,"DE","E","",54535,"canterbury","ecan","lowland","Rural",-43.7776260788377,172.905677484553,"23-Jun-2020","Rural",14,"Lowland"
"ecan-00153","SQ33148","conway river u/s inland road","Overall",0.175,"A",0.559,"A","A","",0.00562143564957127,"A",0.0179573319550923,"A","A","",6,29,"ABC",363.05,"ABC",3.17460317460317,"A",6.34920634920635,"A","A","",10916,"canterbury","ecan","upland","Rural",-42.462460042992,173.273456191827,"23-Jun-2020","Forest",421,"Upland"
"ecan-00154","SQ33899","okarahia stream u/s sh1","Overall",0.1565,"A",0.541,"A","A","",0.00425894378194208,"A",0.0112275132275132,"A","A","",6,12.5,"ABC",117.9,"ABC",0,"A",0,"A","A","",13190,"canterbury","ecan","lowland","Forest",-42.5420066479243,173.450541729351,"23-Jun-2020","Rural",135,"Lowland"
"ecan-00155","SQ34569","te wharau stream u/s charteris bay road","Overall",0.18,"A",1.147,"A","A","",0.00381679389312977,"A",0.0137705146451427,"A","A","",6,411,"DE",2432.1,"DE",37.7049180327869,"E",62.2950819672131,"DE","E","",50285,"canterbury","ecan","lowland","Urban",-43.6541222165407,172.702475051359,"23-Jun-2020","Rural",0,"Lowland"
"ecan-00156","SQ35156","wainui stream u/s wainui main rd","Overall",0.235,"A",0.54,"A","A","",0.0804289544235925,"B",0.13679076655942,"B","B","",6,366,"DE",2662,"DE",41.9354838709677,"E",53.2258064516129,"DE","E","",55894,"canterbury","ecan","lowland","Rural",-43.8152149214658,172.902701061588,"23-Jun-2020","Rural",44,"Lowland"
"ecan-00157","SQ35157","takamatua stream u/s sh75","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,649,NA,2662,NA,47.6190476190476,NA,66.6666666666667,NA,NA," Need 60 values, have only 21",54693,"canterbury","ecan","lowland","Rural",-43.7821941017146,172.970424245678,"23-Jun-2020","Rural",13,"Lowland"
"ecan-00160","SQ35172","kahutara river at dairy farm rd","Overall",0.095,"A",0.526,"A","A","",0.00527426160337552,"A",0.013573387657037,"A","A","",6,30,"ABC",254.05,"ABC",3.17460317460317,"A",3.17460317460317,"A","A","",9520,"canterbury","ecan","lowland","Rural",-42.4081575233949,173.541717802496,"23-Jun-2020","Forest",180,"Upland"
"ecan-00161","SQ35173","blue duck creek above sh1","Overall",0.23,"A",0.7225,"A","A","",0.00843170320404721,"A",0.0136330095273678,"A","A","",NA,43,NA,2121.2,NA,12.0689655172414,NA,17.2413793103448,NA,NA," Need 60 values, have only 58",6067,"canterbury","ecan","lowland","Forest",-42.2791582986772,173.768140444263,"23-Jun-2020","Rural",192,"Upland"
"ecan-00162","SQ35174","hapuku river at sh1","Overall",0.087,"A",0.34,"A","A","",0.00792013694819077,"A",0.0268041237113402,"A","A","",6,7,"ABC",342.349999999999,"ABC",3.07692307692308,"A",4.61538461538462,"A","A","",7079,"canterbury","ecan","lowland","Rural",-42.3113410056165,173.717602424253,"23-Jun-2020","Forest",63,"Lowland"
"ecan-00163","SQ35234","barrys bay stream u/s barrys bay valley rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,491.5,NA,2565.2,NA,50,NA,63.6363636363636,NA,NA," Need 60 values, have only 22",53930,"canterbury","ecan","lowland","Rural",-43.7607737262461,172.91094265321,"23-Jun-2020","Rural",36,"Lowland"
"ecan-00164","SQ35235","pawsons stream u/s pawsons valley road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,1414,NA,2662,NA,80.9523809523809,NA,85.7142857142857,NA,NA," Need 60 values, have only 21",53120,"canterbury","ecan","lowland","Rural",-43.740475723204,172.933227817536,"23-Jun-2020","Rural",62,"Lowland"
"ecan-00168","SQ35080","ashburton river u/s mouth - nth bank","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,345,NA,2577.3,NA,38.0952380952381,NA,61.9047619047619,NA,NA," Need 60 values, have only 21",61477,"canterbury","ecan","lowland","Rural",-44.051088903944,171.804718001994,"23-Jun-2020","Rural",21,"Lowland"
"ecan-00169","SQ35873","ashburton river south branch at quarry road","Overall",0.09,"A",0.278,"A","A","",0.0027027027027027,"A",0.00381679389312977,"A","A","",6,45,"ABC",482.95,"ABC",3.17460317460317,"A",7.93650793650794,"A","A","",50823,"canterbury","ecan","upland","Rural",-43.6600406392925,171.296705817493,"23-Jun-2020","Forest",472,"Upland"
"ecan-00170","SQ35874","gentleman smith stream at hakatere-heron road","Overall",0.65,"A",0.987,"A","A","",0.00268096514745308,"A",0.00402576489533011,"A","A","",6,29,"ABC",327,"ABC",3.17460317460317,"A",6.34920634920635,"A","A","",46874,"canterbury","ecan","upland","Rural",-43.5374144020876,171.184322593976,"23-Jun-2020","Rural",649,"Upland"
"ecan-00171","SQ35875","lambies stream at ashburton gorge road","Overall",0.003,"A",0.0188,"A","A","",0.00359712230215827,"A",0.00540513662427172,"A","A","",6,71,"ABC",515.55,"ABC",3.17460317460317,"A",11.1111111111111,"A","A","",49582,"canterbury","ecan","upland","Rural",-43.6173618848878,171.181902258707,"23-Jun-2020","Forest",575,"Upland"
"ecan-00172","SQ34417","pahau river at recorder","Overall",1.6,"B",2.985,"B","B","",0.00306748466257669,"A",0.00883047433849571,"A","A","",6,59,"ABC",924.949999999998,"BC",7.69230769230769,"B",10.7692307692308,"A","B","",21508,"canterbury","ecan","lowland","Rural",-42.8288704887752,172.897317873205,"23-Jun-2020","Rural",121,"Lowland"
"ecan-00173","SQ34418","dry stream above hurunui confl.","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,108,NA,2662,NA,14.2857142857143,NA,19.047619047619,NA,NA," Need 60 values, have only 21",21729,"canterbury","ecan","lowland","Rural",-42.8336805864753,172.860187248303,"23-Jun-2020","Rural",149,"Lowland"
"ecan-00174","SQ35872","mandamus river at tekoa road","Overall",0.066,"A",0.24,"A","A","",0.0033288948069241,"A",0.00677305644813199,"A","A","",6,25,"ABC",345,"ABC",3.07692307692308,"A",7.69230769230769,"A","A","",20327,"canterbury","ecan","upland","Rural",-42.7877300364061,172.556570509842,"23-Jun-2020","Forest",416,"Upland"
"ecan-00175","SQ30215","taranaki creek 20m u/s gressons rd","Overall",1.27,"B",2.5,"B","B","",0.00184979652238254,"A",0.00626049933862434,"A","A","",6,770,"DE",2662,"DE",58.7301587301587,"E",77.7777777777778,"DE","E","",38550,"canterbury","ecan","lowland","Rural",-43.304987806574,172.64219236937,"23-Jun-2020","Rural",17,"Lowland"
"ecan-00176","SQ33274","lyell creek at mill road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 19 Need 30 values for overall 95%ile, have 19",NA,NA,NA,NA,NA," Need 30 values for overall median, have 19 Need 30 values for overall 95%ile, have 19",NA,517,NA,2162.95,NA,43.4782608695652,NA,69.5652173913043,NA,NA," Need 60 values, have only 23",8756,"canterbury","ecan","lowland","Rural",-42.3765111944835,173.678720369756,"23-Jun-2020","Rural",10,"Lowland"
"ecan-00177","SQ21044","north branch ohapi creek guild rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,246,NA,2015.6,NA,36.3636363636364,NA,50,NA,NA," Need 60 values, have only 22",63905,"canterbury","ecan","lowland","Rural",-44.2020107208561,171.345405334911,"23-Jun-2020","Rural",24,"Lowland"
"ecan-00178","SQ21045","ohapi creek guild rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,707,NA,2117.2,NA,59.0909090909091,NA,86.3636363636364,NA,NA," Need 60 values, have only 22",63878,"canterbury","ecan","lowland","Forest",-44.2152131930692,171.32631762896,"23-Jun-2020","Rural",19,"Lowland"
