"LawaID","Parameter","Altitude","Landuse","Median","StateScore"
"ecan-00119","PH","All","Rural",7.71,1
"ecan-00119","TON","All","Rural",0.012,1
"ecan-00119","TN","All","Rural",0.047,1
"ecan-00119","DRP","All","Rural",0.002,1
"ecan-00119","TP","All","Rural",0.002,1
"ecan-00119","ECOLI","All","Rural",13,1
"ecan-00119","BDISC","Upland","Rural",6.6,1
"ecan-00119","TURB","Upland","Rural",0.3,1
"ecan-00119","NH4","Upland","Rural",0.005,1
"ecan-00119","PH","Upland","Rural",7.71,1
"ecan-00119","TON","Upland","Rural",0.012,1
"ecan-00119","TN","Upland","Rural",0.047,1
"ecan-00119","DRP","Upland","Rural",0.002,1
"ecan-00119","TP","Upland","Rural",0.002,1
"ecan-00119","ECOLI","Upland","Rural",13,1
"ecan-00121","BDISC","All","All",3.935,1
"ecan-00121","TURB","All","All",0.65,1
"ecan-00121","NH4","All","All",0.005,1
"ecan-00121","PH","All","All",6.94,2
"ecan-00121","TON","All","All",1.595,4
"ecan-00121","TN","All","All",1.77,4
"ecan-00121","DRP","All","All",0.00345,1
"ecan-00121","TP","All","All",0.006,1
"ecan-00121","ECOLI","All","All",107.5,2
"ecan-00121","BDISC","Lowland","All",3.935,1
"ecan-00121","TURB","Lowland","All",0.65,1
"ecan-00121","NH4","Lowland","All",0.005,1
"ecan-00121","PH","Lowland","All",6.94,2
"ecan-00121","TON","Lowland","All",1.595,4
"ecan-00121","TN","Lowland","All",1.77,4
"ecan-00121","DRP","Lowland","All",0.00345,1
"ecan-00121","TP","Lowland","All",0.006,1
"ecan-00121","ECOLI","Lowland","All",107.5,2
"ecan-00121","BDISC","All","Rural",3.935,1
"ecan-00121","TURB","All","Rural",0.65,1
"ecan-00121","NH4","All","Rural",0.005,1
"ecan-00121","PH","All","Rural",6.94,2
"ecan-00121","TON","All","Rural",1.595,4
"ecan-00121","TN","All","Rural",1.77,4
"ecan-00121","DRP","All","Rural",0.00345,1
"ecan-00121","TP","All","Rural",0.006,1
"ecan-00121","ECOLI","All","Rural",107.5,2
"ecan-00121","BDISC","Lowland","Rural",3.935,1
"ecan-00121","TURB","Lowland","Rural",0.65,1
"ecan-00121","NH4","Lowland","Rural",0.005,1
"ecan-00121","PH","Lowland","Rural",6.94,2
"ecan-00121","TON","Lowland","Rural",1.595,4
"ecan-00121","TN","Lowland","Rural",1.77,4
"ecan-00121","DRP","Lowland","Rural",0.00345,1
"ecan-00121","TP","Lowland","Rural",0.006,1
"ecan-00121","ECOLI","Lowland","Rural",107.5,2
"ecan-00122","TURB","All","All",0.4,1
"ecan-00122","NH4","All","All",0.005,1
"ecan-00122","PH","All","All",7.32,1
"ecan-00122","TON","All","All",0.345,3
"ecan-00122","TN","All","All",0.39,2
"ecan-00122","DRP","All","All",0.002,1
"ecan-00122","TP","All","All",0.002,1
"ecan-00122","ECOLI","All","All",30.5,1
"ecan-00122","TURB","Upland","All",0.4,1
"ecan-00122","NH4","Upland","All",0.005,1
"ecan-00122","PH","Upland","All",7.32,2
"ecan-00122","TON","Upland","All",0.345,3
"ecan-00122","TN","Upland","All",0.39,3
"ecan-00122","DRP","Upland","All",0.002,1
"ecan-00122","TP","Upland","All",0.002,1
"ecan-00122","ECOLI","Upland","All",30.5,2
"ecan-00122","TURB","All","Rural",0.4,1
"ecan-00122","NH4","All","Rural",0.005,1
"ecan-00122","PH","All","Rural",7.32,1
"ecan-00122","TON","All","Rural",0.345,2
"ecan-00122","TN","All","Rural",0.39,2
"ecan-00122","DRP","All","Rural",0.002,1
"ecan-00122","TP","All","Rural",0.002,1
"ecan-00122","ECOLI","All","Rural",30.5,1
"ecan-00122","TURB","Upland","Rural",0.4,1
"ecan-00122","NH4","Upland","Rural",0.005,1
"ecan-00122","PH","Upland","Rural",7.32,1
"ecan-00122","TON","Upland","Rural",0.345,3
"ecan-00122","TN","Upland","Rural",0.39,3
"ecan-00122","DRP","Upland","Rural",0.002,1
"ecan-00122","TP","Upland","Rural",0.002,1
"ecan-00122","ECOLI","Upland","Rural",30.5,2
"ecan-00123","BDISC","All","All",1.495,3
"ecan-00123","TURB","All","All",1.8,2
"ecan-00123","NH4","All","All",0.005,1
"ecan-00123","PH","All","All",7.54,1
"ecan-00123","TON","All","All",0.0235,1
"ecan-00123","TN","All","All",0.28,2
"ecan-00123","DRP","All","All",0.00245,1
"ecan-00123","TP","All","All",0.0165,2
"ecan-00123","ECOLI","All","All",63.5,2
"ecan-00123","BDISC","Upland","All",1.495,3
"ecan-00123","TURB","Upland","All",1.8,3
"ecan-00123","NH4","Upland","All",0.005,1
"ecan-00123","PH","Upland","All",7.54,1
"ecan-00123","TON","Upland","All",0.0235,1
"ecan-00123","TN","Upland","All",0.28,2
"ecan-00123","DRP","Upland","All",0.00245,1
"ecan-00123","TP","Upland","All",0.0165,2
"ecan-00123","ECOLI","Upland","All",63.5,3
"ecan-00123","BDISC","All","Rural",1.495,3
"ecan-00123","TURB","All","Rural",1.8,2
"ecan-00123","NH4","All","Rural",0.005,1
"ecan-00123","PH","All","Rural",7.54,1
"ecan-00123","TON","All","Rural",0.0235,1
"ecan-00123","TN","All","Rural",0.28,1
"ecan-00123","DRP","All","Rural",0.00245,1
"ecan-00123","TP","All","Rural",0.0165,2
"ecan-00123","ECOLI","All","Rural",63.5,2
"ecan-00123","BDISC","Upland","Rural",1.495,3
"ecan-00123","TURB","Upland","Rural",1.8,2
"ecan-00123","NH4","Upland","Rural",0.005,1
"ecan-00123","PH","Upland","Rural",7.54,1
"ecan-00123","TON","Upland","Rural",0.0235,1
"ecan-00123","TN","Upland","Rural",0.28,2
"ecan-00123","DRP","Upland","Rural",0.00245,1
"ecan-00123","TP","Upland","Rural",0.0165,2
"ecan-00123","ECOLI","Upland","Rural",63.5,2
"ecan-00124","BDISC","All","All",5.365,1
"ecan-00124","TURB","All","All",0.5,1
"ecan-00124","NH4","All","All",0.005,1
"ecan-00124","PH","All","All",7.31,1
"ecan-00124","TON","All","All",0.001,1
"ecan-00124","TN","All","All",0.0575,1
"ecan-00124","DRP","All","All",0.002,1
"ecan-00124","TP","All","All",0.002,1
"ecan-00124","ECOLI","All","All",8,1
"ecan-00124","BDISC","Upland","All",5.365,1
"ecan-00124","TURB","Upland","All",0.5,1
"ecan-00124","NH4","Upland","All",0.005,1
"ecan-00124","PH","Upland","All",7.31,2
"ecan-00124","TON","Upland","All",0.001,1
"ecan-00124","TN","Upland","All",0.0575,1
"ecan-00124","DRP","Upland","All",0.002,1
"ecan-00124","TP","Upland","All",0.002,1
"ecan-00124","ECOLI","Upland","All",8,1
"ecan-00124","BDISC","All","Rural",5.365,1
"ecan-00124","TURB","All","Rural",0.5,1
"ecan-00124","NH4","All","Rural",0.005,1
"ecan-00124","PH","All","Rural",7.31,1
"ecan-00124","TON","All","Rural",0.001,1
"ecan-00124","TN","All","Rural",0.0575,1
"ecan-00124","DRP","All","Rural",0.002,1
"ecan-00124","TP","All","Rural",0.002,1
"ecan-00124","ECOLI","All","Rural",8,1
"ecan-00124","BDISC","Upland","Rural",5.365,1
"ecan-00124","TURB","Upland","Rural",0.5,1
"ecan-00124","NH4","Upland","Rural",0.005,1
"ecan-00124","PH","Upland","Rural",7.31,1
"ecan-00124","TON","Upland","Rural",0.001,1
"ecan-00124","TN","Upland","Rural",0.0575,1
"ecan-00124","DRP","Upland","Rural",0.002,1
"ecan-00124","TP","Upland","Rural",0.002,1
"ecan-00124","ECOLI","Upland","Rural",8,1
"ecan-00127","TURB","All","All",6.65,4
"ecan-00127","NH4","All","All",0.116,4
"ecan-00127","PH","All","All",6.58,2
"ecan-00127","TON","All","All",0.0225,1
"ecan-00127","TN","All","All",1.1,4
"ecan-00127","DRP","All","All",0.191,4
"ecan-00127","TP","All","All",0.37,4
"ecan-00127","ECOLI","All","All",113.5,2
"ecan-00127","TURB","Lowland","All",6.65,4
"ecan-00127","NH4","Lowland","All",0.116,4
"ecan-00127","PH","Lowland","All",6.58,2
"ecan-00127","TON","Lowland","All",0.0225,1
"ecan-00127","TN","Lowland","All",1.1,3
"ecan-00127","DRP","Lowland","All",0.191,4
"ecan-00127","TP","Lowland","All",0.37,4
"ecan-00127","ECOLI","Lowland","All",113.5,2
"ecan-00127","TURB","All","Urban",6.65,4
"ecan-00127","NH4","All","Urban",0.116,4
"ecan-00127","PH","All","Urban",6.58,2
"ecan-00127","TON","All","Urban",0.0225,1
"ecan-00127","TN","All","Urban",1.1,3
"ecan-00127","DRP","All","Urban",0.191,4
"ecan-00127","TP","All","Urban",0.37,4
"ecan-00127","ECOLI","All","Urban",113.5,1
"ecan-00127","TURB","Lowland","Urban",6.65,4
"ecan-00127","NH4","Lowland","Urban",0.116,4
"ecan-00127","PH","Lowland","Urban",6.58,2
"ecan-00127","TON","Lowland","Urban",0.0225,1
"ecan-00127","TN","Lowland","Urban",1.1,3
"ecan-00127","DRP","Lowland","Urban",0.191,4
"ecan-00127","TP","Lowland","Urban",0.37,4
"ecan-00127","ECOLI","Lowland","Urban",113.5,1
"ecan-00128","BDISC","All","All",5.5,1
"ecan-00128","TURB","All","All",0.4,1
"ecan-00128","NH4","All","All",0.005,1
"ecan-00128","PH","All","All",7.44,1
"ecan-00128","TON","All","All",0.001,1
"ecan-00128","TN","All","All",0.016,1
"ecan-00128","DRP","All","All",0.002,1
"ecan-00128","TP","All","All",0.002,1
"ecan-00128","ECOLI","All","All",1.5,1
"ecan-00128","BDISC","Upland","All",5.5,1
"ecan-00128","TURB","Upland","All",0.4,1
"ecan-00128","NH4","Upland","All",0.005,1
"ecan-00128","PH","Upland","All",7.44,1
"ecan-00128","TON","Upland","All",0.001,1
"ecan-00128","TN","Upland","All",0.016,1
"ecan-00128","DRP","Upland","All",0.002,1
"ecan-00128","TP","Upland","All",0.002,1
"ecan-00128","ECOLI","Upland","All",1.5,1
"ecan-00128","BDISC","All","Rural",5.5,1
"ecan-00128","TURB","All","Rural",0.4,1
"ecan-00128","NH4","All","Rural",0.005,1
"ecan-00128","PH","All","Rural",7.44,1
"ecan-00128","TON","All","Rural",0.001,1
"ecan-00128","TN","All","Rural",0.016,1
"ecan-00128","DRP","All","Rural",0.002,1
"ecan-00128","TP","All","Rural",0.002,1
"ecan-00128","ECOLI","All","Rural",1.5,1
"ecan-00128","BDISC","Upland","Rural",5.5,1
"ecan-00128","TURB","Upland","Rural",0.4,1
"ecan-00128","NH4","Upland","Rural",0.005,1
"ecan-00128","PH","Upland","Rural",7.44,1
"ecan-00128","TON","Upland","Rural",0.001,1
"ecan-00128","TN","Upland","Rural",0.016,1
"ecan-00128","DRP","Upland","Rural",0.002,1
"ecan-00128","TP","Upland","Rural",0.002,1
"ecan-00128","ECOLI","Upland","Rural",1.5,1
"ecan-00129","BDISC","All","All",5.34,1
"ecan-00129","TURB","All","All",0.5,1
"ecan-00129","NH4","All","All",0.005,1
"ecan-00129","PH","All","All",7.18,2
"ecan-00129","TON","All","All",0.001,1
"ecan-00129","TN","All","All",0.0775,1
"ecan-00129","DRP","All","All",0.002,1
"ecan-00129","TP","All","All",0.005,1
"ecan-00129","ECOLI","All","All",27,1
"ecan-00129","BDISC","Upland","All",5.34,1
"ecan-00129","TURB","Upland","All",0.5,1
"ecan-00129","NH4","Upland","All",0.005,1
"ecan-00129","PH","Upland","All",7.18,2
"ecan-00129","TON","Upland","All",0.001,1
"ecan-00129","TN","Upland","All",0.0775,1
"ecan-00129","DRP","Upland","All",0.002,1
"ecan-00129","TP","Upland","All",0.005,1
"ecan-00129","ECOLI","Upland","All",27,2
"ecan-00129","BDISC","All","Rural",5.34,1
"ecan-00129","TURB","All","Rural",0.5,1
"ecan-00129","NH4","All","Rural",0.005,1
"ecan-00129","PH","All","Rural",7.18,2
"ecan-00129","TON","All","Rural",0.001,1
"ecan-00129","TN","All","Rural",0.0775,1
"ecan-00129","DRP","All","Rural",0.002,1
"ecan-00129","TP","All","Rural",0.005,1
"ecan-00129","ECOLI","All","Rural",27,1
"ecan-00129","BDISC","Upland","Rural",5.34,1
"ecan-00129","TURB","Upland","Rural",0.5,1
"ecan-00129","NH4","Upland","Rural",0.005,1
"ecan-00129","PH","Upland","Rural",7.18,2
"ecan-00129","TON","Upland","Rural",0.001,1
"ecan-00129","TN","Upland","Rural",0.0775,1
"ecan-00129","DRP","Upland","Rural",0.002,1
"ecan-00129","TP","Upland","Rural",0.005,1
"ecan-00129","ECOLI","Upland","Rural",27,1
"ecan-00130","BDISC","All","All",2.58,2
"ecan-00130","TURB","All","All",0.6,1
"ecan-00130","NH4","All","All",0.005,1
"ecan-00130","PH","All","All",8.51,2
"ecan-00130","TON","All","All",0.012,1
"ecan-00130","TN","All","All",0.153,1
"ecan-00130","DRP","All","All",0.00235,1
"ecan-00130","TP","All","All",0.006,1
"ecan-00130","ECOLI","All","All",53,2
"ecan-00130","BDISC","Lowland","All",2.58,2
"ecan-00130","TURB","Lowland","All",0.6,1
"ecan-00130","NH4","Lowland","All",0.005,1
"ecan-00130","PH","Lowland","All",8.51,2
"ecan-00130","TON","Lowland","All",0.012,1
"ecan-00130","TN","Lowland","All",0.153,1
"ecan-00130","DRP","Lowland","All",0.00235,1
"ecan-00130","TP","Lowland","All",0.006,1
"ecan-00130","ECOLI","Lowland","All",53,1
"ecan-00130","BDISC","All","Rural",2.58,2
"ecan-00130","TURB","All","Rural",0.6,1
"ecan-00130","NH4","All","Rural",0.005,1
"ecan-00130","PH","All","Rural",8.51,2
"ecan-00130","TON","All","Rural",0.012,1
"ecan-00130","TN","All","Rural",0.153,1
"ecan-00130","DRP","All","Rural",0.00235,1
"ecan-00130","TP","All","Rural",0.006,1
"ecan-00130","ECOLI","All","Rural",53,1
"ecan-00130","BDISC","Lowland","Rural",2.58,1
"ecan-00130","TURB","Lowland","Rural",0.6,1
"ecan-00130","NH4","Lowland","Rural",0.005,1
"ecan-00130","PH","Lowland","Rural",8.51,2
"ecan-00130","TON","Lowland","Rural",0.012,1
"ecan-00130","TN","Lowland","Rural",0.153,1
"ecan-00130","DRP","Lowland","Rural",0.00235,1
"ecan-00130","TP","Lowland","Rural",0.006,1
"ecan-00130","ECOLI","Lowland","Rural",53,1
"ecan-00134","BDISC","All","All",4.85,1
"ecan-00134","TURB","All","All",0.6,1
"ecan-00134","NH4","All","All",0.005,1
"ecan-00134","PH","All","All",7.871,2
"ecan-00134","TON","All","All",0.021,1
"ecan-00134","TN","All","All",0.08,1
"ecan-00134","DRP","All","All",0.002,1
"ecan-00134","TP","All","All",0.002,1
"ecan-00134","ECOLI","All","All",15,1
"ecan-00134","BDISC","Upland","All",4.85,1
"ecan-00134","TURB","Upland","All",0.6,1
"ecan-00134","NH4","Upland","All",0.005,1
"ecan-00134","PH","Upland","All",7.871,2
"ecan-00134","TON","Upland","All",0.021,1
"ecan-00134","TN","Upland","All",0.08,1
"ecan-00134","DRP","Upland","All",0.002,1
"ecan-00134","TP","Upland","All",0.002,1
"ecan-00134","ECOLI","Upland","All",15,1
"ecan-00134","BDISC","All","Forest",4.85,1
"ecan-00134","TURB","All","Forest",0.6,1
"ecan-00134","NH4","All","Forest",0.005,3
"ecan-00134","PH","All","Forest",7.871,2
"ecan-00134","TON","All","Forest",0.021,1
"ecan-00134","TN","All","Forest",0.08,1
"ecan-00134","DRP","All","Forest",0.002,1
"ecan-00134","TP","All","Forest",0.002,1
"ecan-00134","ECOLI","All","Forest",15,1
"ecan-00134","BDISC","Upland","Forest",4.85,1
"ecan-00134","TURB","Upland","Forest",0.6,1
"ecan-00134","NH4","Upland","Forest",0.005,3
"ecan-00134","PH","Upland","Forest",7.871,2
"ecan-00134","TON","Upland","Forest",0.021,2
"ecan-00134","TN","Upland","Forest",0.08,1
"ecan-00134","DRP","Upland","Forest",0.002,1
"ecan-00134","TP","Upland","Forest",0.002,1
"ecan-00134","ECOLI","Upland","Forest",15,2
"ecan-00135","BDISC","All","All",0.86,4
"ecan-00135","TURB","All","All",4.65,3
"ecan-00135","NH4","All","All",0.0225,4
"ecan-00135","PH","All","All",7.66,1
"ecan-00135","TON","All","All",0.22,2
"ecan-00135","TN","All","All",0.425,2
"ecan-00135","DRP","All","All",0.041,4
"ecan-00135","TP","All","All",0.067,4
"ecan-00135","ECOLI","All","All",1483.5,4
"ecan-00135","BDISC","Lowland","All",0.86,4
"ecan-00135","TURB","Lowland","All",4.65,3
"ecan-00135","NH4","Lowland","All",0.0225,4
"ecan-00135","PH","Lowland","All",7.66,1
"ecan-00135","TON","Lowland","All",0.22,2
"ecan-00135","TN","Lowland","All",0.425,2
"ecan-00135","DRP","Lowland","All",0.041,4
"ecan-00135","TP","Lowland","All",0.067,4
"ecan-00135","ECOLI","Lowland","All",1483.5,4
"ecan-00135","BDISC","All","Rural",0.86,4
"ecan-00135","TURB","All","Rural",4.65,3
"ecan-00135","NH4","All","Rural",0.0225,4
"ecan-00135","PH","All","Rural",7.66,1
"ecan-00135","TON","All","Rural",0.22,2
"ecan-00135","TN","All","Rural",0.425,2
"ecan-00135","DRP","All","Rural",0.041,4
"ecan-00135","TP","All","Rural",0.067,4
"ecan-00135","ECOLI","All","Rural",1483.5,4
"ecan-00135","BDISC","Lowland","Rural",0.86,4
"ecan-00135","TURB","Lowland","Rural",4.65,3
"ecan-00135","NH4","Lowland","Rural",0.0225,4
"ecan-00135","PH","Lowland","Rural",7.66,1
"ecan-00135","TON","Lowland","Rural",0.22,2
"ecan-00135","TN","Lowland","Rural",0.425,2
"ecan-00135","DRP","Lowland","Rural",0.041,4
"ecan-00135","TP","Lowland","Rural",0.067,4
"ecan-00135","ECOLI","Lowland","Rural",1483.5,4
"ecan-00136","BDISC","All","All",2.415,2
"ecan-00136","TURB","All","All",1.1,1
"ecan-00136","NH4","All","All",0.005,1
"ecan-00136","PH","All","All",8.04,2
"ecan-00136","TON","All","All",0.189,2
"ecan-00136","TN","All","All",0.27,2
"ecan-00136","DRP","All","All",0.004,1
"ecan-00136","TP","All","All",0.007,1
"ecan-00136","ECOLI","All","All",38,1
"ecan-00136","BDISC","Lowland","All",2.415,2
"ecan-00136","TURB","Lowland","All",1.1,1
"ecan-00136","NH4","Lowland","All",0.005,1
"ecan-00136","PH","Lowland","All",8.04,2
"ecan-00136","TON","Lowland","All",0.189,2
"ecan-00136","TN","Lowland","All",0.27,1
"ecan-00136","DRP","Lowland","All",0.004,1
"ecan-00136","TP","Lowland","All",0.007,1
"ecan-00136","ECOLI","Lowland","All",38,1
"ecan-00136","BDISC","All","Rural",2.415,2
"ecan-00136","TURB","All","Rural",1.1,1
"ecan-00136","NH4","All","Rural",0.005,1
"ecan-00136","PH","All","Rural",8.04,2
"ecan-00136","TON","All","Rural",0.189,2
"ecan-00136","TN","All","Rural",0.27,1
"ecan-00136","DRP","All","Rural",0.004,1
"ecan-00136","TP","All","Rural",0.007,1
"ecan-00136","ECOLI","All","Rural",38,1
"ecan-00136","BDISC","Lowland","Rural",2.415,1
"ecan-00136","TURB","Lowland","Rural",1.1,1
"ecan-00136","NH4","Lowland","Rural",0.005,1
"ecan-00136","PH","Lowland","Rural",8.04,2
"ecan-00136","TON","Lowland","Rural",0.189,2
"ecan-00136","TN","Lowland","Rural",0.27,1
"ecan-00136","DRP","Lowland","Rural",0.004,1
"ecan-00136","TP","Lowland","Rural",0.007,1
"ecan-00136","ECOLI","Lowland","Rural",38,1
"ecan-00137","BDISC","All","All",3.77,1
"ecan-00137","TURB","All","All",0.9,1
"ecan-00137","NH4","All","All",0.005,1
"ecan-00137","PH","All","All",7.28,1
"ecan-00137","TON","All","All",1.57,4
"ecan-00137","TN","All","All",1.67,4
"ecan-00137","DRP","All","All",0.003,1
"ecan-00137","TP","All","All",0.005,1
"ecan-00137","ECOLI","All","All",108,2
"ecan-00137","BDISC","Upland","All",3.77,1
"ecan-00137","TURB","Upland","All",0.9,1
"ecan-00137","NH4","Upland","All",0.005,1
"ecan-00137","PH","Upland","All",7.28,2
"ecan-00137","TON","Upland","All",1.57,4
"ecan-00137","TN","Upland","All",1.67,4
"ecan-00137","DRP","Upland","All",0.003,1
"ecan-00137","TP","Upland","All",0.005,1
"ecan-00137","ECOLI","Upland","All",108,3
"ecan-00137","BDISC","All","Forest",3.77,2
"ecan-00137","TURB","All","Forest",0.9,2
"ecan-00137","NH4","All","Forest",0.005,3
"ecan-00137","PH","All","Forest",7.28,2
"ecan-00137","TON","All","Forest",1.57,4
"ecan-00137","TN","All","Forest",1.67,4
"ecan-00137","DRP","All","Forest",0.003,1
"ecan-00137","TP","All","Forest",0.005,1
"ecan-00137","ECOLI","All","Forest",108,4
"ecan-00137","BDISC","Upland","Forest",3.77,2
"ecan-00137","TURB","Upland","Forest",0.9,2
"ecan-00137","NH4","Upland","Forest",0.005,3
"ecan-00137","PH","Upland","Forest",7.28,2
"ecan-00137","TON","Upland","Forest",1.57,4
"ecan-00137","TN","Upland","Forest",1.67,4
"ecan-00137","DRP","Upland","Forest",0.003,1
"ecan-00137","TP","Upland","Forest",0.005,1
"ecan-00137","ECOLI","Upland","Forest",108,4
"ecan-00138","BDISC","All","All",1.91,2
"ecan-00138","TURB","All","All",1.8,2
"ecan-00138","NH4","All","All",0.005,1
"ecan-00138","PH","All","All",7.3,1
"ecan-00138","TON","All","All",5.8,4
"ecan-00138","TN","All","All",6.2,4
"ecan-00138","DRP","All","All",0.011,3
"ecan-00138","TP","All","All",0.018,2
"ecan-00138","ECOLI","All","All",115,2
"ecan-00138","BDISC","Lowland","All",1.91,2
"ecan-00138","TURB","Lowland","All",1.8,2
"ecan-00138","NH4","Lowland","All",0.005,1
"ecan-00138","PH","Lowland","All",7.3,1
"ecan-00138","TON","Lowland","All",5.8,4
"ecan-00138","TN","Lowland","All",6.2,4
"ecan-00138","DRP","Lowland","All",0.011,2
"ecan-00138","TP","Lowland","All",0.018,2
"ecan-00138","ECOLI","Lowland","All",115,2
"ecan-00138","BDISC","All","Rural",1.91,2
"ecan-00138","TURB","All","Rural",1.8,2
"ecan-00138","NH4","All","Rural",0.005,1
"ecan-00138","PH","All","Rural",7.3,1
"ecan-00138","TON","All","Rural",5.8,4
"ecan-00138","TN","All","Rural",6.2,4
"ecan-00138","DRP","All","Rural",0.011,3
"ecan-00138","TP","All","Rural",0.018,2
"ecan-00138","ECOLI","All","Rural",115,2
"ecan-00138","BDISC","Lowland","Rural",1.91,2
"ecan-00138","TURB","Lowland","Rural",1.8,2
"ecan-00138","NH4","Lowland","Rural",0.005,1
"ecan-00138","PH","Lowland","Rural",7.3,1
"ecan-00138","TON","Lowland","Rural",5.8,4
"ecan-00138","TN","Lowland","Rural",6.2,4
"ecan-00138","DRP","Lowland","Rural",0.011,2
"ecan-00138","TP","Lowland","Rural",0.018,2
"ecan-00138","ECOLI","Lowland","Rural",115,2
"ecan-00139","BDISC","All","All",1.145,3
"ecan-00139","TURB","All","All",2.75,3
"ecan-00139","NH4","All","All",0.005,1
"ecan-00139","PH","All","All",8.19,2
"ecan-00139","TON","All","All",0.039,1
"ecan-00139","TN","All","All",0.126,1
"ecan-00139","DRP","All","All",0.00345,1
"ecan-00139","TP","All","All",0.008,1
"ecan-00139","ECOLI","All","All",73,2
"ecan-00139","BDISC","Upland","All",1.145,4
"ecan-00139","TURB","Upland","All",2.75,3
"ecan-00139","NH4","Upland","All",0.005,1
"ecan-00139","PH","Upland","All",8.19,2
"ecan-00139","TON","Upland","All",0.039,1
"ecan-00139","TN","Upland","All",0.126,2
"ecan-00139","DRP","Upland","All",0.00345,2
"ecan-00139","TP","Upland","All",0.008,1
"ecan-00139","ECOLI","Upland","All",73,3
"ecan-00139","BDISC","All","Rural",1.145,3
"ecan-00139","TURB","All","Rural",2.75,3
"ecan-00139","NH4","All","Rural",0.005,1
"ecan-00139","PH","All","Rural",8.19,2
"ecan-00139","TON","All","Rural",0.039,1
"ecan-00139","TN","All","Rural",0.126,1
"ecan-00139","DRP","All","Rural",0.00345,1
"ecan-00139","TP","All","Rural",0.008,1
"ecan-00139","ECOLI","All","Rural",73,2
"ecan-00139","BDISC","Upland","Rural",1.145,4
"ecan-00139","TURB","Upland","Rural",2.75,3
"ecan-00139","NH4","Upland","Rural",0.005,1
"ecan-00139","PH","Upland","Rural",8.19,2
"ecan-00139","TON","Upland","Rural",0.039,1
"ecan-00139","TN","Upland","Rural",0.126,1
"ecan-00139","DRP","Upland","Rural",0.00345,2
"ecan-00139","TP","Upland","Rural",0.008,1
"ecan-00139","ECOLI","Upland","Rural",73,2
"ecan-00140","TURB","All","All",4.8,4
"ecan-00140","NH4","All","All",0.005,1
"ecan-00140","PH","All","All",7.35,1
"ecan-00140","TON","All","All",0.083,2
"ecan-00140","TN","All","All",0.52,3
"ecan-00140","DRP","All","All",0.021,4
"ecan-00140","TP","All","All",0.042,3
"ecan-00140","ECOLI","All","All",27,1
"ecan-00140","TURB","Lowland","All",4.8,3
"ecan-00140","NH4","Lowland","All",0.005,1
"ecan-00140","PH","Lowland","All",7.35,1
"ecan-00140","TON","Lowland","All",0.083,1
"ecan-00140","TN","Lowland","All",0.52,2
"ecan-00140","DRP","Lowland","All",0.021,3
"ecan-00140","TP","Lowland","All",0.042,3
"ecan-00140","ECOLI","Lowland","All",27,1
"ecan-00140","TURB","All","Forest",4.8,4
"ecan-00140","NH4","All","Forest",0.005,3
"ecan-00140","PH","All","Forest",7.35,1
"ecan-00140","TON","All","Forest",0.083,2
"ecan-00140","TN","All","Forest",0.52,4
"ecan-00140","DRP","All","Forest",0.021,4
"ecan-00140","TP","All","Forest",0.042,4
"ecan-00140","ECOLI","All","Forest",27,2
"ecan-00140","TURB","Lowland","Forest",4.8,4
"ecan-00140","NH4","Lowland","Forest",0.005,3
"ecan-00140","PH","Lowland","Forest",7.35,1
"ecan-00140","TON","Lowland","Forest",0.083,2
"ecan-00140","TN","Lowland","Forest",0.52,4
"ecan-00140","DRP","Lowland","Forest",0.021,4
"ecan-00140","TP","Lowland","Forest",0.042,4
"ecan-00140","ECOLI","Lowland","Forest",27,2
"ecan-00141","BDISC","All","All",1.47,3
"ecan-00141","TURB","All","All",3,3
"ecan-00141","NH4","All","All",0.005,1
"ecan-00141","PH","All","All",7.095,2
"ecan-00141","TON","All","All",0.455,3
"ecan-00141","TN","All","All",0.575,3
"ecan-00141","DRP","All","All",0.0057,2
"ecan-00141","TP","All","All",0.015,2
"ecan-00141","ECOLI","All","All",292.5,4
"ecan-00141","BDISC","Lowland","All",1.47,3
"ecan-00141","TURB","Lowland","All",3,3
"ecan-00141","NH4","Lowland","All",0.005,1
"ecan-00141","PH","Lowland","All",7.095,2
"ecan-00141","TON","Lowland","All",0.455,3
"ecan-00141","TN","Lowland","All",0.575,2
"ecan-00141","DRP","Lowland","All",0.0057,1
"ecan-00141","TP","Lowland","All",0.015,2
"ecan-00141","ECOLI","Lowland","All",292.5,3
"ecan-00141","BDISC","All","Rural",1.47,3
"ecan-00141","TURB","All","Rural",3,3
"ecan-00141","NH4","All","Rural",0.005,1
"ecan-00141","PH","All","Rural",7.095,2
"ecan-00141","TON","All","Rural",0.455,3
"ecan-00141","TN","All","Rural",0.575,2
"ecan-00141","DRP","All","Rural",0.0057,2
"ecan-00141","TP","All","Rural",0.015,2
"ecan-00141","ECOLI","All","Rural",292.5,4
"ecan-00141","BDISC","Lowland","Rural",1.47,3
"ecan-00141","TURB","Lowland","Rural",3,3
"ecan-00141","NH4","Lowland","Rural",0.005,1
"ecan-00141","PH","Lowland","Rural",7.095,2
"ecan-00141","TON","Lowland","Rural",0.455,3
"ecan-00141","TN","Lowland","Rural",0.575,2
"ecan-00141","DRP","Lowland","Rural",0.0057,1
"ecan-00141","TP","Lowland","Rural",0.015,2
"ecan-00141","ECOLI","Lowland","Rural",292.5,3
"ecan-00145","BDISC","All","All",5.935,1
