"SiteID","CouncilSiteID","LawaSiteID","Macro","Region","Agency","SWQLanduse","SWQAltitude","Lat","Long"
"waimari stream kotare street","SQ00130","lawa-100422",FALSE,"canterbury","ecan","urban","lowland",-43.5217014973006,172.592069950951
"bush stream upstream rangitata gorge road","SQ00132","ecan-00145",FALSE,"canterbury","ecan","rural","upland",-43.6259033227865,170.861555341643
"scour stream upstream rangitata gorge road","SQ00133","lawa-100423",FALSE,"canterbury","ecan","rural","upland",-43.6591037433104,170.881588611524
"forest creek rangitata gorge road","SQ00134","lawa-100424",FALSE,"canterbury","ecan","forest","upland",-43.705909747324,170.915233783898
"owhetoro stream richfield road","SQ00135","lawa-100425",FALSE,"canterbury","ecan","rural","lowland",-43.6681391214799,172.817837909548
"hukahuka turoa stm port levy road","SQ00137","lawa-100426",FALSE,"canterbury","ecan","rural","lowland",-43.7491145041741,172.797374630144
"prices stream prices valley road","SQ00139","lawa-100427",FALSE,"canterbury","ecan","rural","lowland",-43.7896890781203,172.691281421184
"mason river sh70 near mt lyford","SQ00152","lawa-100429",FALSE,"canterbury","ecan","rural","upland",-42.5049486401519,173.167306309229
"conway river cloudy range rd","SQ00153","lawa-100430",FALSE,"canterbury","ecan","rural","upland",-42.4461281300878,173.273850368984
"kahutara river sh70","SQ00155","lawa-100431",FALSE,"canterbury","ecan","rural","upland",-42.3867661538746,173.449972598135
"black miller stm sh1","SQ00157","lawa-100432",FALSE,"canterbury","ecan","forest","lowland",-42.2248328288388,173.853876563868
"ohau stream sh1","SQ00158","lawa-100433",FALSE,"canterbury","ecan","rural","lowland",-42.2448213704079,173.831190608159
"blue duck stream blue duck rd","SQ00159","lawa-100434",FALSE,"canterbury","ecan","forest","lowland",-42.2770096632993,173.766296414589
"puhi puhi river puhi puhi road","SQ00160","lawa-100435",FALSE,"canterbury","ecan","rural","lowland",-42.2952308581568,173.722589335223
"middle creek sh1","SQ00162","lawa-100436",FALSE,"canterbury","ecan","rural","lowland",-42.3692461672706,173.678668129474
"school stream sh7","SQ00165","lawa-100437",FALSE,"canterbury","ecan","urban","upland",-42.7711019827289,172.850390933804
"pawsons stream pawsons valley road","SQ00169","lawa-100438",FALSE,"canterbury","ecan","rural","lowland",-43.7416363360447,172.932593530409
"balguerie stream balguerie rd","SQ00170","lawa-100439",FALSE,"canterbury","ecan","urban","lowland",-43.8068709801763,172.972004615184
"kaik stream kaik road","SQ00171","lawa-100440",FALSE,"canterbury","ecan","rural","lowland",-43.8359493905241,172.946954415619
"narbey stm long bay road","SQ00172","lawa-100441",FALSE,"canterbury","ecan","forest","lowland",-43.8276418629953,173.044952584349
"barrys bay stream barrys bay valley rd","SQ00174","lawa-100442",FALSE,"canterbury","ecan","rural","lowland",-43.7581594766927,172.905234648854
"wainui stream powell villiage camp","SQ00176","lawa-100480",FALSE,"canterbury","ecan","forest","lowland",-43.8114733332502,172.894554244259
"charteris bay stream charteris bay road","SQ00177","lawa-100443",FALSE,"canterbury","ecan","forest","lowland",-43.6578777059699,172.706944382184
"waiake stream loudon farm","SQ00180","lawa-100444",FALSE,"canterbury","ecan","forest","lowland",-43.6702782912428,172.675750700152
"orari river lochaber road","SQ00206","lawa-100445",FALSE,"canterbury","ecan","rural","upland",-43.8732054852606,171.006663014649
"ribbonwood creek plantation rd","SQ00207","lawa-100446",FALSE,"canterbury","ecan","forest","upland",-43.9677285521472,170.823187720061
"raincliff stream middle valley road","SQ00214","lawa-100447",FALSE,"canterbury","ecan","rural","upland",-44.1690111455195,170.989380911757
"makikihi river milnes road","SQ00218","lawa-100448",FALSE,"canterbury","ecan","rural","upland",-44.6169132006004,170.986357923328
"waihi gorge waihi gorge road","SQ00224","ecan-10038",FALSE,"canterbury","ecan","forest","upland",-44.0019567491094,171.154910557548
"hae hae te moana te moana road","SQ00225","lawa-100449",FALSE,"canterbury","ecan","rural","upland",-44.0371077816793,171.1012311024
"ohapi creek north branch guild road","SQ00230","ecan-00177",FALSE,"canterbury","ecan","rural","lowland",-44.2021169196205,171.345277277982
"rhodes stream parke rd and donahue rd","SQ00237","ecan-00046",FALSE,"canterbury","ecan","rural","lowland",-44.2267801271643,171.407053905156
"pareora river brassells road","SQ00240","ecan-00044",FALSE,"canterbury","ecan","rural","lowland",-44.4587513874968,171.13781281718
"pareora river cave - pareora road","SQ00243","lawa-100450",FALSE,"canterbury","ecan","rural","lowland",-44.373429576665,170.976485886794
"glenfield stream sh79","SQ00257","lawa-100451",FALSE,"canterbury","ecan","rural","upland",-44.0918568519873,170.849366775519
"kakahu river earls rd","SQ00266","ecan-00035",FALSE,"canterbury","ecan","rural","lowland",-44.1891897026864,171.227491127832
"hook river upper hook road","SQ00272","lawa-100452",FALSE,"canterbury","ecan","forest","upland",-44.6453898795686,170.974060278035
"maerewhenua river pringles gully road","SQ00280","lawa-100453",FALSE,"canterbury","ecan","rural","upland",-44.944950630531,170.58902162659
"awakino river awakino road","SQ00282","lawa-100454",FALSE,"canterbury","ecan","rural","upland",-44.7360969323297,170.424753330336
"ahuriri river sh8","SQ00286","lawa-100455",FALSE,"canterbury","ecan","rural","upland",-44.4951339850605,169.764649476383
"quail burn henburn road","SQ00287","ecan-00013",FALSE,"canterbury","ecan","rural","upland",-44.4481300649671,169.927884310226
"jollies brook south branch jollies road","SQ00336","lawa-100456",FALSE,"canterbury","ecan","rural","lowland",-43.8609693683367,172.253547429537
"harts creek lochheads rd","SQ00366","lawa-100457",FALSE,"canterbury","ecan","forest","lowland",-43.8009414272106,172.297778372953
"ote makura stream valley road","SQ00424","lawa-100458",FALSE,"canterbury","ecan","forest","lowland",-42.4773679613381,173.52443408454
"aylmers stream aylmers valley road","SQ00491","lawa-100459",FALSE,"canterbury","ecan","rural","lowland",-43.8223493264632,172.969015556292
"hurunui river sh1","SQ00683","nrwqn-00059",FALSE,"canterbury","ecan","rural","lowland",-42.9004129138632,173.100256482659
"balguerie stream stoney bay road","SQ00684","lawa-100460",FALSE,"canterbury","ecan","forest","upland",-43.8129022576767,172.983075433958
"grehan stream rue grehan","SQ00685","lawa-100461",FALSE,"canterbury","ecan","forest","lowland",-43.8055503418219,172.992558133267
"omarama stream sh8","SQ10005","ecan-00117",FALSE,"canterbury","ecan","forest","upland",-44.4898317092287,169.957668950886
"hakataramea river wrights crossing road","SQ10063","lawa-100462",FALSE,"canterbury","ecan","rural","upland",-44.6605218824706,170.601755692981
"mckinnons stream wallaces bridge","SQ26221","ecan-00065",FALSE,"canterbury","ecan","urban","lowland",-44.1521484301623,171.480380494462
"forks stream u/s sh8","SQ26368","ecan-00128",FALSE,"canterbury","ecan","rural","upland",-44.000725375594,170.411869590627
"irishman creek u/s sh8","SQ26369","ecan-00129",FALSE,"canterbury","ecan","rural","upland",-44.0873506144388,170.348796015335
"leader river u/s sh1","SQ30011","ecan-00130",FALSE,"canterbury","ecan","rural","lowland",-42.6875872916473,173.302487731526
"pahau river sh7","SQ30103","ecan-00133",FALSE,"canterbury","ecan","rural","upland",-42.797563944614,172.828955215532
"waipara river u/s teviotdale bridge","SQ30162","ecan-00070",FALSE,"canterbury","ecan","rural","lowland",-43.1278646888299,172.778902375745
"ashley river 50m u/s sh1","SQ30175","ecan-00071",FALSE,"canterbury","ecan","rural","lowland",-43.2768152586731,172.688643197524
"ashley river u/s ashley gorge rd","SQ30184","ecan-00134",FALSE,"canterbury","ecan","forest","upland",-43.2279572476556,172.228581147845
"waikuku stream d/s sh1","SQ30222","ecan-00072",FALSE,"canterbury","ecan","rural","lowland",-43.2896237670408,172.685238044038
"ka putahi/kaputone creek crn belfast and blakes road","SQ30305","lawa-102235",FALSE,"canterbury","ecan","rural","lowland",-43.4521937116552,172.639706390701
"cam river u/s bramleys road","SQ30369","ecan-00080",FALSE,"canterbury","ecan","rural","lowland",-43.3433888423596,172.636995813286
"south brook u/s marsh rd","SQ30390","ecan-00148",FALSE,"canterbury","ecan","urban","lowland",-43.3250996233005,172.602311594076
"cust river u/s skewbridge road","SQ30400","ecan-00081",FALSE,"canterbury","ecan","rural","lowland",-43.3713567159681,172.628944258392
"cust river tippings rd","SQ30406","lawa-100471",FALSE,"canterbury","ecan","rural","lowland",-43.3028479066796,172.355769078127
"opara stream okains bay road","SQ32603","lawa-100465",FALSE,"canterbury","ecan","rural","lowland",-43.7257694453332,173.001770898176
"kaiapoi river u/s harpers road","SQ32943","lawa-100475",FALSE,"canterbury","ecan","rural","lowland",-43.4244280315712,172.56521827859
"kowhai river 100m u/s sh1","SQ33270","ecan-00102",FALSE,"canterbury","ecan","rural","lowland",-42.4154852651802,173.631868766433
"lyell creek at mill road","SQ33274","ecan-00176",FALSE,"canterbury","ecan","rural","lowland",-42.3765111944835,173.678720369756
"french farm stream french farm valley road","SQ33417","lawa-100466",FALSE,"canterbury","ecan","rural","lowland",-43.7778094464382,172.898721602215
"pigeon bay stream innes road","SQ30691","lawa-100464",FALSE,"canterbury","ecan","rural","lowland",-43.7112028998677,172.899337545717
"kaituna stream off kaituna valley road","SQ30782","ecan-00084",FALSE,"canterbury","ecan","rural","lowland",-43.7564555430136,172.682471130228
"selwyn river u/s coes ford bridge","SQ30916","ecan-00086",FALSE,"canterbury","ecan","rural","lowland",-43.6961298123559,172.412879789812
"selwyn river u/s whitecliffs rd","SQ30928","ecan-00088",FALSE,"canterbury","ecan","rural","upland",-43.4613290495938,171.892979434991
"hanmer road drain lake road","SQ30975","ecan-00090",FALSE,"canterbury","ecan","rural","lowland",-43.7517993594538,172.37179043252
"boggy creek u/s lake road","SQ30976","ecan-00091",FALSE,"canterbury","ecan","rural","lowland",-43.7655479551051,172.357850515526
"spring creek u/s sh8","SQ10206","ecan-00122",FALSE,"canterbury","ecan","rural","upland",-44.3387106103236,170.022382740223
"twizel river sh8 bridge","SQ10272","ecan-00005",FALSE,"canterbury","ecan","forest","upland",-44.2584743150791,170.110539265833
"mary burn d/s sh8","SQ10275","ecan-00123",FALSE,"canterbury","ecan","rural","upland",-44.1748838871789,170.323268662045
"otematata river sh83","SQ10301","ecan-00124",FALSE,"canterbury","ecan","rural","upland",-44.6045386487108,170.202876326489
"ashburton river at sh1","SQ20104","ecan-00014",FALSE,"canterbury","ecan","urban","lowland",-43.9095209565713,171.738744417191
"south opuha river clayton road","SQ20207","lawa-100473",FALSE,"canterbury","ecan","rural","upland",-43.9934268296413,170.846788917307
"opihi river at fairlie - sh79","SQ20232","ecan-00031",FALSE,"canterbury","ecan","rural","upland",-44.0966091934989,170.834816706889
"opihi river sh1","SQ20243","ecan-00033",FALSE,"canterbury","ecan","rural","lowland",-44.26306623174,171.26966722126
"temuka river sh1","SQ20250","ecan-10033",FALSE,"canterbury","ecan","rural","lowland",-44.2537135132052,171.275748094616
"waihi river te awa road","SQ20325","lawa-100474",FALSE,"canterbury","ecan","rural","lowland",-44.2113228445277,171.267251851222
"opuha river skipton bridge","SQ20375","nrwqn-00008",FALSE,"canterbury","ecan","rural","upland",-44.0805796231422,170.978838558471
"petries drain canal road","SQ20541","ecan-00182",FALSE,"canterbury","ecan","rural","lowland",-44.2081917534209,171.379688390064
"rhodes stream rolleston road","SQ20549","lawa-100477",FALSE,"canterbury","ecan","rural","lowland",-44.2073104671496,171.384279914981
"ohapi creek guild rd","SQ21045","ecan-00178",FALSE,"canterbury","ecan","forest","lowland",-44.2152131930692,171.32631762896
"ohapi creek south branch guild rd","SQ21046","ecan-00179",FALSE,"canterbury","ecan","forest","lowland",-44.2159607438904,171.325095232981
"ohapi creek upstream orari river confluence","SQ21047","ecan-00052",FALSE,"canterbury","ecan","rural","lowland",-44.2399269167372,171.386471284131
"orakipaoa creek milford lagoon rd","SQ21049","ecan-00053",FALSE,"canterbury","ecan","rural","lowland",-44.2639841523325,171.336934555297
"waikakahi stream cock & hen road","SQ21160","ecan-00054",FALSE,"canterbury","ecan","rural","lowland",-44.871471120161,170.965024215105
"waikakahi stream te maiharoa road","SQ21254","ecan-00183",FALSE,"canterbury","ecan","rural","lowland",-44.9163014487447,171.09499556633
"waikakahi stream old ferry road","SQ21255","lawa-100476",FALSE,"canterbury","ecan","rural","lowland",-44.8904881714994,171.034245077109
"whitneys creek carrolls rd","SQ21289","ecan-00055",FALSE,"canterbury","ecan","rural","lowland",-44.8990727578079,171.122406750752
"buchanans creek upstream confluence waihao river","SQ21292","ecan-00057",FALSE,"canterbury","ecan","rural","lowland",-44.7753082562782,171.152927657569
"coopers creek sh72","SQ21309","ecan-00062",FALSE,"canterbury","ecan","forest","upland",-44.0155449931473,171.277695291966
"te ngawai river te ngawai road bridge","SQ23005","ecan-00040",FALSE,"canterbury","ecan","rural","lowland",-44.2452220515561,171.116120305487
"station stream clayton rd","SQ26171","lawa-100463",FALSE,"canterbury","ecan","rural","upland",-43.9714963468258,170.862409756107
"kahutara river at dairy farm rd","SQ35172","ecan-00160",FALSE,"canterbury","ecan","rural","lowland",-42.4081575233949,173.541717802496
"birdlings brook lochheads rd","SQ35180","lawa-100467",FALSE,"canterbury","ecan","rural","lowland",-43.7899220222372,172.31236785229
"gentleman smith stream at hakatere-heron road","SQ35874","ecan-00170",FALSE,"canterbury","ecan","rural","upland",-43.5374144020876,171.184322593976
"okarahia stream u/s sh1","SQ33899","ecan-00154",FALSE,"canterbury","ecan","forest","lowland",-42.5420066479243,173.450541729351
"waipara river at laidmore rd","SQ33962","ecan-00104",FALSE,"canterbury","ecan","rural","upland",-43.0594437966749,172.589733664695
"taranaki creek u/s preeces rd","SQ34191","ecan-00106",FALSE,"canterbury","ecan","rural","lowland",-43.3048006696495,172.688770481981
"warren creek u/s rorrisons road","SQ34412","ecan-00107",FALSE,"canterbury","ecan","rural","lowland",-42.3919663301672,173.672956353846
"purau stream purau port levey road","SQ34624","lawa-100481",FALSE,"canterbury","ecan","rural","lowland",-43.6443020613177,172.751974044837
"grey river mt grey road","SQ36032","lawa-100472",FALSE,"canterbury","ecan","rural","upland",-43.1711061223119,172.488621843632
"aparima river at thornbury","Aparima River at Thornbury","es-00072",FALSE,"southland","es","rural","lowland",-46.2859273277536,168.082923403251
"oreti river at wallacetown","Oreti River at Wallacetown","es-00112",FALSE,"southland","es","rural","lowland",-46.3263007993515,168.266192874427
"otautau stream at otautau","Otautau Stream at Otautau","es-00113",FALSE,"southland","es","rural","lowland",-46.14187450743,167.990825174332
"waiau river at sunnyside","Waiau River at Sunnyside","es-00121",FALSE,"southland","es","forest","lowland",-45.7986974283497,167.640024852344
"waimea stream at mandeville","Waimea Stream at Mandeville","es-00130",FALSE,"southland","es","rural","lowland",-45.9872387968892,168.801093080172
"waimeamea river at young road","Waimeamea River at Young Road","es-00131",FALSE,"southland","es","forest","lowland",-46.2589619839688,167.740062416313
"waituna creek at marshall road","Waituna Creek at Marshall Road","es-00135",FALSE,"southland","es","rural","lowland",-46.5202487334586,168.542712519181
"aparima river at dunrobin","Aparima River at Dunrobin","es-00004",FALSE,"southland","es","forest","upland",-45.737409990996,168.1203806593
"irthing stream at ellis road","Irthing Stream at Ellis Road","es-00013",FALSE,"southland","es","rural","upland",-45.6796047663668,168.425875807601
"mataura river at gore","Mataura River at Gore","es-00037",FALSE,"southland","es","urban","lowland",-46.1002193469584,168.949448755793
"mataura river at parawa","Mataura River at Parawa","es-00024",FALSE,"southland","es","rural","upland",-45.5594017593903,168.561467430689
"orauea river at orawia pukemaori road","Orauea River at Orawia Pukemaori Road","es-00061",FALSE,"southland","es","rural","lowland",-46.0772372324477,167.791628968043
"oreti river at three kings","Oreti River at Three Kings","es-00009",FALSE,"southland","es","rural","upland",-45.4471272879787,168.136247769802
"otapiri stream at otapiri gorge","Otapiri Stream at Otapiri Gorge","es-00046",FALSE,"southland","es","rural","lowland",-46.0005077984258,168.45767333948
"bog burn d/s hundred line road","Bog Burn d/s Hundred Line Road","es-00048",FALSE,"southland","es","rural","lowland",-46.0623949587389,168.234734679969
"cascade stream at pourakino valley road","Cascade Stream at Pourakino Valley Road","es-00006",FALSE,"southland","es","forest","lowland",-46.249498924569,167.935858078261
"cromel stream at selbie road","Cromel Stream at Selbie Road","es-00012",FALSE,"southland","es","forest","upland",-45.5813773655988,168.37384442081
"dunsdale stream at dunsdale reserve","Dunsdale Stream at Dunsdale Reserve","es-00016",FALSE,"southland","es","forest","lowland",-46.1347057505432,168.601870071154
"hamilton burn at affleck road","Hamilton Burn at Affleck Road","es-00164",FALSE,"southland","es","rural","upland",-45.7848090419463,168.191258548416
"hedgehope stream 20m u/s makarewa confl","Hedgehope Stream 20m u/s Makarewa Confl","es-00165",FALSE,"southland","es","rural","lowland",-46.2667698347913,168.453503410746
"lill burn at lill burn-monowai road","Lill Burn at Lill Burn-Monowai Road","es-00166",FALSE,"southland","es","forest","lowland",-46.0024211861941,167.669296552426
"longridge stream at sandstone","Longridge Stream at Sandstone","es-00065",FALSE,"southland","es","rural","upland",-45.8863808434473,168.60145273655
"makarewa river at lora gorge road","Makarewa River at Lora Gorge Road","es-00047",FALSE,"southland","es","rural","lowland",-46.0666514266213,168.482654787264
"makarewa river at wallacetown","Makarewa River at Wallacetown","es-00015",FALSE,"southland","es","rural","lowland",-46.3297954257162,168.299116272918
"mararoa river at weir road","Mararoa River at Weir Road","es-00002",FALSE,"southland","es","rural","upland",-45.6061614579925,167.702255644554
"mataura river 200m d/s mataura bridge","Mataura River 200m d/s Mataura Bridge","es-00022",FALSE,"southland","es","rural","lowland",-46.1985696291369,168.863521606528
"mataura river at mataura island bridge","Mataura River at Mataura Island Bridge","es-00021",FALSE,"southland","es","rural","lowland",-46.3890685346813,168.777560827914
"mimihau stream tributary at venlaw forest","Mimihau Stream Tributary at Venlaw Forest","es-00029",FALSE,"southland","es","forest","upland",-46.3096253091344,169.082228480021
"mimihau stream at wyndham","Mimihau Stream at Wyndham","es-00044",FALSE,"southland","es","rural","lowland",-46.3211744547906,168.860121400877
"mokoreta river at wyndham river road","Mokoreta River at Wyndham River Road","es-00028",FALSE,"southland","es","rural","lowland",-46.3585169685426,168.843464801531
"mokotua stream at awarua","Mokotua Stream at Awarua","es-00054",FALSE,"southland","es","rural","lowland",-46.5421399463717,168.433873252685
"oreti river at lumsden bridge","Oreti River at Lumsden Bridge","es-00011",FALSE,"southland","es","rural","upland",-45.7162088027125,168.427766948936
"otamita stream at mandeville","Otamita Stream at Mandeville","es-00030",FALSE,"southland","es","rural","lowland",-45.9980415193623,168.824180709994
"otautau stream at otautau-tuatapere road","Otautau Stream at Otautau-Tuatapere Road","es-00008",FALSE,"southland","es","rural","lowland",-46.1266337620799,167.977089360567
"otautau stream at waikouro","Otautau Stream at Waikouro","es-00053",FALSE,"southland","es","rural","lowland",-46.0991876074267,167.962184806747
"otepuni creek at nith street","Otepuni Creek at Nith Street","es-00019",FALSE,"southland","es","urban","lowland",-46.414114105061,168.350410301998
"oteramika stream at seaward downs","Oteramika Stream at Seaward Downs","es-00036",FALSE,"southland","es","rural","lowland",-46.3828106047144,168.761227184044
"sandstone stream at kingston crossing rd","Sandstone Stream at Kingston Crossing Rd","es-00068",FALSE,"southland","es","rural","lowland",-45.9392403133049,168.729456510051
"tokanui river at fortrose otara road","Tokanui River at Fortrose Otara Road","es-00064",FALSE,"southland","es","rural","lowland",-46.6214459867044,168.879668108632
"upukerora river at te anau milford road","Upukerora River at Te Anau Milford Road","es-00043",FALSE,"southland","es","forest","upland",-45.4101606598051,167.74121317168
"waiau river at tuatapere","Waiau River at Tuatapere","es-00001",FALSE,"southland","es","rural","lowland",-46.1307733359097,167.685996922745
"waihopai river u/s queens drive","Waihopai River u/s Queens Drive","es-00018",FALSE,"southland","es","rural","lowland",-46.3847497460943,168.366722870716
"waikaia river at waikaia","Waikaia River at Waikaia","es-00042",FALSE,"southland","es","rural","upland",-45.7226284184622,168.841892089722
"waikaia river at waipounamu bridge road","Waikaia River at Waipounamu Bridge Road","es-00025",FALSE,"southland","es","rural","lowland",-45.8519215328535,168.792988864516
"waikaia river u/s piano flat","Waikaia River u/s Piano Flat","es-00026",FALSE,"southland","es","rural","upland",-45.5496419462252,169.02887492495
"waikaka stream at gore","Waikaka Stream at Gore","es-00027",FALSE,"southland","es","rural","lowland",-46.1074572965357,168.954301132957
"waikawa river at progress valley","Waikawa River at Progress Valley","es-00034",FALSE,"southland","es","rural","lowland",-46.5742168489349,169.146731113072
"waikiwi stream at north road","Waikiwi Stream at North Road","es-00017",FALSE,"southland","es","rural","lowland",-46.3629448040163,168.34671453597
"waikopikopiko stream at haldane curiobay","Waikopikopiko Stream at Haldane CurioBay","es-00033",FALSE,"southland","es","forest","lowland",-46.629711242192,169.023215881862
"waimatuku stream at lorneville riverton hwy","Waimatuku Stream at Lorneville Riverton Hwy","es-00035",FALSE,"southland","es","rural","lowland",-46.2995424429551,168.172389275987
"wairaki river at blackmount road","Wairaki River at Blackmount Road","es-00167",FALSE,"southland","es","rural","lowland",-45.9348877203632,167.699734330932
"whitestone river d/s manapouri-hillside","Whitestone River d/s Manapouri-Hillside","es-00062",FALSE,"southland","es","rural","upland",-45.530665015226,167.754617897032
"winton stream at lochiel","Winton Stream at Lochiel","es-00014",FALSE,"southland","es","rural","lowland",-46.1994833846124,168.303033200888
"aparima river at otautau","Aparima River at Otautau","es-00040",FALSE,"southland","es","rural","lowland",-46.1327011904303,168.000036034437
"eglington river at mckay creek confluence","Eglington River at McKay Creek Confluence","lawa-100168",FALSE,"southland","es","forest","upland",-45.0653652249383,167.988279108182
"hamilton burn at goodall road","Hamilton Burn at Goodall Road","lawa-100169",FALSE,"southland","es","rural","upland",-45.7088177046552,168.153428817322
"hedgehope stream at block road","Hedgehope Stream at Block Road","lawa-100170",FALSE,"southland","es","rural","lowland",-46.2119634599362,168.54804591368
"hillpoint stream at waikana road","Hillpoint Stream at Waikana Road","lawa-100171",FALSE,"southland","es","rural","upland",-45.9436272870707,168.164546088562
"home creek at manapouri","Home Creek at Manapouri","lawa-100172",FALSE,"southland","es","rural","upland",-45.564242968548,167.632711996944
"lill burn at hindley road","Lill Burn at Hindley Road","lawa-100173",FALSE,"southland","es","forest","lowland",-45.993468858518,167.540672716654
"makarewa river at king road","Makarewa River at King Road","lawa-100174",FALSE,"southland","es","rural","lowland",-46.1043476928819,168.490362704306
"makarewa river at winton - hedgehope hwy","Makarewa River at Winton - Hedgehope Hwy","lawa-100175",FALSE,"southland","es","rural","lowland",-46.2145928335753,168.498521815345
"makarewa river u/s hedgehope confluence","Makarewa River u/s Hedgehope Confluence","lawa-100176",FALSE,"southland","es","rural","lowland",-46.2635985511734,168.452753835421
"mararoa river at kiwiburn","Mararoa River at Kiwiburn","lawa-100177",FALSE,"southland","es","rural","upland",-45.3489059670365,168.126061469392
"mataura river at garston","Mataura River at Garston","es-00038",FALSE,"southland","es","rural","upland",-45.4628138280563,168.683824136677
"mataura river at keowns road bridge","Mataura River at Keowns Road Bridge","lawa-100178",FALSE,"southland","es","rural","upland",-45.8021511676256,168.652525194834
"mataura river at pyramid bridge","Mataura River at Pyramid Bridge","lawa-100179",FALSE,"southland","es","rural","lowland",-45.9116949796107,168.813921776658
"mckay creek at milford road","McKay Creek at Milford Road","lawa-100181",FALSE,"southland","es","forest","upland",-45.0646826409582,167.993432530832
"mokoreta river at egremont road","Mokoreta River at Egremont Road","lawa-100184",FALSE,"southland","es","rural","lowland",-46.3627528533851,169.151713966961
"north etal stream u/s dunrobin valley rd","North Etal Stream u/s Dunrobin Valley Rd","lawa-100185",FALSE,"southland","es","rural","upland",-45.748722048527,168.030314615309
"oreti river at benmore","Oreti River at Benmore","lawa-100186",FALSE,"southland","es","rural","lowland",-45.9519463769244,168.325608749176
"oreti river at mckellars flat","Oreti River at McKellars Flat","lawa-100187",FALSE,"southland","es","rural","upland",-45.3279825647954,168.208334145017
"otapiri stream at anderson road","Otapiri Stream at Anderson Road","lawa-100190",FALSE,"southland","es","rural","lowland",-46.1465755474191,168.487025039856
"pig creek at borland lodge","Pig Creek at Borland Lodge","lawa-100191",FALSE,"southland","es","forest","upland",-45.7752235593415,167.533244518702
"pourakino river at ermedale road","Pourakino River at Ermedale Road","es-00007",FALSE,"southland","es","forest","lowland",-46.2405659840732,167.958736314117
"pourakino river at jubilee hill road","Pourakino River at Jubilee Hill Road","lawa-100192",FALSE,"southland","es","forest","lowland",-46.1956255878588,167.919887695107
"rowallan burn east at rowallan road","Rowallan Burn East at Rowallan Road","lawa-100193",FALSE,"southland","es","forest","lowland",-46.1388521795938,167.519570683699
"silver stream at lora gorge road","Silver Stream at Lora Gorge Road","lawa-100194",FALSE,"southland","es","rural","lowland",-46.0651225249199,168.477917630687
"taringatura creek at taromaunga","Taringatura Creek at Taromaunga","lawa-100195",FALSE,"southland","es","rural","upland",-45.8501522848173,168.149215275531
"thicket burn at lake hauroko road","Thicket Burn at Lake Hauroko Road","lawa-100196",FALSE,"southland","es","forest","lowland",-46.0068666364181,167.454064612886
"trenders creek at hall road","Trenders Creek at Hall Road","lawa-100198",FALSE,"southland","es","rural","lowland",-46.071295613488,168.52144801634
"waianiwa creek 1 at lornville riverton highway","Waianiwa Creek 1 at Lornville Riverton Highway","lawa-100199",FALSE,"southland","es","rural","lowland",-46.3163052518484,168.242075575188
"waiau river 100m u/s clifden bridge","Waiau River 100m u/s Clifden Bridge","lawa-100200",FALSE,"southland","es","forest","lowland",-46.0299493906132,167.719784575101
"waimatuku stream at rance rd","Waimatuku Stream at Rance Rd","lawa-100201",FALSE,"southland","es","rural","lowland",-46.3468020962483,168.152076949032
"winton stream at benmore - otapiri road","Winton Stream at Benmore - Otapiri Road","lawa-100202",FALSE,"southland","es","rural","lowland",-45.9742787697396,168.366186948626
"moffat creek at moffat road","Moffat Creek at Moffat Road","es-00106",FALSE,"southland","es","rural","lowland",-46.5401704522622,168.57029804379
"dipton stream at south hillend-dipton rd","Dipton Stream at South Hillend-Dipton Rd","es-00163",FALSE,"southland","es","rural","lowland",-45.9827622824049,168.312332032032
"hikuwai river at willowflat","Hikuwai River at Willowflat","gdc-00004",FALSE,"gisborne","gdc","rural","lowland",-38.29225747,178.26918382
"mangatu river at omapere station","Mangatu River at Omapere Station","gdc-00010",FALSE,"gisborne","gdc","rural","lowland",-38.37861727,177.79314223
"te arai river at pykes weir","Te Arai River at Pykes Weir","gdc-00017",FALSE,"gisborne","gdc","rural","lowland",-38.7594811,177.81765186
"waihuka river at no3 br","Waihuka River at No3 Br","lawa-100715",FALSE,"gisborne","gdc",NA,"unstated",-38.4631994,177.73397943
"waikohu river at mahaki station","Waikohu River at Mahaki Station","gdc-00021",FALSE,"gisborne","gdc","rural","lowland",-38.42684599,177.7223845
"waikohu river at no3 br","Waikohu River at No3 Br","lawa-100378",FALSE,"gisborne","gdc",NA,"unstated",-38.45482923,177.77989206
"waimata river at goodwins rd bridge","Waimata River at Goodwins Rd Bridge","gdc-00022",FALSE,"gisborne","gdc","rural","lowland",-38.63968344,178.06823401
"waimata river at monowai bridge","Waimata River at Monowai Bridge","gdc-00023",FALSE,"gisborne","gdc","rural","lowland",-38.51418655,178.04028432
"waingaromia river at terrace station","Waingaromia River at Terrace Station","gdc-00024",FALSE,"gisborne","gdc","rural","lowland",-38.359148,177.93349507
"waipaoa river at kanakanaia","Waipaoa River at Kanakanaia","gdc-00027",FALSE,"gisborne","gdc","rural","lowland",-38.46156491,177.8766788
"waipaoa river at matawhero bridge","Waipaoa River at Matawhero Bridge","gdc-00028",FALSE,"gisborne","gdc","rural","lowland",-38.65370647,177.91769479
"wharekopae river at rangimoe","Wharekopae River at Rangimoe","gdc-00030",FALSE,"gisborne","gdc","rural","lowland",-38.54675218,177.65955182
"mangaheia river at paroa road bridge","Mangaheia River at Paroa Road Bridge","gdc-00008",FALSE,"gisborne","gdc","rural","lowland",-38.34737089,178.24910813
