"CouncilSiteID","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Catchment","Landcover","Altitude","AltitudeCl"
"DN6","Mataura at Parawa (NRWQN) (DN6)","es-00024",15025929,"southland","niwa","upland","Rural",-45.5582504272461,168.561233520508,"2019-07-11",NA,"Rural",429.333333333333,"Upland"
"DN7","Oreti at Lumsden (NRWQN) (DN7)","es-00011",15033324,"southland","niwa","upland","Rural",-45.7162437438965,168.428131103516,"2019-07-11",NA,"Rural",213,"Upland"
"DN8","Oreti at Riverton HW Br. (NRWQN) (DN8)","es-00010",15057908,"southland","niwa","Lowland","Rural",-46.3262634277344,168.265930175781,"2019-07-11",NA,"Rural",9,"Lowland"
"DN9","Waiau at Tuatapere (NRWQN) (DN9)","es-00001",15052505,"southland","niwa","lowland","Rural",-46.1302833557129,167.685806274414,"2019-07-11",NA,"Forest",22,"Lowland"
"DO047598","omanawa at sh29","ebop-00013",4002044,"bay of plenty","boprc","lowland","Forest",-37.7545342603477,176.070120033999,"03-Jul-2020","wairoa","Forest",29,"Lowland"
"DO686858","waimapu 100m d/s sh29","ebop-00033",4001685,"bay of plenty","boprc","lowland","Rural",-37.7381884351537,176.141918776596,"03-Jul-2020","waimapu","Rural",20.6666666666667,"Lowland"
"DO712717","waimapu at pukemapu rd","ebop-00032",4001763,"bay of plenty","boprc","lowland","Rural",-37.7507801226566,176.14544731734,"03-Jul-2020","waimapu","Rural",41,"Lowland"
"Doctors Creek Upstream Taylor","doctors creek upstream taylor","mdc-00008",11018976,"marlborough","mdc","lowland","Rural",-41.51472761,173.94246076,"03-Jul-2020","unstated","Rural",6,"Lowland"
"DP281304","wairoa at sh2","ebop-00037",4001207,"bay of plenty","boprc","lowland","Forest",-37.6992169435331,176.094403671783,"03-Jul-2020","wairoa","Forest",19,"Lowland"
"DP784306","kopurererua at sh2","ebop-00006",4001195,"bay of plenty","boprc","lowland","Urban",-37.6975746328178,176.151257931251,"03-Jul-2020","kopurererua","Rural",19,"Lowland"
"Duck Ck @ Kokatahi-Kowhitirangi Rd Br","duck ck @ kokatahi-kowhitirangi rd br","wcrc-00013",12035323,"west coast","wcrc","lowland","Rural",-42.83256048,171.03231518,"03-Jul-2020","hokitika river","Rural",26,"Lowland"
"Duncan Stream at Outlet","duncan stream at outlet","mdc-00007",11011381,"marlborough","mdc","lowland","Rural",-41.28193721,173.90219322,"03-Jul-2020","unstated","Rural",257,"Upland"
"Dunsdale Stream at Dunsdale Reserve","dunsdale stream at dunsdale reserve","es-00016",15051163,"southland","es","lowland","Forest",-46.1347057505432,168.601870071154,"03-Jul-2020","oreti river","Forest",161,"Upland"
"Dunstan Creek at Beattie Road","dunstan creek at beattie road","orc-00012",14022310,"otago","orc","upland","Rural",-44.93943275,169.76486579,"03-Jul-2020","unstated","Forest",437,"Upland"
"EK598179","puarenga at fri","ebop-00019",4013244,"bay of plenty","boprc","upland","Rural",-38.1564389941754,176.263799380814,"03-Jul-2020","kaituna","Rural",294.5,"Upland"
"EL174017","ngongotaha at sh36","ebop-00010",4010395,"bay of plenty","boprc","upland","Rural",-38.0823576072631,176.212205642004,"03-Jul-2020","kaituna","Rural",369.25,"Upland"
"Ellis Ck @ 50m d/s Ferry Rd Br","ellis ck @ 50m d/s ferry rd br","wcrc-00020",12037749,"west coast","wcrc","lowland","Rural",-42.98688033,170.703026,"03-Jul-2020","waitaha","Rural",9.66666666666667,"Lowland"
"Enaki Stream D/S site for Riparian","enaki stream upstream of mangatarere stream confluence","lawa-100394",9007826,"wellington","gwrc","lowland","Rural",-41.02534566,175.49726909,"03-Jul-2020","unstated","Rural",71,"Lowland"
"EO451883","waitao at waitao rd","ebop-00039",4001499,"bay of plenty","boprc","lowland","Rural",-37.7336210997026,176.228499689903,"03-Jul-2020","waitao area","Rural",37,"Lowland"
"EP623312","rocky at mangatawa lane","ebop-00023",4001210,"bay of plenty","boprc","lowland","Rural",-37.6944799012024,176.246312200819,"03-Jul-2020","maungatawa area","Rural",15,"Lowland"
"Esk River at Berry Road","176","hbrc-00022",8018541,"hawkes bay","hbrc","upland","Rural",-39.2294717695501,176.796762547934,"03-Jul-2020","esk river","Rural",304.5,"Upland"
"Esk River at Waipunga Bridge","182","hbrc-00002",8021730,"hawkes bay","hbrc","lowland","Rural",-39.3853701500731,176.821159325303,"03-Jul-2020","esk river","Rural",247,"Upland"
"FL230406","ohau channel at sh33","ebop-00012",4009042,"bay of plenty","boprc","upland","Rural",-38.0439971161231,176.330840055897,"03-Jul-2020","kaituna","Rural",286,"Upland"
"FL356693","kaituna at rotoiti outlet","ebop-00007",4008095,"bay of plenty","boprc","upland","Rural",-38.0177585587837,176.343976823451,"03-Jul-2020","kaituna","Rural",323,"Upland"
"Flaxbourne River at Quarry","flaxbourne river at quarry","mdc-00009",11028010,"marlborough","mdc","lowland","Rural",-41.83359628,174.17396926,"03-Jul-2020","unstated","Rural",127,"Lowland"
"FN834668","kaituna at maungarangi rd","ebop-00003",4003662,"bay of plenty","boprc","lowland","Rural",-37.8384673935175,176.390192548793,"03-Jul-2020","kaituna","Rural",19,"Lowland"
"FO620177","kaituna at te matai","ebop-00057",4002830,"bay of plenty","boprc","lowland","Rural",-37.7934217549296,176.363800997398,"03-Jul-2020","kaituna","Rural",8.7598183155075,"Lowland"
"Ford Ck @ Blackball-Taylorville Rd","ford ck @ blackball-taylorville rd","wcrc-00004",12026540,"west coast","wcrc","lowland","Forest",-42.37775303,171.41290187,"03-Jul-2020","grey river","Forest",72,"Lowland"
"Fraser at Marshall Road","fraser river at marshall road","orc-00013",14039213,"otago","orc","lowland","Rural",-45.24738821,169.35625335,"03-Jul-2020","unstated","Rural",141,"Lowland"
"GJ662805","tarawera at lake outlet","ebop-00051",4014379,"bay of plenty","boprc","upland","Forest",-38.1832613030459,176.500596760016,"03-Jul-2020","tarawera","Forest",531.5,"Upland"
"GM781934","pongakawa at pumphouse","ebop-00047",4005113,"bay of plenty","boprc","lowland","Rural",-37.9013550234117,176.500737085208,"03-Jul-2020","pongakawa","Rural",45,"Lowland"
"GN849464","pongakawa at old coach rd","ebop-00017",4004139,"bay of plenty","boprc","lowland","Rural",-37.8534811960477,176.506195407174,"03-Jul-2020","pongakawa","Rural",103,"Lowland"
"GN922883","pongakawa at sh2","ebop-00016",4003250,"bay of plenty","boprc","lowland","Rural",-37.8155217087343,176.512698416166,"03-Jul-2020","pongakawa","Rural",17,"Lowland"
"Graham River at Road Bridge","graham river at road bridge","mdc-00010",11011032,"marlborough","mdc","lowland","Forest",-41.27076198,174.07392726,"03-Jul-2020","unstated","Forest",14,"Lowland"
"Groom at Maitai Confluence","groom at maitai confluence","ncc-00018",10010859,"nelson","ncc","lowland","Forest",-41.2881737,173.32561357,"03-Jul-2020","unstated","Forest",1,"Lowland"
"GS1","Waipaoa at Kanakanaia (NRWQN) (GS1)","gdc-00027",5010399,"gisborne","niwa","Upland","Rural",-38.4685478210449,177.881820678711,"2019-07-11",NA,"Rural",177,"Upland"
"GS2","Waikohu at No. 1 Br. (NRWQN) (GS2)","nrwqn-00011",5009160,"gisborne","niwa","upland","Rural",-38.4150047302246,177.561676025391,"2019-07-11",NA,"Rural",517,"Upland"
"GS3","Motu at Waitangirua (NRWQN) (GS3)","nrwqn-00012",4016589,"bay of plenty","niwa","upland","Rural",-38.1997337341309,177.621002197266,"2019-07-11",NA,"Rural",630,"Upland"
"GS4","Motu at Houpoto (NRWQN) (GS4)","ebop-00045",4005222,"bay of plenty","niwa","lowland","Forest",-37.8636932373047,177.632278442383,"2019-07-11",NA,"Forest",139,"Lowland"
"GY1","Buller at Te Kuha (NRWQN) (GY1)","nrwqn-00053",12012463,"west coast","niwa","lowland","Forest",-41.8349266052246,171.699829101563,"2019-07-11",NA,"Forest",566,"Upland"
"GY2","Grey at Dobson (NRWQN) (GY2)","nrwqn-00051",12028095,"west coast","niwa","lowland","Forest",-42.453540802002,171.297882080078,"2019-07-11",NA,"Forest",13,"Lowland"
"GY3","Grey at Waipuna (NRWQN) (GY3)","nrwqn-00052",12025710,"west coast","niwa","upland","Forest",-42.3544578552246,171.786163330078,"2019-07-11",NA,"Forest",243,"Upland"
"GY4","Haast at Roaring Billy (NRWQN) (GY4)","nrwqn-00050",12052271,"otago","niwa","lowland","Forest",-43.9424743652344,169.297927856445,"2019-07-11",NA,"Forest",942,"Upland"
"Haast at Roaring Billy","haast at roaring billy","nrwqn-00050",12052271,"otago","orc","upland","Forest",-43.93995405,169.2968615,"03-Jul-2020","unstated","Forest",942,"Upland"
"HALS03","nottingham stream at candys road","ccc-00036",48172,"canterbury","ecan","lowland","Rural",-43.5960820755419,172.560469911407,"03-Jul-2020","6781700","Rural",0,"Lowland"
"HALS04","halswell river at akaroa highway (tai tapu road)","ccc-00038",48844,"canterbury","ecan","lowland","Rural",-43.6083092292221,172.559316723578,"03-Jul-2020","6780000","Rural",66,"Lowland"
"HALS05","knights stream at sabys road","ccc-00037",48525,"canterbury","ecan","lowland","Rural",-43.5980955591596,172.550424215425,"03-Jul-2020","6780000","Rural",3,"Lowland"
"Hamanatua Stream at Okitu Bridge","hamanatua stream at okitu bridge","gdc-00032",5013269,"gisborne","gdc","lowland","Rural",-38.67822058,178.08004372,"03-Jul-2020","hamanatua","Rural",23,"Lowland"
"Hamilton Burn at Affleck Road","hamilton burn at affleck road","es-00164",15036486,"southland","es","upland","Rural",-45.7848090419463,168.191258548416,"03-Jul-2020","aparima river","Rural",244,"Upland"
"Hangaroa River at Doneraille Park","279","hbrc-00032",8003680,"hawkes bay","hbrc","lowland","Rural",-38.7334297866137,177.584339842185,"03-Jul-2020","wairoa river","Rural",439,"Upland"
"Harris Ck @ Mulvaney Rd","harris ck @ mulvaney rd","wcrc-00014",12035613,"west coast","wcrc","lowland","Rural",-42.8525437,171.0115477,"03-Jul-2020","hokitika river","Rural",15.5,"Lowland"
"Hautapu at Alabasters","hautapu at alabasters","hrc-00003",7023817,"horizons","hrc","upland","Rural",-39.6568799999999,175.78086,"03-Jul-2020","rangitikei","Rural",507,"Upland"
"Hautapu at d/s Taihape STP","hautapu at d/s taihape stp","lawa-101919",7024391,"horizons","hrc","upland","Rural",-39.68303099,175.816911,"03-Jul-2020","rangitikei","Rural",424.5,"Upland"
"Hautapu at Papakai Road Bridge","hautapu at papakai road bridge","lawa-100545",7024128,"horizons","hrc","upland","Rural",-39.6721439099999,175.8026666,"03-Jul-2020","rangitikei","Rural",443.25,"Upland"
"Hautapu at US Rangitikei River Conf","hautapu at us rangitikei river conf","hrc-00002",7026047,"horizons","hrc","upland","Rural",-39.7537599999999,175.83617,"03-Jul-2020","rangitikei","Rural",389,"Upland"
"Hawea at Camphill Bridge","hawea river at camphill bridge","orc-00015",14011901,"otago","orc","upland","Rural",-44.65045243,169.24640206,"03-Jul-2020","unstated","Forest",319,"Upland"
"HEATH01","heathcote river at ferrymead bridge","ccc-00027",47241,"canterbury","ecan","lowland","Urban",-43.559910251614,172.708799883464,"03-Jul-2020","6664100","Urban",1,"Lowland"
"HEATH02","heathcote river at tunnel road","ccc-00026",47145,"canterbury","ecan","lowland","Urban",-43.5563186448341,172.691268649199,"03-Jul-2020","6664000","Urban",2.67674636841,"Lowland"
"HEATH03","heathcote river at opawa road/clarendon terrace","ccc-00023",47078,"canterbury","ecan","lowland","Urban",-43.5556017193212,172.666472146971,"03-Jul-2020","6664000","Urban",8.55736923218,"Lowland"
"HEATH04","heathcote river at bowenvale avenue","ccc-00022",47708,"canterbury","ecan","lowland","Urban",-43.5720568323126,172.643184667368,"03-Jul-2020","6664700","Urban",7,"Lowland"
"HEATH05","cashmere stream at worsleys road","ccc-00020",47855,"canterbury","ecan","lowland","Urban",-43.5775960140065,172.616312750997,"03-Jul-2020","6664910","Urban",6,"Lowland"
"HEATH06","heathcote river at rose street","ccc-00018",47077,"canterbury","ecan","lowland","Urban",-43.5707152325921,172.612271040374,"03-Jul-2020","6664000","Urban",64,"Lowland"
"HEATH07","heathcote river at ferniehurst street","ccc-00021",47656,"canterbury","ecan","lowland","Urban",-43.5734881315978,172.617910682521,"03-Jul-2020","6664000","Urban",64,"Lowland"
"HEATH08","heathcote river at templetons road","ccc-00014",47128,"canterbury","ecan","lowland","Urban",-43.5617741065307,172.577833809996,"03-Jul-2020","6664000","Urban",18,"Lowland"
"HEATH09","haytons stream at retention basin","ccc-00015",47128,"canterbury","ecan","lowland","Urban",-43.5554877149543,172.579189062079,"03-Jul-2020","6664000","Urban",15,"Lowland"
"HEATH10","curletts road stream upstream of heathcote river","ccc-00016",47088,"canterbury","ecan","lowland","Urban",-43.5544930878685,172.590432667221,"03-Jul-2020","6664000","Urban",13,"Lowland"
"HEATH11","heathcote river at catherine street","ecan-10005",46901,"canterbury","ecan","lowland","Urban",-43.5532364348419,172.683104461899,"03-Jul-2020","6664000","Urban",2.64374089241,"Lowland"
"HEATH12","heathcote river at mackenzie avenue","ccc-00024",46901,"canterbury","ecan","lowland","Urban",-43.5528995571183,172.672043169022,"03-Jul-2020","6664000","Urban",6.68731880188,"Lowland"
"HEATH14","curletts road stream at motorway","ccc-00017",46905,"canterbury","ecan","lowland","Urban",-43.548646774227,172.58400022271,"03-Jul-2020","6664000","Urban",13,"Lowland"
"HEATH16","cashmere stream at sutherlands road","ccc-00019",48186,"canterbury","ecan","lowland","Rural",-43.5879724435027,172.579770063283,"03-Jul-2020","6664900","Rural",46,"Lowland"
"Hedgehope Stream 20m u/s Makarewa Confluence","hedgehope stream 20m u/s makarewa confl","es-00165",15056334,"southland","es","lowland","Rural",-46.2667698347913,168.453503410746,"03-Jul-2020","oreti river","Rural",29,"Lowland"
"Herehere Stream at Te Aute Road","310","hbrc-00067",8026084,"hawkes bay","hbrc","lowland","Rural",-39.6722056442898,176.866223188135,"03-Jul-2020","karamu","Rural",11,"Lowland"
"Heriot Burn at Park Hill Road","heriot burn at park hill road","orc-00017",14062378,"otago","orc","upland","Rural",-45.87150623,169.21244457,"03-Jul-2020","unstated","Rural",158,"Upland"
"Hikuwai River at No 4 Bridge","hikuwai river at no 4 bridge","gdc-00003",5006266,"gisborne","gdc","lowland","Rural",-38.20389326,178.25582994,"03-Jul-2020","uawa river","Rural",42.5,"Lowland"
"Hikuwai River at Willowflat","hikuwai river at willowflat","gdc-00004",5007406,"gisborne","gdc","lowland","Rural",-38.29225747,178.26918382,"03-Jul-2020","uawa river","Rural",134.333333333333,"Lowland"
"Hillwood at Glen Rd","hillwood at glen rd","ncc-00040",10009289,"nelson","ncc","lowland","Rural",-41.20348936,173.35949584,"03-Jul-2020","unstated","Rural",0,"Lowland"
"HM1","Waipa at Otewa (NRWQN) (HM1)","nrwqn-00040",3029287,"waikato","niwa","lowland","Rural",-38.2687072753906,175.348266601563,"2019-07-11",NA,"Rural",215,"Upland"
"HM2","Waipa at Whatawhata (NRWQN) (HM2)","nrwqn-00041",3017829,"waikato","niwa","lowland","Rural",-37.7985610961914,175.15185546875,"2019-07-11",NA,"Rural",21.75,"Lowland"
"HM3","Waikato at Hamilton Traffic Br. (NRWQN) (HM3)","ew-00124",3017804,"waikato","niwa","Lowland","Rural",-37.7922019958496,175.289093017578,"2019-07-11",NA,"Rural",40,"Lowland"
"HM4","Waikato at Rangiriri (NRWQN) (HM4)","nrwqn-00044",3010661,"waikato","niwa","lowland","Rural",-37.4320983886719,175.13151550293,"2019-07-11",NA,"Rural",13,"Lowland"
"HM5","Waihou at Te Aroha (NRWQN) (HM5)","nrwqn-00043",3013014,"waikato","niwa","lowland","Rural",-37.5466270446777,175.706771850586,"2019-07-11",NA,"Rural",40,"Lowland"
"HM6","Ohinemuri at Karangahake (NRWQN) (HM6)","nrwqn-00045",3010506,"waikato","niwa","lowland","Rural",-37.414794921875,175.715286254883,"2019-07-11",NA,"Rural",122.5660800934,"Lowland"
"HN674689","Waitahanui at Otamarakau Marae","ebop-00038",4003723,"bay of plenty","boprc","lowland","Rural",-37.8304503881097,176.598798594433,"03-Jul-2020","waitahanui","Rural",14,"Lowland"
"Hohonu Rv @ Mitchells-Kumara Rd Br","hohonu rv @ mitchells-kumara rd br","wcrc-00036",12031547,"west coast","wcrc","upland","Forest",-42.64485315,171.35324867,"03-Jul-2020","grey river","Forest",308,"Upland"
"Hohonu Rv @ Mouth","hohonu rv @ mouth","wcrc-00040",12031252,"west coast","wcrc","lowland","Forest",-42.61157882,171.41325576,"03-Jul-2020","grey river","Forest",93,"Lowland"
"Hokio at Lake Horowhenua","hokio at lake horowhenua","hrc-00004",7045750,"horizons","hrc","lowland","Rural",-40.605,175.23608,"03-Jul-2020","lake horowhenua","Rural",30.5,"Lowland"
"Horokiri Stream at Snodgrass","horokiri stream at snodgrass","gw-00013",9009035,"wellington","gwrc","lowland","Rural",-41.07930266,174.92617299,"03-Jul-2020","horokiri stream","Rural",36,"Lowland"
"Huangarua River at Ponatahi Bridge","huangarua river at ponatahi bridge","gw-00051",9012636,"wellington","gwrc","lowland","Rural",-41.20800072,175.46909416,"03-Jul-2020","ruamahanga river","Rural",29,"Lowland"
"Hutt River at Boulcott","hutt river at boulcott","gw-00022",9012031,"wellington","gwrc","lowland","Forest",-41.19670926,174.92047746,"03-Jul-2020","hutt river","Forest",63,"Lowland"
"Hutt River at Kaitoke","hutt river at kaitoke","nrwqn-00047",9008427,"wellington","gwrc","upland","Forest",-41.05101129,175.19123118,"03-Jul-2020","unstated","Forest",417,"Upland"
"Hutt River at Te Marua Intake Site","hutt river at te marua intake site","gw-00020",9009042,"wellington","gwrc","lowland","Forest",-41.07991041,175.14363637,"03-Jul-2020","hutt river","Forest",138,"Lowland"
"Hutt River Opposite Manor Park Golf Club","hutt river opposite manor park golf club","gw-00021",9010876,"wellington","gwrc","lowland","Forest",-41.15364323,174.98644435,"03-Jul-2020","hutt river","Forest",58,"Lowland"
"HV1","Makaroro at Burnt Br. (NRWQN) (HV1)","nrwqn-00013",8028042,"hawkes bay","niwa","upland","Forest",-39.8178787231445,176.303985595703,"2019-07-11",NA,"Forest",376.2,"Upland"
"HV2","Tukituki at Red Br. (NRWQN) (HV2)","hbrc-00043",8026815,"hawkes bay","niwa","lowland","Rural",-39.7153930664063,176.927017211914,"2019-07-11",NA,"Rural",45.5,"Lowland"
"HV3","Ngaruroro at Chesterhope (NRWQN) (HV3)","nrwqn-00014",8025078,"hawkes bay","niwa","lowland","Rural",-39.596435546875,176.872451782227,"2019-07-11",NA,"Urban",14,"Lowland"
"HV4","Ngaruroro at Kuripapango (NRWQN) (HV4)","lawa-100218",8021350,"hawkes bay","niwa","Upland","Forest",-39.3799285888672,176.330612182617,"2019-07-11",NA,"Forest",500,"Upland"
"HV5","Mohaka at Raupunga (NRWQN) (HV5)","nrwqn-00017",8014818,"hawkes bay","niwa","lowland","Forest",-39.0735664367676,177.12907409668,"2019-07-11",NA,"Rural",34,"Lowland"
"HV6","Mohaka at Glenfalls (NRWQN) (HV6)","nrwqn-00016",8017299,"hawkes bay","niwa","upland","Forest",-39.1777572631836,176.634796142578,"2019-07-11",NA,"Rural",419,"Upland"
"IG265664","rangitaiki at murupara","ebop-00048",4022486,"bay of plenty","boprc","upland","Forest",-38.4601551204011,176.69768552677,"03-Jul-2020","rangitaiki","Forest",195,"Upland"
"IG691428","whirinaki at galatea","ebop-00053",4022892,"bay of plenty","boprc","upland","Forest",-38.4798169932264,176.747577277343,"03-Jul-2020","rangitaiki","Forest",230,"Upland"
"Ihungia River at Ihungia Rd Br","ihungia river at ihungia rd br","gdc-00005",5004508,"gisborne","gdc","Upland","Forest",-38.04691689,178.1766513,"03-Jul-2020","waiapu","Rural",220,"Upland"
"IK555889","tarawera at kawerau bridge","ebop-00024",4010551,"bay of plenty","boprc","lowland","Forest",-38.0802784158219,176.712421137622,"03-Jul-2020","tarawera","Forest",26.25,"Lowland"
"IL818464","tarawera at sh30","ebop-00025",4008565,"bay of plenty","boprc","lowland","Forest",-38.0265092686686,176.738648828543,"03-Jul-2020","tarawera","Forest",3.537569582463,"Lowland"
"Irthing Stream at Ellis Road","irthing stream at ellis road","es-00013",15031719,"southland","es","upland","Rural",-45.6796047663668,168.425875807601,"03-Jul-2020","oreti river","Rural",218,"Upland"
"Jenkins at Pascoe St","jenkins at pascoe st","ncc-00006",10011583,"nelson","ncc","lowland","Urban",-41.295048,173.24084684,"03-Jul-2020","unstated","Urban",27.25,"Lowland"
"JK491452","rangitaiki at matahina dam","ebop-00021",4012263,"bay of plenty","boprc","lowland","Forest",-38.1150203795324,176.819978908605,"03-Jul-2020","rangitaiki","Forest",39,"Lowland"
"JL350292","rangitaiki at te teko","ebop-00070",4009262,"bay of plenty","boprc","lowland","Forest",-38.0400378942047,176.800003428746,"03-Jul-2020","rangitaiki","Forest",-3,"Lowland"
"JM102399","tarawera at awakaponga","ebop-00075",4005288,"bay of plenty","boprc","lowland","Rural",-37.9414091255637,176.766690971962,"03-Jul-2020","tarawera","Rural",-21.96124916078,"Lowland"
"Kahahakuri Stream U/S Tukituki Confl","2003","lawa-100648",8030837,"hawkes bay","hbrc","upland","Rural",-39.9767936624507,176.505357946485,"03-Jul-2020","tukituki river","Rural",185.5,"Upland"
"Kahuterawa at Johnstons Rata","kahuterawa at johnstons rata","hrc-00005",7041729,"horizons","hrc","lowland","Forest",-40.4490699999999,175.62164,"03-Jul-2020","manawatu","Rural",174.666666666667,"Upland"
"Kahuterawa at Keebles Farm","kahuterawa at keebles farm","hrc-00345",7040374,"horizons","hrc","lowland","Rural",-40.39313,175.59101,"03-Jul-2020","manawatu","Rural",45,"Lowland"
"Kai Iwi at Handley Road","kai-iwi at handley road","hrc-00090",6016794,"horizons","hrc","lowland","Rural",-39.88036412,174.9010782,"03-Jul-2020","kai iwi","Rural",20,"Lowland"
"Kaikorai Stream at Brighton Road","kaikorai stream at brighton road","orc-00021",14062358,"otago","orc","lowland","Urban",-45.90427956,170.42170867,"03-Jul-2020","unstated","Urban",28,"Lowland"
"Kaituna River at Higgins Bridge","kaituna river at higgins bridge","mdc-00012",11012188,"marlborough","mdc","lowland","Rural",-41.31128476,173.77473321,"03-Jul-2020","kaituna","Rural",2.5,"Lowland"
"Kaiwharawhara Stream at Ngaio Gorge","kaiwharawhara stream at ngaio gorge","gw-00019",9013489,"wellington","gwrc","lowland","Urban",-41.25798289,174.77940709,"03-Jul-2020","kaiwharawhara stream","Urban",244,"Upland"
"Kakanui at Clifton Falls Bridge","kakanui river at clifton falls br","orc-00115",14026079,"otago","orc","lowland","Rural",-45.03179169,170.75220051,"03-Jul-2020","unstated","Rural",103,"Lowland"
"Kakanui at McCones","kakanui river at mccones","orc-00025",14032923,"otago","orc","lowland","Rural",-45.17720505,170.881087,"03-Jul-2020","unstated","Rural",20.25,"Lowland"
"Karakatuwhero River at SH35 Br","karakatuwhero river at sh35 br","gdc-00006",5000331,"gisborne","gdc","lowland","Rural",-37.62563187,178.33460144,"03-Jul-2020","karakatuwhero river","Forest",1,"Lowland"
"Karewarewa Stream at Paki Paki","400","hbrc-00014",8026382,"hawkes bay","hbrc","lowland","Rural",-39.6939276374835,176.790917066045,"03-Jul-2020","karamu","Rural",9,"Lowland"
"Karori Stream at Makara Peak Mountain Bike Park","karori stream at makara peak mountain bike park","gw-00018",9014420,"wellington","gwrc","lowland","Urban",-41.29542655,174.72253616,"03-Jul-2020","karori stream","Urban",135,"Lowland"
"Kauru at Ewings","kauru at ewings","orc-00117",14030211,"otago","orc","upland","Rural",-45.11102763,170.73635297,"03-Jul-2020","unstated","Rural",172,"Upland"
"Kawarau at Chards Road","kawarau at chards road","nrwqn-00030",14027411,"otago","orc","upland","Rural",-45.0063712,168.86873471,"03-Jul-2020","unstated","Rural",405,"Upland"
"Kenepuru Stream at Kenepuru Head","kenepuru stream at kenepuru head","mdc-00011",11008632,"marlborough","mdc","lowland","Rural",-41.16612951,174.12387854,"03-Jul-2020","unstated","Forest",6,"Lowland"
"Kioreau Stream at Porangahau Road","6683","lawa-102703",8031775,"hawkes bay","hbrc","lowland","Rural",-40.0364336922242,176.529611920711,"03-Jul-2020","tukituki river","Rural",132.5,"Lowland"
"Kiwitea at Kimbolton Rd","kiwitea at kimbolton rd","hrc-00346",7036107,"horizons","hrc","lowland","Rural",-40.2109,175.59674,"03-Jul-2020","manawatu","Rural",101,"Lowland"
"KL998150","whakatane at pekatahi bridge","ebop-00042",4010027,"bay of plenty","boprc","lowland","Forest",-38.0465484125758,176.987968121962,"03-Jul-2020","whakatane","Forest",40.5,"Lowland"
"Kopuaranga River at Stuarts","kopuaranga river at stuarts","gw-00038",9004627,"wellington","gwrc","lowland","Rural",-40.89357041,175.69179599,"03-Jul-2020","ruamahanga river","Rural",141,"Lowland"
"Kopuawhakapata Stream at Hirini St","kopuawhakapata stream at hirini st","gdc-00007",5013240,"gisborne","gdc","lowland","Urban",-38.67070898,178.03168577,"03-Jul-2020","kopuawhakapata","Urban",23.7718315125,"Lowland"
"Kopuawhara Stream at Railway Bridge","441","hbrc-00029",8013534,"hawkes bay","hbrc","lowland","Forest",-39.0143637897516,177.858250356098,"03-Jul-2020","nuhaka","Forest",156,"Upland"
"Koputaroa at Tavistock Rd","koputaroa at tavistock rd","hrc-00347",7045635,"horizons","hrc","lowland","Rural",-40.5966799999999,175.33744,"03-Jul-2020","manawatu","Rural",19,"Lowland"
"Kumeti at Te Rehunga","kumeti at te rehunga","hrc-00006",7036367,"horizons","hrc","upland","Rural",-40.21971,176.01202,"03-Jul-2020","manawatu","Rural",275,"Upland"
"Kye Burn at SH85 Bridge","kye burn at sh85 bridge","orc-00098",14032836,"otago","orc","upland","Rural",-45.15003543,170.26123708,"03-Jul-2020","unstated","Rural",383,"Upland"
"L Horowhenua Inflow at culv d/s Queen St","l horowhenua inflow at culv d/s queen st","lawa-101921",7046085,"horizons","hrc","lowland","Urban",-40.61066464,175.266236,"03-Jul-2020","lake horowhenua","Urban",19.9300003052,"Lowland"
"L Horowhenua Inflow at Hokio Sand Rd","l horowhenua inflow at hokio sand rd","lawa-101922",7046256,"horizons","hrc","lowland","Rural",-40.6198832099999,175.23742,"03-Jul-2020","lake horowhenua","Rural",20,"Lowland"
"L Horowhenua Inflow at Lindsay Road","l horowhenua inflow at lindsay road","lawa-101923",7045380,"horizons","hrc","lowland","Rural",-40.58654365,175.2684342,"03-Jul-2020","lake horowhenua","Rural",19,"Lowland"
"La Fontaine Stm @ Airstrip Fishing Access","la fontaine stm @ airstrip fishing access","wcrc-00022",12038833,"west coast","wcrc","lowland","Rural",-43.06857049,170.51941215,"03-Jul-2020","wanganui river","Rural",8,"Lowland"
"La Fontaine Stm @ Herepo Fishing Access","la fontaine stm @ herepo fishing access","wcrc-00023",12039791,"west coast","wcrc","upland","Rural",-43.11252981,170.55326617,"03-Jul-2020","wanganui river","Rural",304,"Upland"
"Lake Hayes at Bendemeer Bay","lake hayes","orc-00031",14025778,"otago","orc","upland","Rural",-44.98194765,168.81587539,"03-Jul-2020","unstated","Rural",358,"Upland"
"Leith at Dundas Street Bridge","water of leith at dundas street bridge","orc-00095",14060534,"otago","orc","lowland","Urban",-45.86223451,170.51746769,"03-Jul-2020","unstated","Urban",85.5,"Lowland"
"Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","es-00166",15047441,"southland","es","lowland","Forest",-46.0024211861941,167.669296552426,"03-Jul-2020","waiau river","Forest",121.5,"Lowland"
"Lindis at Ardgour Road","lindis river at ardgour road","orc-00041",14020507,"otago","orc","upland","Rural",-44.88495626,169.38427631,"03-Jul-2020","unstated","Forest",333,"Upland"
"Lindis at Lindis Peak","lindis river at lindis peak","orc-00040",14015093,"otago","orc","upland","Rural",-44.74537543,169.50782299,"03-Jul-2020","unstated","Forest",438,"Upland"
