"LawaSiteID","Measurement","nMeasures","nFirstYear","nLastYear","numMonths","numQuarters","numYears","proportionNeeded","Observations","KWstat","pvalue","nObs","S","VarS","D","tau","Z","p","MKProbability","AnalysisNote","prop.censored","prop.unique","no.censorlevels","Median","Sen_VarS","AnnualSenSlope","Intercept","Lci","Uci","AnalysisNoteSS","Sen_Probability","Probabilitymax","Probabilitymin","Percent.annual.change","standard","ConfCat","period","frequency","Source","TrendScore"
"LAWA-102091","Dissolved reactive phosphorus",24,0,3,24,24,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=24/40  nY=7/10","Canterbury",NA
"LAWA-102091","E.coli",27,0,4,26,26,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=7/10","Canterbury",NA
"LAWA-102091","Electrical conductivity/salinity",27,0,4,27,27,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=27/40  nY=7/10","Canterbury",NA
"LAWA-102091","Nitrate nitrogen",27,0,4,27,27,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=27/40  nY=7/10","Canterbury",NA
"LAWA-102092","Ammoniacal nitrogen",26,0,3,25,25,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=25/40  nY=7/10","Canterbury",NA
"LAWA-102092","Chloride",28,0,4,27,27,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=27/40  nY=7/10","Canterbury",NA
"LAWA-102092","Dissolved reactive phosphorus",25,0,3,24,24,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=24/40  nY=7/10","Canterbury",NA
"LAWA-102092","E.coli",28,0,4,26,26,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=7/10","Canterbury",NA
"LAWA-102092","Electrical conductivity/salinity",28,0,4,27,27,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=27/40  nY=7/10","Canterbury",NA
"LAWA-102092","Nitrate nitrogen",28,0,4,27,27,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=27/40  nY=7/10","Canterbury",NA
"LAWA-102093","Ammoniacal nitrogen",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102093","Chloride",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102093","Dissolved reactive phosphorus",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102093","E.coli",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102093","Electrical conductivity/salinity",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102093","Nitrate nitrogen",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102094","Ammoniacal nitrogen",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102094","Chloride",14,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102094","Dissolved reactive phosphorus",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102094","E.coli",14,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102094","Electrical conductivity/salinity",14,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102094","Nitrate nitrogen",14,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102095","Ammoniacal nitrogen",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102095","Chloride",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102095","Dissolved reactive phosphorus",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102095","E.coli",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102095","Electrical conductivity/salinity",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102095","Nitrate nitrogen",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102096","Ammoniacal nitrogen",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102096","Chloride",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102096","Dissolved reactive phosphorus",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102096","E.coli",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102096","Electrical conductivity/salinity",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102096","Nitrate nitrogen",13,0,4,13,13,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  nY=4/10","Canterbury",NA
"LAWA-102097","Ammoniacal nitrogen",27,0,3,27,27,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=27/40  nY=8/10","Canterbury",NA
"LAWA-102097","Chloride",29,0,4,29,29,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=29/40  nY=8/10","Canterbury",NA
"LAWA-102097","Dissolved reactive phosphorus",26,0,4,26,26,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=8/10","Canterbury",NA
"LAWA-102097","E.coli",28,0,4,28,28,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=28/40  nY=8/10","Canterbury",NA
"LAWA-102097","Electrical conductivity/salinity",29,0,4,29,29,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=29/40  nY=8/10","Canterbury",NA
"LAWA-102097","Nitrate nitrogen",29,0,4,29,29,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=29/40  nY=8/10","Canterbury",NA
"LAWA-102098","Ammoniacal nitrogen",44,4,3,44,33,10,0.75,33,1.76877683635278,0.621752900179885,33,NA,NA,NA,NA,NA,NA,NA,"< 3 unique values",1,0.0303030303030303,1,0.01025,NA,NA,NA,NA,NA,"< 3 unique values",NA,NA,NA,NA,NA,NA,10,"quarterly","Canterbury",NA
"LAWA-102098","Chloride",37,4,4,37,37,10,0.75,37,0.766341114816579,0.857499673748652,37,477,5810.33333333333,666,0.716216216216216,6.24462593807942,4.24815529299474e-10,2.12407764649737e-10,"ok",0,0.540540540540541,0,3.1,5810.33333333333,0.236600586408745,2.03529736116065,0.200711244655665,0.268961384564046,"WARNING: Sen slope influenced by censored values",2.12407764649737e-10,1.77899288327243e-09,2.26344715380042e-11,7.63227698092725,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102098","Dissolved reactive phosphorus",42,4,4,42,31,9,0.75,31,1.11034746396851,0.774576770198988,31,-6,1348.66666666667,465,-0.0129032258064516,-0.136150014672434,0.891702689614859,0.554148655192571,"ok",0.806451612903226,0.161290322580645,1,0.00135,1624.66666666667,0,0.00135,0,0,"WARNING: Sen slope influenced by censored values",0.568936193660829,0.999999999999991,1.25099055391688e-13,0,NA,"Indeterminate",10,"quarterly","Canterbury",0
"LAWA-102098","E.coli",42,0,3,42,31,9,0.75,31,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,"< 3 unique values",1,0.032258064516129,1,NA,NA,NA,NA,NA,NA,"< 3 unique values",NA,NA,NA,NA,NA,NA,10,"quarterly","Canterbury",NA
"LAWA-102098","Electrical conductivity/salinity",50,4,4,50,39,10,0.75,39,0.709838080418564,0.87088752992579,39,675,6810.33333333333,741,0.910931174089069,8.16724741280635,3.15505418217909e-16,1.57752709108954e-16,"ok",0,0.692307692307692,0,135.5,6810.33333333333,7.78716413551402,98.5109703563084,7.22191415417916,8.35729344431994,"WARNING: Sen slope influenced by censored values",1.57752709108954e-16,8.51559117006537e-16,2.80261562376978e-17,5.74698460185536,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102098","Nitrate nitrogen",48,4,4,48,37,10,0.75,37,0.316228748068022,0.956947947897653,37,561,5822.33333333333,666,0.842342342342342,7.33904404724057,2.1512481181962e-13,1.0756240590981e-13,"ok",0,0.540540540540541,0,2.4,5822.33333333333,0.208485432330827,1.46181555451128,0.179285187854027,0.24050853350621,"WARNING: Sen slope influenced by censored values",1.0756240590981e-13,7.36886317928626e-13,1.46752194466251e-14,8.68689301378446,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102099","Ammoniacal nitrogen",32,4,3,31,31,10,0.75,31,9.56808250993979,0.0226179988379559,10,NA,NA,NA,NA,NA,NA,NA,"< 3 unique values in Season",0.67741935483871,0.32258064516129,1,0.0025,NA,NA,NA,NA,NA,"< 3 unique values in Season",NA,NA,NA,NA,NA,NA,10,"quarterly","Canterbury",NA
"LAWA-102099","Chloride",35,4,4,34,34,10,0.75,34,1.20129043126683,0.752694829592662,34,95,4403,561,0.169340463458111,1.41662046301234,0.156593922466245,0.0782969612331227,"ok",0,0.294117647058824,0,1.1,4403,0.0133840234518139,1.04479090326127,0,0.036582518143774,"WARNING: Sen slope influenced by censored values",0.0782969612331227,0.364438446653826,0.00644813482172119,1.21672940471035,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102099","Dissolved reactive phosphorus",28,4,3,27,27,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=27/40  ","Canterbury",NA
"LAWA-102099","E.coli",28,0,4,26,26,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  ","Canterbury",NA
"LAWA-102099","Electrical conductivity/salinity",36,4,4,35,35,10,0.75,35,3.71131812330138,0.294371195738937,35,198,4840,595,0.332773109243697,2.83167590478714,0.00463047561892187,0.00231523780946093,"ok",0,0.428571428571429,0,65,4840,0.503330271015158,62.8608463481856,0.22494694612624,0.806809374126718,"WARNING: Sen slope influenced by censored values",0.00231523780946093,0.0213448884077226,0.00013811986197367,0.774354263100244,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102099","Nitrate nitrogen",35,4,4,34,34,10,0.75,34,5.91904761904762,0.115615849104073,34,95,4443,561,0.169340463458111,1.41022918086435,0.158472022000164,0.079236011000082,"ok",0,0.529411764705882,0,0.5,4443,0.00311115843270869,0.487166471465077,0,0.012009332218185,"WARNING: Sen slope influenced by censored values",0.079236011000082,0.240369463670075,0.0172003291985473,0.622231686541738,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102100","Ammoniacal nitrogen",31,4,3,31,31,10,0.75,31,2.94076417619857,0.400848634143173,31,-117,1583.33333333333,465,-0.251612903225806,-2.9152232017102,0.00355434242030167,0.998222828789849,"ok",0.774193548387097,0.225806451612903,1,0.0025,1836.33333333333,0,0.0025,0,0,"WARNING: Sen slope based on two censored values",0.997053120013825,1,0.000124282630541264,0,NA,"Very likely improving",10,"quarterly","Canterbury",2
"LAWA-102100","Chloride",34,4,4,34,34,10,0.75,34,2.12067210709701,0.547741989538179,34,-54,4308.66666666667,561,-0.0962566844919786,-0.807429144063406,0.41941928169007,0.790290359154965,"ok",0,0.205882352941176,0,1.1,4308.66666666667,0,1.1,-0.021027633851468,0,"WARNING: Sen slope influenced by censored values",0.798956051219175,0.990120165395005,0.256206829205341,0,NA,"Likely improving",10,"quarterly","Canterbury",1
"LAWA-102100","Dissolved reactive phosphorus",28,4,4,28,28,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=28/40  ","Canterbury",NA
"LAWA-102100","E.coli",24,0,4,24,24,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=24/40  nY=8/10","Canterbury",NA
"LAWA-102100","Electrical conductivity/salinity",35,4,4,35,35,10,0.75,35,15.0369399073813,0.00178535182150238,35,42,338,137,0.306569343065693,2.23010600220373,0.025740406451427,0.0128702032257135,"ok",0,0.485714285714286,0,60,338,0.401153212520593,58.2950988467875,0.111319412956829,0.878443196452685,"ok",0.0128702032257135,0.0363297683059611,0.00384657100300731,0.668588687534322,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102100","Nitrate nitrogen",34,4,4,34,34,10,0.75,34,11.4594646186629,0.00948396391734985,34,60,316,130,0.461538461538462,3.31900930773177,0.000903374182424922,0.000451687091212461,"ok",0,0.382352941176471,0,0.2,316,0.00627146956832967,0.17413018803064,0.0026461413604692,0.0100221513021453,"ok",0.000451687091212461,0.00245622221378578,6.53067685867299e-05,3.13573478416483,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102101","Ammoniacal nitrogen",26,0,3,25,25,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=25/40  nY=7/10","Canterbury",NA
"LAWA-102101","Chloride",27,0,4,26,26,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=7/10","Canterbury",NA
"LAWA-102101","Dissolved reactive phosphorus",26,0,4,25,25,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=25/40  nY=7/10","Canterbury",NA
"LAWA-102101","E.coli",26,0,4,25,25,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=25/40  nY=7/10","Canterbury",NA
"LAWA-102101","Electrical conductivity/salinity",27,0,4,26,26,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=7/10","Canterbury",NA
"LAWA-102101","Nitrate nitrogen",27,0,4,26,26,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=7/10","Canterbury",NA
"LAWA-102102","Ammoniacal nitrogen",27,0,3,25,25,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=25/40  nY=7/10","Canterbury",NA
"LAWA-102102","Chloride",29,0,4,26,26,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=7/10","Canterbury",NA
"LAWA-102102","Dissolved reactive phosphorus",26,0,3,24,24,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=24/40  nY=7/10","Canterbury",NA
"LAWA-102102","E.coli",27,0,4,24,24,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=24/40  nY=7/10","Canterbury",NA
"LAWA-102102","Electrical conductivity/salinity",29,0,4,26,26,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=7/10","Canterbury",NA
"LAWA-102102","Nitrate nitrogen",29,0,4,26,26,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  nY=7/10","Canterbury",NA
"LAWA-102103","Ammoniacal nitrogen",12,1,1,11,11,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102103","Chloride",39,4,4,38,38,10,0.75,38,3.35101264590255,0.340605509294084,38,138,6317.33333333333,703,0.196301564722617,1.7236682050345,0.0847677579809203,0.0423838789904602,"ok",0,0.789473684210526,0,8,6317.33333333333,0.336401060563773,6.44414509489255,0,0.59176165414322,"WARNING: Sen slope influenced by censored values",0.0423838789904602,0.0522929872665844,0.0340518268403082,4.20501325704717,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102103","Dissolved reactive phosphorus",6,0,1,6,6,6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=6/40 nQinLY=1/4 nY=6/10","Canterbury",NA
"LAWA-102103","E.coli",40,4,4,39,39,10,0.75,39,4.3318924216028,0.227784235162008,39,92,6221,741,0.124156545209177,1.15374887789146,0.24860313863447,0.124301569317235,"ok",0.41025641025641,0.435897435897436,1,2,6326,0,2,0,0.372310338225171,"WARNING: Sen slope influenced by censored values",0.12628408545566,0.688054411375101,0.00272959669623581,0,NA,"Likely degrading",10,"quarterly","Canterbury",-1
"LAWA-102103","Electrical conductivity/salinity",40,4,4,39,39,10,0.75,39,3.93180527383367,0.268922709997124,39,191,6815.66666666667,741,0.257759784075574,2.30143879586863,0.0213668411467343,0.0106834205733671,"ok",0,0.769230769230769,0,150,6815.66666666667,3.60868031051517,132.858768525053,0.694479514496564,6.30243251543766,"WARNING: Sen slope influenced by censored values",0.0106834205733671,0.0160175679540385,0.00696806165363876,2.40578687367678,NA,"Very likely degrading",10,"quarterly","Canterbury",-2
"LAWA-102103","Nitrate nitrogen",39,4,4,38,38,10,0.75,38,2.75002617100007,0.431792703140923,38,44,6316.66666666667,703,0.0625889046941678,0.541033897367128,0.588484218712851,0.294242109356425,"ok",0,0.815789473684211,0,4.1,6316.66666666667,0.0666514598540146,3.79173699817518,-0.133171929562351,0.228847538089138,"WARNING: Sen slope influenced by censored values",0.294242109356425,0.329832247210295,0.260536797948506,1.62564536229304,NA,"Likely degrading",10,"quarterly","Canterbury",-1
"LAWA-102104","Ammoniacal nitrogen",9,1,1,9,9,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=9/40 nQinLY=1/4 nY=8/10","Canterbury",NA
"LAWA-102104","Chloride",28,1,4,28,28,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=28/40  ","Canterbury",NA
"LAWA-102104","Dissolved reactive phosphorus",6,0,1,6,6,5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=6/40 nQinLY=1/4 nY=5/10","Canterbury",NA
"LAWA-102104","E.coli",26,1,4,26,26,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=26/40  ","Canterbury",NA
